CODGEO;LIBGEO;Abstention;La France Insoumise;Parti Communiste;PS - Place Publique;Les Écologistes;Renaissance;Les Républicains;Reconquête;Rassemblement National;Parti Animaliste;Divers
17383;Saint-Pierre-de-Juillers;114;7;4;22;8;20;16;12;65;0;10
17384;Saint-Pierre-de-l'Isle;67;7;1;12;3;11;7;7;20;1;11
17385;Saint-Pierre-d'Oléron;2807;171;58;455;164;500;230;196;1127;73;244
17386;Saint-Pierre-du-Palais;128;9;4;13;2;4;7;11;83;7;12
17387;Saint-Porchaire;534;22;17;103;49;124;47;44;340;14;74
17388;Saint-Quantin-de-Rançanne;91;5;2;19;4;16;13;6;56;2;19
17389;Sainte-Radegonde;188;4;7;22;10;20;21;18;124;8;23
17390;Sainte-Ramée;43;0;0;5;0;9;3;1;34;1;9
17391;Saint-Rogatien;797;51;19;178;84;185;72;46;294;21;80
17393;Saint-Romain-de-Benet;601;35;5;78;42;87;44;37;285;19;66
17394;Saint-Saturnin-du-Bois;313;20;10;31;21;43;14;21;128;3;31
17395;Saint-Sauvant;156;16;9;54;16;37;15;8;61;1;26
17396;Saint-Sauveur-d'Aunis;678;44;21;117;48;116;57;23;213;16;64
17397;Saint-Savinien;897;62;27;163;62;166;64;41;346;23;118
17398;Saint-Seurin-de-Palenne;32;5;0;12;3;9;6;5;36;6;13
17400;Saint-Sever-de-Saintonge;226;12;9;30;3;41;14;18;124;9;22
17401;Saint-Séverin-sur-Boutonne;31;7;2;6;3;7;2;1;19;1;5
17402;Saint-Sigismond-de-Clermont;51;1;0;9;3;8;5;2;31;0;12
17403;Saint-Simon-de-Bordes;229;19;10;55;13;49;22;11;129;9;24
17404;Saint-Simon-de-Pellouaille;208;12;8;34;13;25;13;9;140;11;25
17405;Saint-Sorlin-de-Conac;57;1;6;17;0;9;8;2;44;1;9
17406;Saint-Sornin;126;4;5;15;12;26;10;7;69;4;21
17407;Sainte-Soulle;1871;121;38;415;161;307;115;100;586;45;170
17408;Saint-Sulpice-d'Arnoult;321;15;16;31;21;39;17;20;151;1;27
17409;Saint-Sulpice-de-Royan;1349;25;31;191;32;261;109;100;644;36;111
17410;Saint-Thomas-de-Conac;169;13;3;34;7;45;21;16;84;9;44
17411;Saint-Trojan-les-Bains;425;24;13;116;41;113;49;34;162;8;37
17412;Saint-Vaize;203;24;15;28;5;21;9;17;111;4;18
17413;Saint-Vivien;432;27;18;101;36;108;40;28;179;11;54
17414;Saint-Xandre;2078;118;61;490;152;445;158;116;669;48;157
17415;Saintes;8721;750;246;1823;673;1579;607;454;2533;196;743
17416;Saleignes;14;2;0;3;1;5;0;0;7;1;7
17417;Salignac-de-Mirambeau;51;6;2;10;1;3;14;7;19;0;10
17418;Salignac-sur-Charente;225;12;9;33;8;52;26;21;106;5;25
17420;Salles-sur-Mer;851;56;30;208;77;236;80;87;311;33;69
17421;Saujon;2512;108;69;410;149;482;179;227;1212;70;198
17422;Seigné;43;1;0;3;1;7;3;2;18;1;3
17423;Semillac;27;0;0;0;0;6;3;3;9;3;4
17424;Semoussac;116;1;1;18;4;14;4;11;72;2;23
17425;Semussac;937;33;34;125;37;151;63;57;507;21;81
17426;Le Seure;86;9;3;12;5;14;7;4;65;1;8
17427;Siecq;55;2;0;17;2;19;14;10;32;1;6
17428;Sonnac;188;9;3;27;14;21;14;11;65;2;19
17429;Soubise;745;55;25;145;48;157;72;57;369;31;69
17430;Soubran;112;4;4;16;10;16;6;7;86;11;15
17431;Soulignonne;238;12;6;34;11;57;20;14;118;9;17
17432;Souméras;131;6;6;11;4;23;3;8;80;5;23
17433;Sousmoulins;77;7;1;19;8;22;2;6;37;2;14
17434;Surgères;2352;133;90;370;127;436;165;153;784;39;258
17435;Taillant;63;2;1;14;6;13;4;3;34;1;10
17436;Taillebourg;234;9;11;71;24;38;19;13;103;5;24
17437;Talmont-sur-Gironde;30;1;1;11;5;18;7;5;16;6;13
17438;Tanzac;116;4;0;8;8;18;12;11;47;5;11
17439;Taugon;325;20;3;25;12;38;18;7;95;7;24
17440;Ternant;109;5;7;25;15;25;7;9;61;1;11
17441;Tesson;424;15;11;74;13;58;36;20;223;14;38
17442;Thaims;129;9;0;15;5;17;11;8;89;7;25
17443;Thairé;653;46;9;111;72;140;53;31;217;26;83
17444;Thénac;615;54;28;94;31;93;46;44;290;12;60
17445;Thézac;122;4;0;13;4;14;8;9;77;3;16
17446;Thors;158;4;0;19;2;34;10;3;105;3;25
17447;Le Thou;689;49;18;106;44;77;35;27;332;19;71
17448;Tonnay-Boutonne;441;22;5;55;12;57;32;20;197;6;54
17449;Tonnay-Charente;2931;187;68;409;148;410;179;120;1226;74;254
17450;Torxé;69;7;5;14;4;13;10;7;41;0;18
17451;Les Touches-de-Périgny;171;3;4;18;7;37;5;10;59;5;26
17452;La Tremblade;1732;74;37;288;107;455;176;170;901;40;167
17453;Trizay;526;22;10;65;36;79;37;36;251;12;66
17454;Tugéras-Saint-Maurice;122;10;5;15;1;20;21;12;84;5;12
17455;La Vallée;269;10;9;16;13;30;22;22;106;13;52
17457;La Devise;414;20;10;49;16;55;15;24;164;14;49
17458;Vanzac;41;1;1;14;2;7;3;8;19;1;11
17459;Varaize;153;10;7;39;7;33;21;9;114;3;26
17460;Varzay;293;20;15;54;15;54;34;23;132;7;29
17461;Vaux-sur-Mer;1575;53;27;313;86;564;294;244;796;41;106
17462;Vénérand;249;22;8;72;13;32;18;19;126;8;38
17463;Vergeroux;429;42;17;95;26;100;35;38;200;4;50
17464;Vergné;56;1;4;7;4;6;6;0;15;1;8
17465;La Vergne;255;11;5;23;7;28;10;12;95;7;22
17466;Vérines;826;47;36;144;54;136;54;38;281;19;93
17467;Vervant;95;4;7;16;4;15;7;4;37;2;9
17468;Vibrac;62;3;2;14;4;12;3;3;10;2;6
17469;Villars-en-Pons;192;12;0;22;5;26;18;16;118;4;28
17470;Villars-les-Bois;121;7;3;13;3;21;12;5;30;1;15
17471;La Villedieu;85;1;1;16;3;15;6;9;30;3;13
17472;Villedoux;761;40;20;117;51;129;43;32;296;23;69
17473;Villemorin;30;1;2;4;4;6;6;5;22;0;6
17474;Villeneuve-la-Comtesse;290;25;14;32;9;36;14;17;117;5;37
17476;Villexavier;98;1;1;7;9;8;4;1;56;6;17
17477;Villiers-Couture;34;4;1;1;1;6;1;5;12;4;8
17478;Vinax;14;0;1;2;0;4;2;3;7;0;5
17479;Virollet;68;2;6;10;3;20;13;7;58;1;20
17480;Virson;227;18;5;30;12;37;22;9;110;11;45
17481;Voissay;59;3;2;3;3;8;5;5;41;3;6
17482;Vouhé;216;21;3;45;14;35;21;17;106;5;32
17483;Yves;604;29;10;76;45;88;35;44;280;12;38
17484;Port-des-Barques;649;28;40;129;41;130;63;89;375;19;78
17485;Le Grand-Village-Plage;365;28;10;89;44;76;30;51;156;6;53
17486;La Brée-les-Bains;282;26;10;49;12;92;39;29;160;8;38
18001;Achères;107;6;7;18;13;23;11;12;60;5;15
18002;Ainay-le-Vieil;58;3;0;6;1;8;3;1;37;2;5
18003;Les Aix-d'Angillon;634;32;19;62;15;90;37;40;326;14;61
18004;Allogny;398;15;12;56;11;69;25;36;187;18;41
18005;Allouis;418;31;11;42;13;55;28;19;139;8;40
18006;Annoix;92;3;1;11;1;16;5;8;46;2;15
18007;Apremont-sur-Allier;11;1;0;2;2;17;10;2;1;1;6
18008;Arçay;156;7;7;18;15;18;10;9;94;8;28
18009;Arcomps;104;4;4;10;5;12;4;9;53;0;10
18010;Ardenais;46;11;8;6;4;7;18;6;40;2;16
18011;Argent-sur-Sauldre;788;34;18;86;17;117;61;61;334;18;76
18012;Argenvières;159;1;1;18;3;19;9;8;110;4;9
18013;Arpheuilles;117;11;6;16;5;30;7;7;46;4;15
18014;Assigny;66;7;2;13;3;6;7;13;25;2;11
18015;Aubigny-sur-Nère;2035;114;42;190;46;342;165;136;819;62;196
18016;Aubinges;101;10;4;17;5;24;8;9;49;7;16
18017;Augy-sur-Aubois;112;1;9;3;2;20;12;6;48;4;14
18018;Avord;779;25;9;46;13;84;38;61;387;33;52
18019;Azy;146;5;10;14;8;21;16;20;76;7;18
18020;Bannay;275;21;3;33;8;44;16;17;176;10;29
18021;Bannegon;76;4;4;7;0;17;11;9;61;5;12
18022;Barlieu;101;7;5;17;4;20;14;17;72;4;14
18023;Baugy;597;16;23;66;9;84;70;65;295;13;70
18024;Beddes;24;1;1;4;0;11;8;4;18;2;9
18025;Beffes;177;16;13;26;5;19;18;14;131;7;22
18026;Belleville-sur-Loire;381;11;7;40;7;26;20;17;180;15;39
18027;Bengy-sur-Craon;181;11;14;30;5;33;13;16;110;9;27
18028;Berry-Bouy;421;15;12;52;9;86;46;20;198;15;34
18029;Bessais-le-Fromental;119;6;9;7;0;10;6;5;63;2;16
18030;Blancafort;388;11;5;33;5;33;33;30;197;8;58
18031;Blet;185;5;8;8;6;17;7;12;115;3;19
18032;Boulleret;518;15;12;64;25;94;43;28;275;12;70
18033;Bourges;23757;1924;528;3180;994;3225;1558;1218;4834;424;1357
18034;Bouzais;78;3;2;17;1;18;9;8;77;8;5
18035;Brécy;345;10;7;26;6;54;28;20;168;12;25
18036;Brinay;127;10;13;30;9;46;22;17;83;5;33
18037;Brinon-sur-Sauldre;283;8;7;36;9;67;56;30;174;12;30
18038;Bruère-Allichamps;217;11;10;17;10;23;13;12;88;8;16
18039;Bué;95;1;1;10;6;35;36;6;45;6;16
18040;Bussy;115;6;4;11;5;18;15;14;63;0;8
18041;La Celette;67;1;0;6;2;8;13;12;32;1;3
18042;La Celle;89;7;8;16;3;19;3;9;65;6;12
18043;La Celle-Condé;65;2;6;6;2;15;6;6;32;1;7
18044;Cerbois;131;10;6;11;3;9;13;7;66;2;17
18045;Chalivoy-Milon;160;2;2;8;0;15;13;8;81;4;14
18046;Chambon;51;5;0;3;3;15;7;3;29;4;6
18047;La Chapelle-d'Angillon;183;8;8;15;10;20;20;19;112;4;29
18048;La Chapelle-Hugon;154;7;4;12;3;14;7;8;81;3;13
18049;La Chapelle-Montlinard;134;7;14;28;4;23;19;24;83;4;23
18050;La Chapelle-Saint-Ursin;1443;67;57;188;55;235;134;89;626;43;118
18051;La Chapelotte;56;3;2;12;0;9;2;7;19;4;6
18052;Charenton-du-Cher;314;6;4;32;7;53;28;21;188;7;42
18053;Charentonnay;109;6;2;4;4;13;13;3;58;7;15
18054;Charly;74;1;3;9;1;17;11;7;46;0;8
18055;Chârost;336;15;15;32;5;18;26;7;199;9;34
18056;Chassy;94;0;8;13;2;6;3;13;49;5;14
18057;Châteaumeillant;636;16;30;58;11;93;60;33;280;8;57
18058;Châteauneuf-sur-Cher;560;20;32;49;9;62;39;22;194;18;46
18059;Le Châtelet;277;10;11;38;6;48;18;22;128;9;44
18060;Chaumont;9;3;0;2;0;2;1;2;10;1;6
18061;Chaumoux-Marcilly;31;1;3;1;1;6;3;0;16;6;5
18062;Le Chautay;113;3;3;4;3;15;6;2;47;6;8
18063;Chavannes;30;7;3;4;0;7;7;3;48;7;8
18064;Chéry;59;2;2;8;1;10;5;7;56;0;9
18065;Chezal-Benoît;232;7;21;32;4;23;17;14;116;8;24
18066;Civray;319;18;14;22;11;51;36;27;159;5;41
18067;Clémont;238;2;3;23;9;34;23;18;116;9;16
18068;Cogny;8;0;1;4;0;6;5;1;8;0;0
18069;Colombiers;108;6;4;25;3;42;8;12;66;6;15
18070;Concressault;48;4;2;7;1;14;11;5;45;7;13
18071;Contres;5;2;0;1;0;4;4;2;6;0;2
18072;Cornusse;64;3;3;8;1;24;4;1;50;2;6
18073;Corquoy;67;3;13;13;2;20;8;5;41;3;6
18074;Couargues;70;5;5;15;2;16;8;2;33;5;8
18075;Cours-les-Barres;314;19;19;35;6;59;15;25;189;6;32
18076;Coust;129;1;6;11;1;19;12;5;78;1;20
18077;Couy;137;14;6;15;8;27;7;7;64;1;10
18078;Crézançay-sur-Cher;15;0;0;2;2;5;1;1;19;0;3
18079;Crézancy-en-Sancerre;162;8;8;11;10;37;24;14;77;0;16
18080;Croisy;54;4;2;6;4;11;4;6;27;0;1
18081;Crosses;121;2;5;6;3;22;7;14;66;6;13
18082;Cuffy;423;17;19;60;12;44;23;25;184;18;25
18083;Culan;238;10;4;25;0;43;20;10;127;10;28
18084;Dampierre-en-Crot;59;3;4;4;2;13;12;7;44;2;12
18085;Dampierre-en-Graçay;74;7;7;13;2;8;9;11;39;0;4
18086;Drevant;172;11;4;37;4;30;12;12;97;3;27
18087;Dun-sur-Auron;1347;58;37;118;45;184;122;53;626;38;107
18088;Ennordres;56;1;0;7;1;8;13;13;38;3;12
18089;Epineuil-le-Fleuriel;129;14;4;15;2;26;14;9;68;4;25
18090;Etréchy;161;3;2;7;3;28;9;6;80;1;19
18091;Farges-Allichamps;79;3;5;26;1;8;1;6;44;1;11
18092;Farges-en-Septaine;318;6;14;32;3;56;30;19;146;5;22
18093;Faverdines;54;3;1;9;1;6;7;1;24;2;6
18094;Feux;126;2;9;9;3;17;12;9;51;4;16
18095;Flavigny;66;1;3;4;2;6;3;1;31;4;6
18096;Foëcy;666;41;80;59;17;74;29;33;338;31;81
18097;Fussy;752;38;31;122;21;162;52;52;269;22;49
18098;Gardefort;40;0;0;5;0;8;8;7;18;1;2
18099;Garigny;82;4;1;7;2;8;13;3;57;5;10
18100;Genouilly;186;15;10;15;4;26;18;15;177;10;27
18101;Germigny-l'Exempt;112;11;3;20;6;18;15;7;46;3;9
18102;Givardon;94;6;4;16;5;18;5;5;57;6;11
18103;Graçay;428;22;37;64;12;66;26;31;201;11;45
18104;Groises;44;0;3;2;0;4;9;2;30;2;11
18105;Gron;173;2;9;13;5;34;10;11;81;4;18
18106;Grossouvre;95;6;3;5;3;8;10;2;46;2;12
18107;La Groutte;35;4;1;9;2;6;6;8;25;1;5
18108;La Guerche-sur-l'Aubois;1250;55;43;128;16;126;52;46;551;32;67
18109;Henrichemont;584;55;36;99;30;83;34;29;278;17;53
18110;Herry;354;31;10;37;20;37;36;34;159;7;32
18111;Humbligny;58;16;10;6;6;12;7;1;21;0;6
18112;Ids-Saint-Roch;126;1;3;5;3;15;21;8;69;6;17
18113;Ignol;57;4;3;9;3;9;4;6;31;4;9
18114;Ineuil;73;3;1;12;4;20;3;3;45;0;11
18115;Ivoy-le-Pré;263;16;17;24;8;27;38;37;134;3;27
18116;Jalognes;85;4;2;12;4;17;16;10;62;7;7
18117;Jars;133;4;10;12;6;15;18;7;110;6;24
18118;Jouet-sur-l'Aubois;508;24;21;45;4;62;24;23;263;14;47
18119;Jussy-Champagne;57;1;1;7;3;12;3;3;25;7;11
18120;Jussy-le-Chaudrier;191;7;14;23;4;30;7;15;118;8;20
18121;Lantan;37;1;0;4;1;4;15;0;24;1;4
18122;Lapan;54;6;4;3;2;6;3;8;42;2;12
18124;Lazenay;88;2;6;13;6;17;15;7;63;5;18
18125;Léré;383;16;24;51;6;49;33;25;219;20;59
18126;Levet;516;16;16;55;8;89;31;26;221;7;55
18127;Lignières;440;17;19;53;17;53;41;33;254;24;58
18128;Limeux;55;2;3;6;4;3;4;2;28;2;3
18129;Lissay-Lochy;40;4;1;9;2;11;7;7;44;2;7
18130;Loye-sur-Arnon;88;10;7;14;4;22;5;11;55;5;14
18132;Lugny-Champagne;33;3;1;4;1;15;14;9;25;2;5
18133;Lunery;493;47;40;38;6;52;24;20;187;8;38
18134;Lury-sur-Arnon;201;18;17;24;5;31;20;17;113;11;27
18135;Maisonnais;93;6;7;8;4;13;16;5;52;2;9
18136;Marçais;107;3;6;7;3;22;13;6;50;2;17
18137;Mareuil-sur-Arnon;199;6;8;23;6;14;13;16;89;9;27
18138;Marmagne;696;45;23;102;20;140;74;50;352;21;77
18139;Marseilles-lès-Aubigny;157;15;20;15;5;22;8;21;132;5;26
18140;Massay;444;20;47;42;10;59;40;33;261;12;62
18141;Mehun-sur-Yèvre;2545;137;94;258;63;366;151;117;1001;76;177
18142;Meillant;223;5;8;33;4;41;13;11;114;4;33
18143;Menetou-Couture;130;7;4;17;6;4;8;5;43;5;12
18144;Menetou-Râtel;136;6;10;15;1;35;27;7;82;4;21
18145;Menetou-Salon;503;33;13;57;36;106;44;45;238;12;62
18146;Ménétréol-sous-Sancerre;107;12;3;17;10;28;9;9;48;5;21
18147;Ménétréol-sur-Sauldre;44;4;3;7;8;8;7;4;53;4;12
18148;Méreau;1003;54;61;118;33;160;66;49;467;34;87
18149;Méry-ès-Bois;178;8;8;24;8;24;17;14;76;0;24
18150;Méry-sur-Cher;224;16;7;38;3;34;12;21;126;9;26
18151;Montigny;129;0;6;21;17;15;15;10;72;4;9
18152;Montlouis;48;3;6;3;1;2;3;3;17;2;4
18153;Morlac;68;5;5;10;7;18;8;9;51;1;21
18154;Mornay-Berry;74;0;3;7;3;11;7;4;45;5;14
18155;Mornay-sur-Allier;160;2;2;19;4;23;7;19;77;4;7
18156;Morogues;108;22;11;39;20;32;6;12;54;8;19
18157;Morthomiers;270;19;5;46;20;45;6;16;127;8;33
18158;Moulins-sur-Yèvre;254;7;17;29;14;56;21;18;127;4;21
18159;Nançay;251;7;16;53;19;54;46;21;154;5;35
18160;Nérondes;418;11;11;46;10;62;40;27;213;12;34
18161;Neuilly-en-Dun;87;5;2;12;2;8;8;4;41;2;13
18162;Neuilly-en-Sancerre;57;15;1;22;9;17;5;11;35;4;13
18163;Neuvy-Deux-Clochers;103;9;2;23;3;13;9;4;31;7;10
18164;Neuvy-le-Barrois;31;3;5;4;1;12;10;6;29;3;12
18165;Neuvy-sur-Barangeon;436;21;17;31;14;66;34;26;247;10;53
18166;Nohant-en-Goût;171;7;10;17;8;25;15;10;78;7;14
18167;Nohant-en-Graçay;59;4;8;12;3;13;18;9;65;0;14
18168;Le Noyer;79;4;4;15;4;17;4;3;50;5;13
18169;Nozières;73;7;1;14;3;18;7;8;48;0;7
18170;Oizon;234;4;4;19;6;41;32;26;133;7;17
18171;Orcenais;97;10;0;6;1;12;4;7;56;1;16
18172;Orval;678;33;40;69;16;96;40;36;281;17;35
18173;Osmery;60;4;6;4;2;16;16;11;66;1;13
18174;Osmoy;71;5;2;7;1;18;13;6;30;1;8
18175;Ourouer-les-Bourdelins;246;10;9;17;9;31;11;22;93;4;20
18176;Parassy;105;8;7;30;8;25;9;6;72;8;15
18177;Parnay;13;1;1;5;0;3;7;0;5;0;5
18178;La Perche;73;5;2;7;2;19;4;5;55;5;8
18179;Pigny;293;29;12;64;14;68;32;19;134;9;35
18180;Plaimpied-Givaudins;734;37;22;134;43;146;64;43;326;16;57
18181;Plou;163;28;18;31;9;27;4;7;64;8;26
18182;Poisieux;47;3;12;8;2;6;10;4;44;1;7
18183;Le Pondy;41;1;1;5;0;6;11;1;39;2;5
18184;Précy;80;4;3;14;3;6;9;10;63;10;10
18185;Presly;60;0;1;8;2;8;11;8;37;1;19
18186;Preuilly;138;7;13;20;14;38;9;8;79;5;17
18187;Préveranges;206;12;14;16;2;22;14;13;92;6;28
18188;Primelles;84;3;5;14;2;7;4;6;36;6;7
18189;Quantilly;122;12;2;20;13;27;24;6;74;10;13
18190;Quincy;358;8;6;22;8;37;20;21;129;3;39
18191;Raymond;60;1;0;3;0;6;6;3;48;0;6
18192;Reigny;85;3;4;8;5;12;1;8;59;3;11
18193;Rezay;56;3;6;10;8;14;7;2;34;1;15
18194;Rians;345;12;16;32;6;40;27;22;159;12;36
18195;Sagonne;58;2;4;12;0;18;6;8;42;4;11
18196;Saint-Aignan-des-Noyers;30;2;2;3;0;7;1;2;16;0;13
18197;Saint-Amand-Montrond;3682;128;102;394;91;451;248;215;1292;103;254
18198;Saint-Ambroix;117;7;5;15;3;15;18;9;74;3;22
18199;Saint-Baudel;83;2;10;19;5;7;5;5;44;4;11
18200;Saint-Bouize;87;3;3;7;4;17;20;9;45;6;15
18201;Saint-Caprais;227;22;11;34;11;25;17;19;153;7;29
18202;Saint-Céols;3;0;0;0;1;9;4;5;2;0;2
18203;Saint-Christophe-le-Chaudry;35;4;2;6;1;9;1;3;20;0;8
18204;Saint-Denis-de-Palin;81;3;3;13;6;26;13;9;61;2;9
18205;Saint-Doulchard;3507;181;106;546;119;776;342;203;1194;71;257
18206;Saint-Eloy-de-Gy;581;30;17;99;27;99;44;26;243;15;71
18207;Saint-Florent-sur-Cher;2471;172;128;270;53;248;122;105;784;64;149
18208;Sainte-Gemme-en-Sancerrois;133;7;2;22;9;39;19;8;76;1;19
18209;Saint-Georges-de-Poisieux;168;6;7;20;1;22;16;13;81;8;21
18210;Saint-Georges-sur-la-Prée;208;16;22;17;10;14;13;16;126;3;27
18211;Saint-Georges-sur-Moulon;245;11;15;39;8;44;19;15;128;9;25
18212;Saint-Germain-des-Bois;218;12;4;26;4;44;21;14;93;9;24
18213;Saint-Germain-du-Puy;1736;124;175;255;45;261;104;88;685;59;123
18214;Saint-Hilaire-de-Court;220;6;47;18;7;13;5;19;128;8;20
18215;Saint-Hilaire-de-Gondilly;50;1;1;7;2;9;3;9;36;2;7
18216;Saint-Hilaire-en-Lignières;183;8;4;42;9;28;13;14;89;3;24
18217;Saint-Jeanvrin;89;0;0;4;1;9;7;2;27;3;8
18218;Saint-Just;257;13;6;30;4;51;15;8;94;9;19
18219;Saint-Laurent;146;11;13;33;9;25;6;10;65;7;28
18220;Saint-Léger-le-Petit;143;8;6;15;5;11;7;8;83;6;15
18221;Saint-Loup-des-Chaumes;100;4;4;10;3;8;8;4;59;3;12
18223;Saint-Martin-d'Auxigny;781;53;25;126;27;166;69;41;402;26;86
18224;Saint-Martin-des-Champs;105;10;3;9;3;26;6;8;59;2;5
18225;Saint-Maur;70;9;7;7;5;5;12;14;57;1;17
18226;Saint-Michel-de-Volangis;120;6;6;28;8;33;21;21;87;3;21
18227;Sainte-Montaine;59;5;0;13;1;16;17;8;46;1;6
18228;Saint-Outrille;57;8;18;11;4;13;8;4;29;3;11
18229;Saint-Palais;207;14;5;30;9;30;36;16;110;6;20
18230;Saint-Pierre-les-Bois;94;5;3;13;5;21;13;6;48;6;14
18231;Saint-Pierre-les-Etieux;313;12;9;23;5;35;15;11;146;4;23
18232;Saint-Priest-la-Marche;96;4;7;10;0;8;12;4;33;1;7
18233;Saint-Satur;461;14;8;70;27;110;39;34;268;9;55
18234;Saint-Saturnin;171;6;17;17;6;19;6;10;95;6;19
18235;Sainte-Solange;383;26;13;53;9;66;33;16;211;10;35
18236;Saint-Symphorien;38;3;0;8;0;5;4;3;21;7;5
18237;Sainte-Thorette;117;23;6;20;6;33;13;12;78;6;21
18238;Saint-Vitte;34;2;2;5;0;6;7;1;33;2;9
18240;Sancergues;266;7;5;22;2;42;30;9;102;3;29
18241;Sancerre;380;17;13;64;18;110;83;23;119;14;33
18242;Sancoins;1069;38;36;95;17;100;55;74;439;18;134
18243;Santranges;142;8;7;15;5;22;10;22;99;1;20
18244;Saugy;17;1;1;2;1;4;6;5;18;2;6
18245;Saulzais-le-Potier;150;4;6;9;0;35;12;18;58;4;26
18246;Savigny-en-Sancerre;347;14;12;36;8;57;29;35;205;13;40
18247;Savigny-en-Septaine;215;8;10;33;8;46;24;8;113;7;16
18248;Senneçay;132;12;8;25;5;24;15;12;78;6;15
18249;Sens-Beaujeu;118;11;1;23;6;15;18;18;78;6;18
18250;Serruelles;9;0;0;3;0;6;2;2;13;0;7
18251;Sévry;17;3;2;1;0;9;5;3;13;0;2
18252;Sidiailles;89;4;6;15;2;15;12;8;60;1;14
18253;Soulangis;159;5;18;16;3;28;17;8;83;5;22
18254;Soye-en-Septaine;168;7;2;35;8;47;20;14;132;14;23
18255;Le Subdray;264;21;6;55;13;69;29;31;157;15;48
18256;Subligny;90;4;4;15;6;18;7;15;76;4;20
18257;Sury-près-Léré;230;6;10;26;7;30;14;21;136;8;29
18258;Sury-en-Vaux;179;4;6;25;4;55;40;12;137;7;34
18259;Sury-ès-Bois;110;9;4;13;2;13;13;8;36;1;18
18260;Tendron;32;0;0;0;0;1;5;1;30;1;5
18261;Thaumiers;140;7;4;16;3;7;15;16;81;1;11
18262;Thauvenay;130;9;4;16;10;29;12;9;54;2;11
18263;Thénioux;194;12;32;7;8;29;11;12;141;12;25
18264;Thou;22;0;3;2;1;7;2;3;17;0;5
18265;Torteron;306;17;11;20;6;35;8;24;147;13;15
18266;Touchay;109;5;0;19;7;21;15;5;49;3;14
18267;Trouy;1492;110;94;245;39;287;115;96;686;50;132
18268;Uzay-le-Venon;146;12;3;18;2;13;8;10;79;1;8
18269;Vailly-sur-Sauldre;226;6;6;21;6;45;27;25;119;7;27
18270;Vallenay;271;11;11;28;6;25;8;19;129;9;23
18271;Vasselay;540;29;14;76;17;114;55;50;246;21;49
18272;Veaugues;197;10;9;30;9;33;25;9;91;2;24
18273;Venesmes;264;9;15;41;6;42;20;9;143;11;30
18274;Verdigny;78;0;0;12;5;32;36;9;42;1;5
18275;Vereaux;45;3;3;3;1;12;12;4;36;1;8
18276;Vernais;62;8;2;4;1;7;10;4;31;3;11
18277;Verneuil;19;1;0;0;0;1;5;4;4;0;2
18278;Vesdun;170;13;3;14;8;17;21;13;62;4;15
18279;Vierzon;9689;725;770;835;192;840;330;390;2788;173;528
18280;Vignoux-sous-les-Aix;238;22;8;37;13;53;16;21;114;12;41
18281;Vignoux-sur-Barangeon;805;31;46;58;29;127;41;41;372;19;48
18282;Villabon;165;9;14;16;6;36;17;9;109;4;17
18283;Villecelin;31;0;6;4;0;7;3;3;17;0;5
18284;Villegenon;69;3;1;8;8;11;10;7;23;2;12
18285;Villeneuve-sur-Cher;150;9;9;14;3;30;10;3;58;12;20
18286;Villequiers;143;10;7;16;3;26;15;15;77;5;14
18287;Vinon;101;6;2;9;6;23;12;7;50;3;15
18288;Vorly;80;2;1;12;4;11;11;4;47;2;9
18289;Vornay;141;6;7;24;6;23;21;13;108;1;32
18290;Vouzeron;164;4;9;19;5;40;16;9;84;8;34
19001;Affieux;99;9;8;31;4;19;17;16;51;2;21
19002;Aix;94;21;5;33;7;26;27;12;69;6;26
19003;Albignac;69;9;2;25;2;26;11;5;44;4;18
19004;Albussac;193;35;16;62;17;41;28;23;133;3;45
19005;Allassac;1341;72;89;288;59;191;116;78;665;34;145
19006;Alleyrat;39;0;3;14;3;10;6;1;14;1;9
19007;Altillac;227;16;16;50;15;53;21;13;127;7;57
19008;Ambrugeat;45;11;10;30;10;21;8;7;28;2;14
19009;Les Angles-sur-Corrèze;28;2;6;15;4;6;4;6;23;0;8
19010;Argentat-sur-Dordogne;1094;85;74;243;66;163;76;61;342;29;144
19011;Arnac-Pompadour;388;9;16;77;15;78;65;32;168;13;60
19012;Astaillac;88;6;2;19;6;15;8;0;45;3;27
19013;Aubazines;312;37;26;65;16;62;29;13;127;6;37
19014;Auriac;53;7;7;18;4;15;16;7;28;5;26
19015;Ayen;214;13;10;34;13;42;29;15;130;13;44
19016;Bar;104;13;11;27;6;17;12;10;40;5;16
19017;Bassignac-le-Bas;38;4;1;5;2;6;3;5;21;0;5
19018;Bassignac-le-Haut;44;2;4;21;3;13;9;1;30;1;22
19019;Beaulieu-sur-Dordogne;352;15;24;91;23;106;43;20;107;18;60
19020;Beaumont;38;5;6;16;6;8;6;5;17;1;11
19021;Bellechassagne;34;4;6;10;1;5;1;1;12;0;7
19022;Benayes;64;10;4;29;11;29;7;6;20;6;25
19023;Beynat;350;40;30;94;26;66;65;33;213;13;90
19024;Beyssac;149;13;9;34;13;38;22;9;73;2;40
19025;Beyssenac;110;11;10;12;6;10;16;7;82;2;37
19026;Bilhac;75;7;5;32;10;8;0;8;25;5;15
19027;Bonnefond;42;2;4;9;3;15;8;2;14;1;16
19028;Bort-les-Orgues;823;36;22;140;23;119;63;40;354;33;140
19029;Branceilles;71;15;5;34;7;26;17;2;43;1;22
