CODGEO;LIBGEO;Abstention;LO;PCF;LFI;Génération.s;PS - Place Publique;EELV;Renaissance;UDI;LR;Debout la France;RN;Patriotes, Jaunes, Citoyens;UPR;Alliance Jaune;Divers
02804;Villemontoire;59;0;1;4;0;3;7;14;1;7;6;40;1;1;0;9
02805;Villeneuve-Saint-Germain;856;13;25;57;26;28;68;107;12;37;35;406;11;14;5;38
02806;Villeneuve-sur-Fère;75;1;3;15;2;2;4;7;6;8;3;52;0;0;1;5
02807;Villequier-Aumont;202;3;2;14;3;9;21;46;7;31;10;115;2;9;4;13
02808;Villeret;86;0;0;7;0;2;3;12;0;11;5;74;2;0;2;4
02809;Villers-Agron-Aiguizy;36;1;0;3;0;3;2;6;3;7;2;8;0;1;0;0
02810;Villers-Cotterêts;3855;32;45;202;69;124;281;482;67;187;115;1156;24;37;10;172
02812;Villers-Hélon;51;1;1;5;7;3;7;20;5;12;6;16;0;3;0;6
02813;Villers-le-Sec;81;0;0;3;3;5;4;12;1;12;5;34;0;1;0;8
02814;Villers-lès-Guise;50;0;1;3;0;4;4;5;5;10;17;34;0;0;2;1
02815;Villers-Saint-Christophe;149;1;5;14;6;1;13;42;2;24;12;76;4;2;1;8
02816;Villers-sur-Fère;157;3;7;6;1;6;13;26;2;15;5;78;2;2;1;4
02817;Ville-Savoye;26;0;0;2;1;2;7;7;2;0;0;8;3;0;1;2
02818;Villiers-Saint-Denis;250;7;7;19;6;5;22;52;12;16;21;111;2;4;1;19
02819;Vincy-Reuil-et-Magny;32;0;1;3;0;0;4;5;2;5;1;25;0;0;0;2
02820;Viry-Noureuil;643;11;16;48;22;28;53;121;16;54;37;305;10;4;1;39
02821;Vivaise;202;1;4;10;4;7;40;59;7;20;11;111;4;1;3;12
02822;Vivières;140;1;4;14;1;3;14;26;4;8;8;68;1;1;0;10
02823;Voharies;26;2;0;1;0;0;0;10;0;10;4;9;0;2;0;0
02824;Vorges;121;4;1;6;3;7;17;58;5;16;10;52;2;2;2;4
02826;Voulpaix;119;0;3;4;1;5;11;32;4;13;16;58;1;4;1;2
02827;Voyenne;78;1;4;7;2;4;8;20;1;12;2;55;0;0;3;2
02828;Vregny;22;0;2;3;2;0;6;6;4;8;4;10;0;3;0;3
02829;Vuillery;10;0;0;1;0;0;1;4;0;4;0;6;0;0;0;0
02830;Wassigny;254;3;4;18;2;10;16;37;9;27;24;162;7;9;4;4
02831;Watigny;103;0;3;13;8;6;17;12;3;13;8;54;1;1;0;4
02832;Wiège-Faty;65;0;0;4;6;3;4;9;1;5;2;42;0;0;0;3
02833;Wimy;172;0;2;10;2;11;9;36;3;14;11;70;1;4;1;7
02834;Wissignicourt;60;1;5;3;0;2;7;7;4;6;1;25;1;0;0;2
03001;Abrest;984;8;39;64;23;45;95;225;37;87;37;311;9;9;6;67
03002;Agonges;89;0;19;7;5;3;29;20;2;14;4;30;1;1;0;8
03003;Ainay-le-Château;310;6;13;15;17;25;31;87;9;50;26;107;0;5;3;17
03004;Andelaroche;98;1;2;9;3;1;2;13;9;25;3;24;0;1;1;3
03005;Archignat;120;1;5;12;2;4;13;13;1;10;0;22;3;2;0;4
03006;Arfeuilles;237;2;9;29;17;14;25;34;10;19;6;100;0;6;4;12
03007;Arpheuilles-Saint-Priest;105;0;5;14;8;4;23;17;12;15;8;34;0;0;3;10
03008;Arronnes;121;1;6;7;4;8;19;35;6;21;7;43;1;6;1;13
03009;Aubigny;36;1;5;6;1;2;9;7;1;4;0;19;1;2;0;0
03010;Audes;113;2;10;13;9;20;19;24;8;13;6;66;3;0;0;9
03011;Aurouër;111;0;3;11;3;9;13;28;5;21;8;38;4;0;1;8
03012;Autry-Issards;111;0;19;9;3;8;26;25;2;12;3;21;1;5;2;6
03013;Avermes;1356;11;78;75;62;132;160;356;42;144;45;386;12;12;5;59
03014;Avrilly;46;0;3;6;3;4;2;16;2;14;1;8;1;0;0;2
03015;Bagneux;117;1;9;11;12;6;5;26;2;17;3;35;0;0;0;6
03016;Barberier;49;0;2;4;3;2;8;7;2;4;2;20;2;1;0;2
03017;Barrais-Bussolles;66;3;4;4;2;7;5;16;2;11;7;37;0;1;0;3
03018;Bayet;216;4;8;19;5;12;22;52;11;24;10;97;2;2;1;15
03019;Beaulon;635;6;44;58;23;34;32;67;12;58;23;205;7;6;6;13
03020;Beaune-d'Allier;106;3;18;8;3;0;10;17;0;16;11;28;1;2;2;4
03021;Bègues;73;2;1;12;0;8;12;25;3;7;5;26;0;0;0;4
03022;Bellenaves;353;4;18;35;18;22;48;74;7;24;8;103;7;2;5;10
03023;Bellerive-sur-Allier;2552;16;94;113;93;189;344;818;110;456;107;719;28;32;14;130
03024;Bert;85;0;0;5;4;6;2;20;0;9;7;42;0;2;0;1
03025;Bessay-sur-Allier;458;3;29;32;15;29;29;105;14;52;17;163;4;2;2;6
03026;Besson;256;2;24;18;6;13;26;57;16;76;8;72;2;2;1;7
03027;Bézenet;274;7;13;26;5;8;42;46;19;20;16;102;2;5;3;13
03028;Billezois;130;0;14;19;2;5;7;28;1;11;9;46;3;0;0;9
03029;Billy;258;5;17;15;10;25;33;62;8;16;8;87;7;3;0;22
03030;Biozat;299;5;5;21;13;17;43;52;10;35;8;102;1;1;0;20
03031;Bizeneuille;85;3;8;4;1;7;14;27;3;27;7;28;0;4;1;2
03032;Blomard;89;2;5;9;2;1;3;12;2;8;1;33;0;0;2;2
03033;Bost;52;1;3;4;0;6;11;12;6;4;2;19;2;0;0;4
03034;Boucé;213;1;6;11;5;7;17;26;4;6;6;60;2;2;2;10
03035;Le Bouchaud;60;0;3;12;4;6;2;15;5;17;6;24;1;2;1;5
03036;Bourbon-l'Archambault;804;9;121;97;32;64;119;142;33;101;34;158;5;10;6;20
03037;Braize;88;1;1;2;4;4;7;13;3;2;6;38;0;3;0;8
03038;Bransat;164;4;5;20;9;14;19;43;6;19;5;53;3;1;4;6
03039;Bresnay;155;0;11;16;4;4;13;28;8;15;1;39;1;2;0;5
03040;Bressolles;356;7;23;30;11;33;66;123;19;72;20;123;0;1;1;28
03041;Le Brethon;106;1;15;7;4;5;20;32;7;16;10;39;1;3;0;4
03042;Le Breuil;189;2;0;18;4;10;24;32;6;24;8;80;1;6;0;12
03043;Broût-Vernet;414;4;14;33;20;16;37;83;14;45;23;137;1;0;6;25
03044;Brugheas;451;3;13;40;19;24;60;132;22;62;18;167;8;7;5;18
03045;Busset;313;5;9;16;4;22;43;81;13;38;18;93;0;0;2;16
03046;Buxières-les-Mines;358;7;65;42;11;15;25;45;10;36;16;101;4;7;3;11
03047;La Celle;159;1;8;18;10;8;13;20;11;13;4;49;3;7;1;16
03048;Cérilly;431;2;40;52;18;10;43;119;15;75;17;121;4;5;3;29
03049;Cesset;149;13;6;13;0;4;13;35;5;24;7;39;1;4;2;10
03050;La Chabanne;81;1;1;12;1;4;8;8;1;17;1;31;1;0;4;3
03051;Chambérat;132;0;8;9;3;10;12;8;0;9;2;40;2;0;3;4
03052;Chamblet;367;1;20;25;14;19;34;65;15;34;19;104;5;4;2;18
03053;Chantelle;346;7;23;16;13;19;59;101;20;48;14;100;2;3;11;13
03054;Chapeau;77;1;2;13;2;0;12;10;0;12;0;19;0;1;1;11
03055;La Chapelaude;363;3;22;30;8;22;16;44;8;39;10;105;2;5;6;18
03056;La Chapelle;149;0;5;12;5;12;18;43;6;21;6;37;1;1;1;2
03057;La Chapelle-aux-Chasses;74;1;3;6;5;6;10;15;2;16;6;13;1;0;0;7
03058;Chappes;68;0;26;8;2;3;5;11;0;8;4;16;0;3;0;3
03059;Chareil-Cintrat;107;2;7;4;3;6;9;14;5;27;7;41;1;1;0;3
03060;Charmeil;298;3;5;11;12;10;32;92;13;45;17;130;4;6;1;28
03061;Charmes;137;1;4;12;4;6;9;22;5;20;4;40;0;2;0;5
03062;Charroux;96;0;5;7;5;4;16;43;5;27;9;49;1;0;1;12
03063;Chassenard;338;6;11;18;10;14;11;43;4;24;10;128;5;3;5;6
03064;Château-sur-Allier;43;0;2;2;1;11;7;16;2;10;4;34;0;2;1;2
03065;Châtel-de-Neuvre;184;5;24;15;7;10;11;38;4;25;11;39;4;2;3;14
03066;Châtel-Montagne;130;3;5;10;2;13;16;31;1;18;7;34;3;1;0;10
03067;Châtelperron;55;2;3;1;2;1;4;12;1;22;2;18;0;0;0;0
03068;Châtelus;54;1;3;7;0;2;1;9;1;5;3;18;2;0;0;2
03069;Châtillon;93;2;34;9;7;5;6;11;3;6;3;26;0;1;2;4
03070;Chavenon;36;0;2;6;2;4;3;6;3;11;4;14;1;1;1;3
03071;Chavroches;89;1;3;9;3;8;16;14;1;9;6;18;0;1;0;3
03072;Chazemais;155;2;19;13;8;8;7;35;8;21;8;50;1;1;0;16
03073;Chemilly;175;2;18;11;10;23;17;46;8;23;12;64;1;1;1;13
03074;Chevagnes;275;1;11;13;12;10;22;64;6;31;15;60;4;2;1;3
03075;Chezelle;51;3;4;8;2;5;1;10;0;6;1;21;0;0;0;3
03076;Chézy;84;0;1;2;2;4;12;16;3;20;7;18;0;1;0;3
03077;Chirat-l'Eglise;44;2;3;4;1;2;2;9;1;6;4;12;0;0;0;1
03078;Chouvigny;88;1;6;12;0;13;18;19;2;19;3;27;1;0;3;3
03079;Cindré;94;0;2;7;6;3;11;11;4;17;7;41;1;0;0;3
03080;Cognat-Lyonne;201;6;10;10;8;6;37;54;10;37;12;78;4;0;1;8
03081;Colombier;126;4;8;23;5;9;11;18;2;9;6;31;1;0;3;7
03082;Commentry;2350;30;120;219;94;129;158;356;86;184;58;606;19;17;24;97
03083;Contigny;242;4;6;21;15;9;22;41;9;38;14;69;3;3;1;7
03084;Cosne-d'Allier;700;6;75;78;18;38;49;158;18;100;33;145;6;5;7;19
03085;Coulandon;236;0;20;9;14;21;31;60;9;31;7;65;5;2;1;24
03086;Coulanges;107;0;8;9;10;6;4;13;1;12;3;46;0;2;0;1
03087;Couleuvre;168;0;19;17;4;9;9;45;7;24;10;74;1;0;4;9
03088;Courçais;142;0;3;14;1;3;3;11;3;6;6;58;3;0;0;8
03089;Coutansouze;31;1;1;7;4;5;9;17;2;8;0;14;0;0;1;5
03090;Couzon;78;0;6;7;2;1;18;18;4;12;9;33;1;1;0;1
03091;Créchy;140;1;10;9;3;3;7;20;6;14;10;73;2;0;4;10
03092;Cressanges;155;2;37;10;13;14;17;56;3;30;17;104;2;4;1;16
03093;Creuzier-le-Neuf;332;7;12;25;23;34;42;100;20;19;22;123;8;2;6;23
03094;Creuzier-le-Vieux;1222;16;40;70;41;77;180;362;64;171;45;334;10;14;9;88
03095;Cusset;4015;37;203;251;153;235;426;929;127;397;157;1156;35;40;25;199
03096;Deneuille-lès-Chantelle;23;0;3;5;1;3;8;5;3;6;2;12;1;0;0;3
03097;Deneuille-les-Mines;102;2;20;15;6;5;7;19;2;14;0;27;0;0;1;7
03098;Désertines;1467;22;134;142;66;132;150;324;55;128;39;431;16;11;14;84
03099;Deux-Chaises;146;2;15;10;5;8;13;29;2;39;7;22;1;1;0;8
03100;Diou;508;10;14;27;16;23;39;96;11;74;14;154;7;7;1;26
03101;Domérat;3328;44;258;294;138;281;261;630;89;312;106;930;24;24;35;121
03102;Dompierre-sur-Besbre;1168;12;49;86;57;63;97;182;23;115;39;268;13;5;10;42
03103;Le Donjon;345;0;16;21;10;25;16;54;12;51;18;102;2;2;2;8
03104;Doyet;404;5;27;43;7;13;18;66;19;40;15;118;3;0;2;23
03105;Droiturier;101;1;6;9;7;3;11;27;7;17;10;53;1;0;0;7
03106;Durdat-Larequille;401;8;17;64;17;27;73;78;13;40;23;141;10;5;4;21
03107;Ebreuil;396;6;20;26;17;33;47;91;21;61;13;101;3;2;1;29
03108;Echassières;99;1;9;15;3;7;16;23;4;20;5;30;0;1;6;6
03109;Escurolles;246;2;7;21;7;13;33;43;6;28;5;71;5;7;3;8
03110;Espinasse-Vozelle;296;4;12;30;13;25;39;96;6;24;11;92;2;3;5;24
03111;Estivareilles;401;5;31;33;12;24;13;63;11;44;23;139;4;4;0;16
03112;Etroussat;243;3;8;19;2;7;23;51;7;35;10;81;1;3;1;7
03113;Ferrières-sur-Sichon;202;2;9;12;5;13;11;44;8;33;3;54;1;0;1;3
03114;La Ferté-Hauterive;112;2;4;4;8;7;3;22;6;16;3;32;0;2;0;3
03115;Fleuriel;86;0;8;12;6;2;14;31;8;30;13;37;1;0;1;4
03116;Fourilles;68;1;3;6;3;6;7;12;5;22;9;28;0;2;2;4
03117;Franchesse;132;1;18;20;10;14;24;13;4;17;2;44;1;5;0;12
03118;Gannat;2164;14;66;122;77;134;218;342;62;195;81;492;15;20;8;88
03119;Gannay-sur-Loire;164;0;4;8;5;8;19;36;11;29;4;46;1;1;0;9
03120;Garnat-sur-Engièvre;231;1;18;17;8;8;12;33;7;33;13;74;4;3;1;14
03121;Gennetines;217;2;5;17;10;19;32;32;4;45;9;81;1;5;1;18
03122;Gipcy;67;3;6;11;4;8;17;8;3;11;3;21;0;0;1;7
03124;Gouise;63;1;1;4;2;7;8;16;1;12;4;29;2;0;0;6
03125;La Guillermie;59;3;0;3;0;1;6;5;2;5;0;25;1;0;1;5
03126;Hauterive;385;5;13;26;8;14;42;94;16;29;24;133;4;7;1;19
03127;Hérisson;145;6;21;21;9;14;32;71;4;32;10;39;0;3;3;15
03128;Huriel;997;9;64;95;42;79;82;153;23;65;37;285;6;4;6;40
03129;Hyds;98;3;9;13;14;9;10;22;4;20;3;37;1;1;5;7
03130;Isle-et-Bardais;74;1;10;6;3;4;20;17;5;21;3;33;0;2;0;7
03131;Isserpent;177;4;2;17;4;6;10;21;6;38;10;83;2;3;1;9
03132;Jaligny-sur-Besbre;208;3;7;8;6;10;17;37;5;33;12;69;3;0;1;12
03133;Jenzat;189;0;18;16;7;13;24;47;2;28;9;57;0;4;5;7
03134;Laféline;59;4;8;3;1;4;12;16;5;6;4;19;2;0;0;3
03135;Lalizolle;126;1;4;13;5;13;11;33;4;15;5;39;2;4;2;4
03136;Lamaids;60;0;8;4;2;4;3;2;5;5;2;24;0;0;1;4
03137;Langy;80;0;4;12;5;2;10;16;1;4;3;30;3;2;2;7
03138;Lapalisse;957;16;28;75;35;54;63;225;42;118;55;300;16;14;4;40
03139;Laprugne;120;2;5;11;7;4;9;14;6;14;5;60;2;3;2;4
03140;Lavault-Sainte-Anne;384;6;18;37;17;24;46;99;14;36;18;78;2;7;1;18
03141;Lavoine;82;0;3;3;3;2;9;31;10;16;1;13;0;1;0;1
03142;Lenax;86;1;2;2;1;7;5;23;4;12;7;52;2;0;4;3
03143;Lételon;44;0;0;4;0;2;7;6;1;1;1;8;0;2;1;4
03144;Liernolles;76;1;2;0;6;5;2;19;4;21;1;21;3;0;0;0
03145;Lignerolles;267;3;8;34;17;22;44;58;11;17;10;86;3;2;4;21
03146;Limoise;46;1;2;10;2;0;10;8;4;11;4;12;0;0;0;6
03147;Loddes;70;1;5;5;3;3;8;12;1;12;4;25;3;1;0;3
03148;Loriges;162;0;3;8;3;1;12;18;1;9;5;52;1;0;0;10
03149;Louchy-Montfand;159;2;6;18;11;19;23;52;3;24;3;42;0;0;1;14
03150;Louroux-Bourbonnais;61;2;16;13;7;5;9;20;1;9;6;28;3;2;0;4
03151;Louroux-de-Beaune;72;1;6;6;0;6;10;17;3;10;2;15;1;0;2;1
03152;Louroux-de-Bouble;103;1;9;9;5;7;3;18;4;12;2;19;2;1;0;9
03154;Luneau;95;0;7;12;0;3;8;26;3;8;4;32;1;2;0;7
03155;Lurcy-Lévis;693;8;41;55;25;25;53;98;22;104;23;213;4;12;10;28
03156;Lusigny;508;5;28;25;34;38;45;116;27;74;23;182;3;6;1;22
03157;Magnet;285;3;12;24;10;29;33;51;12;25;16;128;3;1;1;16
03158;Haut-Bocage;279;4;24;26;10;18;32;74;18;31;15;84;2;6;1;19
03159;Malicorne;250;2;7;34;11;21;24;59;9;5;8;111;2;2;2;12
03160;Marcenat;143;0;6;7;7;1;19;18;3;12;5;29;4;0;1;11
03161;Marcillat-en-Combraille;282;6;5;24;9;26;21;93;13;69;7;72;3;2;1;18
03162;Marigny;55;0;2;3;3;8;20;16;6;15;4;18;0;2;0;5
03163;Mariol;210;7;10;20;8;15;32;52;10;25;10;131;2;6;1;22
03164;Le Mayet-d'Ecole;72;2;5;2;6;3;7;23;7;8;4;50;1;1;0;7
03165;Le Mayet-de-Montagne;458;3;21;32;29;36;49;98;20;70;12;127;1;2;3;19
03166;Mazerier;80;1;3;14;2;9;14;36;6;16;2;23;1;1;0;5
03167;Mazirat;105;1;2;7;5;2;14;25;2;23;4;24;0;3;3;10
03168;Meaulne-Vitray;319;3;17;29;10;19;28;71;9;56;21;119;1;7;4;15
03169;Meillard;87;0;17;6;2;5;10;23;4;29;3;28;1;0;1;9
03170;Meillers;32;0;1;9;6;8;14;10;1;8;3;10;1;0;0;2
03171;Mercy;69;2;9;7;6;9;8;8;2;14;8;18;0;1;0;4
03172;Mesples;44;0;5;2;1;2;1;11;1;5;8;18;0;1;0;3
03173;Molinet;389;7;10;30;13;18;25;76;18;46;23;153;3;1;1;12
03174;Molles;316;2;9;24;17;23;47;43;16;55;13;113;3;3;5;11
03175;Monestier;96;0;1;13;1;3;11;20;3;19;5;41;0;2;1;4
03176;Monétay-sur-Allier;171;0;5;10;9;12;38;40;7;31;6;70;2;6;2;9
03177;Monétay-sur-Loire;107;1;11;5;4;6;12;28;1;16;10;30;1;0;0;0
03178;Montaiguët-en-Forez;96;3;7;2;5;9;4;29;4;21;2;32;2;1;0;5
03179;Montaigu-le-Blin;103;1;4;6;5;8;11;28;5;16;7;37;1;4;1;6
03180;Montbeugny;230;2;8;15;4;12;13;41;4;30;9;87;2;4;0;18
03181;Montcombroux-les-Mines;108;4;7;12;5;9;5;26;2;3;9;44;3;0;0;5
03182;Monteignet-sur-l'Andelot;58;0;0;6;5;6;12;9;4;23;8;34;1;2;1;3
03183;Le Montet;130;4;10;12;5;8;11;25;2;12;7;37;4;2;1;2
03184;Montilly;164;0;12;10;14;17;11;29;7;33;2;60;0;1;0;7
03185;Montluçon;11694;96;527;942;322;636;1007;1956;242;1233;287;2328;61;92;105;464
03186;Montmarault;365;4;47;42;9;28;23;97;25;47;24;142;3;2;2;14
03187;Montoldre;169;1;7;11;4;3;10;33;7;13;6;81;3;5;2;9
03188;Montord;74;4;4;7;1;5;6;21;1;11;5;23;1;0;0;5
03189;Montvicq;237;4;9;30;11;13;37;46;8;23;15;87;2;9;2;19
03190;Moulins;6951;45;231;302;220;399;544;1206;188;661;133;1258;31;45;28;248
03191;Murat;81;4;17;13;1;3;7;13;2;14;3;23;1;0;1;3
03192;Nades;39;0;3;6;2;3;3;12;0;4;0;10;0;0;0;3
03193;Nassigny;43;0;2;5;4;4;9;21;0;0;2;15;2;2;0;2
03194;Naves;40;0;4;4;2;6;3;8;3;6;2;20;0;0;0;4
03195;Néris-les-Bains;822;6;32;79;40;63;116;270;26;122;32;205;9;9;6;66
03196;Neuilly-en-Donjon;66;1;7;6;3;4;3;22;5;14;4;33;0;0;2;4
03197;Neuilly-le-Réal;513;4;34;28;24;43;68;126;19;91;13;149;3;4;1;24
03198;Neure;55;2;5;3;1;3;3;8;1;13;5;37;0;3;1;3
03200;Neuvy;505;3;51;34;17;62;67;198;20;73;21;120;6;6;0;24
03201;Nizerolles;98;0;3;10;2;3;14;33;4;15;5;41;5;1;2;1
03202;Noyant-d'Allier;205;2;23;24;8;9;20;38;6;29;15;50;2;4;1;13
03203;Paray-le-Frésil;114;2;4;18;4;9;11;21;3;13;3;62;1;2;0;7
03204;Paray-sous-Briailles;198;5;9;14;5;6;19;32;9;45;9;73;2;2;1;14
03205;Périgny;181;0;7;14;2;11;20;13;8;16;8;60;1;1;2;14
03206;La Petite-Marche;52;0;0;8;1;4;14;16;1;11;7;17;1;0;0;2
03207;Pierrefitte-sur-Loire;160;1;9;11;4;7;15;30;3;22;11;77;1;0;0;6
03208;Le Pin;129;1;0;6;4;4;5;23;2;5;3;60;0;6;0;6
03209;Poëzat;38;4;3;3;6;8;2;18;1;12;5;23;0;0;0;0
03210;Pouzy-Mésangy;150;1;33;17;2;4;20;19;4;19;8;51;1;0;1;5
03211;Prémilhat;786;9;36;62;42;81;90;237;16;112;33;206;7;5;3;32
03212;Quinssaines;500;10;17;48;20;23;59;117;30;55;28;185;5;5;6;26
03213;Reugny;97;1;9;7;2;3;6;30;2;5;6;28;1;0;1;8
03214;Rocles;84;2;19;7;4;6;6;25;5;6;6;38;0;1;1;9
03215;Rongères;198;4;12;8;2;8;18;31;9;29;12;75;3;0;4;12
03216;Ronnet;52;0;3;6;5;7;10;12;1;24;1;12;1;1;0;5
03217;Saint-Angel;269;3;7;26;12;14;23;57;17;38;12;84;2;3;7;7
03218;Saint-Aubin-le-Monial;82;2;5;6;2;4;31;22;3;22;4;17;0;1;0;6
03219;Saint-Bonnet-de-Four;72;0;7;0;0;1;4;23;6;13;3;40;2;1;0;3
03220;Saint-Bonnet-de-Rochefort;215;3;9;23;15;21;31;64;13;29;8;72;4;1;3;24
03221;Saint-Bonnet-Tronçais;203;2;10;13;12;9;30;69;8;48;12;96;5;5;0;3
03222;Saint-Caprais;18;0;0;3;1;2;13;10;1;5;1;20;0;4;0;4
03223;Saint-Christophe;137;4;4;18;3;15;17;28;8;46;8;68;6;2;0;14
03224;Saint-Clément;122;0;4;11;5;6;17;31;10;13;9;35;2;1;0;10
03225;Saint-Désiré;158;2;14;12;2;9;22;27;6;18;3;53;3;5;3;5
03226;Saint-Didier-en-Donjon;105;0;6;6;8;6;3;18;1;3;1;30;0;0;0;2
03227;Saint-Didier-la-Forêt;108;0;3;2;9;3;21;23;6;16;4;42;2;0;3;9
03228;Saint-Eloy-d'Allier;8;0;0;2;3;2;0;12;0;6;1;13;0;0;0;2
03229;Saint-Ennemond;242;2;13;9;3;12;12;37;8;30;3;69;0;3;3;1
03230;Saint-Etienne-de-Vicq;123;3;14;9;9;11;16;44;3;22;14;75;8;0;0;12
03231;Saint-Fargeol;59;0;0;8;4;0;9;32;2;19;5;12;2;0;0;6
03232;Saint-Félix;83;0;11;2;3;10;19;24;1;13;8;40;0;0;1;10
03233;Saint-Genest;115;6;7;9;2;3;17;24;4;6;9;42;3;3;1;6
03234;Saint-Gérand-de-Vaux;145;2;5;5;6;10;10;27;4;26;16;43;2;3;1;8
03235;Saint-Gérand-le-Puy;314;4;12;29;7;20;14;41;15;25;21;106;3;2;2;16
03236;Saint-Germain-des-Fossés;1161;7;73;92;32;60;118;224;39;126;46;402;9;14;6;69
03237;Saint-Germain-de-Salles;121;0;11;15;11;10;17;25;7;15;7;59;1;1;1;13
03238;Saint-Hilaire;169;0;20;28;1;4;14;26;4;9;6;58;1;2;1;3
03239;Saint-Léger-sur-Vouzance;94;2;4;7;1;11;5;28;4;11;0;28;0;1;2;3
03240;Saint-Léon;202;0;18;18;11;21;23;25;11;19;13;62;0;2;2;12
03241;Saint-Léopardin-d'Augy;123;1;14;11;6;9;12;18;3;25;4;44;0;0;1;0
03242;Saint-Loup;158;2;5;18;3;15;15;48;6;26;5;126;1;0;2;11
03243;Saint-Marcel-en-Murat;33;0;11;9;0;2;3;18;4;14;2;18;1;0;0;1
03244;Saint-Marcel-en-Marcillat;49;0;0;1;2;4;5;17;0;18;5;18;0;0;0;1
03245;Saint-Martin-des-Lais;33;0;0;4;3;1;4;15;1;17;3;10;0;0;1;4
03246;Saint-Martinien;229;4;10;23;13;13;15;35;9;33;6;37;2;1;2;5
03247;Saint-Menoux;316;0;78;41;21;31;66;53;6;25;8;77;7;4;0;20
03248;Saint-Nicolas-des-Biefs;60;1;1;2;3;6;9;22;1;8;1;35;2;0;0;9
03249;Saint-Palais;43;0;6;7;3;9;8;16;0;3;4;24;1;3;2;6
03250;Saint-Pierre-Laval;115;0;9;7;2;12;12;29;2;27;5;42;4;1;0;4
03251;Saint-Plaisir;119;2;20;17;4;5;21;24;3;18;11;44;2;1;1;11
03252;Saint-Pont;188;6;1;13;7;16;16;56;14;29;9;58;3;3;0;14
03253;Saint-Pourçain-sur-Besbre;134;1;2;6;9;6;10;36;2;12;6;45;2;6;2;8
03254;Saint-Pourçain-sur-Sioule;1814;22;87;99;40;93;116;462;53;253;54;450;16;8;14;77
03255;Saint-Priest-d'Andelot;46;4;1;3;4;7;7;9;1;3;2;17;1;3;0;1
03256;Saint-Priest-en-Murat;66;1;6;6;2;0;3;16;6;17;5;26;2;4;1;0
03257;Saint-Prix;268;7;3;25;12;22;27;47;7;36;12;131;2;0;1;18
03258;Saint-Rémy-en-Rollat;573;7;28;21;5;23;54;176;17;77;31;220;5;7;5;36
03259;Saint-Sauvier;115;2;9;24;1;5;12;21;9;16;5;38;1;4;2;6
03260;Saint-Sornin;73;0;14;13;2;6;4;12;2;6;2;26;0;0;0;4
03261;Sainte-Thérence;54;2;2;5;2;2;17;17;1;12;6;20;1;1;1;2
03262;Saint-Victor;646;4;37;53;24;52;63;167;29;111;34;236;7;9;2;24
03263;Saint-Voir;67;1;5;2;3;3;5;2;0;9;3;13;0;0;1;10
03264;Saint-Yorre;988;9;62;82;37;65;74;182;28;56;42;260;17;4;11;53
03265;Saligny-sur-Roudon;256;1;13;12;7;19;24;50;20;58;8;39;4;5;2;9
03266;Sanssat;79;0;2;6;6;4;10;15;3;8;3;42;0;1;2;4
03267;Saulcet;252;1;11;25;12;19;18;56;12;46;12;61;1;1;2;19
03268;Saulzet;117;1;3;6;4;8;13;30;10;12;6;53;2;0;0;11
03269;Sauvagny;23;0;2;2;0;1;1;13;7;17;1;10;0;0;0;1
03270;Sazeret;33;0;6;1;1;0;4;10;5;12;6;24;0;1;0;2
03271;Serbannes;249;1;7;17;15;16;48;94;8;44;18;79;9;4;4;15
03272;Servilly;82;3;6;9;13;7;5;9;0;21;3;46;3;0;3;6
03273;Seuillet;127;3;6;19;6;17;17;31;11;14;5;55;3;0;1;12
03274;Sorbier;106;0;2;8;3;7;11;30;5;14;7;27;1;2;1;7
03275;Souvigny;555;9;60;42;20;48;71;133;23;85;20;191;9;5;3;47
03276;Sussat;34;2;1;2;0;3;11;20;2;2;2;13;0;0;1;1
03277;Target;95;3;4;15;4;13;5;32;3;14;1;20;0;0;0;2
03278;Taxat-Senat;64;2;2;1;4;4;8;25;3;25;4;9;0;0;1;6
03279;Teillet-Argenty;201;4;15;18;11;7;11;41;12;11;5;65;2;2;4;12
03280;Terjat;64;0;0;11;6;7;8;14;2;11;2;24;1;1;0;6
03281;Le Theil;107;1;18;10;2;5;4;41;11;43;8;31;2;3;1;6
03282;Theneuille;107;0;32;11;6;2;19;36;6;18;6;28;2;4;2;7
03283;Thiel-sur-Acolin;402;2;26;18;24;26;25;66;13;38;11;98;5;0;1;7
03284;Thionne;116;0;6;11;3;8;4;27;1;11;6;34;1;0;2;4
03285;Tortezais;58;2;3;4;0;2;8;13;4;9;11;19;1;0;1;3
03286;Toulon-sur-Allier;423;1;10;26;11;32;26;121;34;66;13;93;4;4;5;18
03287;Treban;131;0;17;8;4;8;19;24;7;17;3;45;0;0;1;9
03288;Treignat;168;5;2;14;9;9;26;37;1;6;8;48;0;3;3;4
03289;Treteau;150;6;1;9;9;5;13;25;11;26;11;81;1;3;1;12
03290;Trévol;452;7;35;48;46;42;72;163;22;49;14;135;3;8;6;26
03291;Trézelles;142;5;6;18;2;7;18;25;3;25;9;35;4;0;0;3
03292;Tronget;274;2;82;41;10;15;21;48;11;44;6;78;2;4;4;9
03293;Urçay;78;0;1;8;6;3;6;11;3;12;2;53;0;4;0;6
03294;Ussel-d'Allier;60;0;2;4;1;5;5;11;5;12;0;21;1;2;0;4
03295;Valignat;27;0;1;1;2;5;4;4;4;5;1;9;1;0;0;0
