CODGEO;LIBGEO;Abstention;Extrême-Gauche;NFP;Divers Gauche;Ensemble;Divers Centre;LR;RN;Reconquête;Divers
38230;Meyrié;196;10.0;170.0;0.0;251.0;0.0;64.0;262.0;0.0;0.0
38231;Meyrieu-les-Etangs;146;4.0;96.0;0.0;46.0;0.0;198.0;243.0;0.0;0.0
38232;Meyssiez;130;5.0;74.0;0.0;44.0;0.0;75.0;211.0;0.0;0.0
38235;Miribel-Lanchâtre;56;0.0;99.0;0.0;18.0;0.0;44.0;0.0;5.0;98.0
38236;Miribel-les-Echelles;436;7.0;307.0;0.0;208.0;113.0;20.0;332.0;2.0;0.0
38237;Mizoën;45;5.0;64.0;0.0;10.0;0.0;11.0;0.0;2.0;32.0
38238;Moidieu-Détourbe;405;11.0;186.0;0.0;208.0;0.0;170.0;0.0;0.0;537.0
38239;Moirans;2105;46.0;1340.0;56.0;934.0;0.0;289.0;1282.0;27.0;2.0
38240;Moissieu-sur-Dolon;173;3.0;62.0;0.0;45.0;0.0;105.0;187.0;0.0;0.0
38241;Monestier-d'Ambel;5;1.0;7.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0
38242;Monestier-de-Clermont;261;3.0;266.0;0.0;48.0;0.0;131.0;0.0;5.0;277.0
38243;Monestier-du-Percy;33;6.0;111.0;0.0;16.0;0.0;27.0;0.0;1.0;31.0
38244;Monsteroux-Milieu;156;4.0;70.0;0.0;38.0;0.0;103.0;217.0;0.0;0.0
38245;Montagne;74;1.0;49.0;1.0;31.0;0.0;7.0;67.0;1.0;0.0
38246;Montagnieu;209;7.0;117.0;0.0;141.0;0.0;64.0;377.0;0.0;0.0
38247;Montalieu-Vercieu;861;13.0;250.0;0.0;164.0;0.0;127.0;741.0;0.0;0.0
38248;Montaud;101;2.0;127.0;6.0;120.0;0.0;34.0;61.0;1.0;0.0
38249;Montbonnot-Saint-Martin;919;18.0;764.0;0.0;1523.0;0.0;291.0;0.0;0.0;806.0
38250;Montcarra;89;3.0;63.0;0.0;86.0;0.0;35.0;157.0;0.0;0.0
38252;Montchaboud;77;1.0;84.0;0.0;46.0;0.0;18.0;65.0;1.0;0.0
38253;Les Deux Alpes;644;7.0;325.0;0.0;163.0;0.0;165.0;0.0;30.0;404.0
38254;Monteynard;77;3.0;105.0;0.0;20.0;0.0;29.0;0.0;6.0;133.0
38255;Montfalcon;16;1.0;19.0;0.0;6.0;0.0;29.0;23.0;0.0;0.0
38256;Montferrat;370;16.0;237.0;0.0;198.0;111.0;16.0;367.0;8.0;0.0
38257;Montrevel;69;6.0;38.0;0.0;13.0;0.0;70.0;136.0;0.0;0.0
38258;Mont-Saint-Martin;17;0.0;39.0;0.0;9.0;7.0;2.0;11.0;0.0;0.0
38259;Montseveroux;156;4.0;129.0;0.0;55.0;0.0;106.0;266.0;0.0;0.0
38260;Moras;125;5.0;57.0;0.0;73.0;0.0;40.0;173.0;0.0;0.0
38261;Morestel;1066;18.0;356.0;0.0;353.0;0.0;348.0;934.0;0.0;0.0
38263;Morette;51;2.0;55.0;2.0;70.0;0.0;14.0;89.0;0.0;0.0
38264;La Morte;44;0.0;90.0;0.0;19.0;0.0;10.0;0.0;0.0;30.0
38265;La Motte-d'Aveillans;436;8.0;364.0;0.0;68.0;0.0;55.0;0.0;13.0;381.0
38266;La Motte-Saint-Martin;90;3.0;119.0;0.0;19.0;0.0;19.0;0.0;2.0;78.0
38267;Mottier;186;5.0;60.0;0.0;33.0;0.0;147.0;187.0;0.0;0.0
38268;Le Moutaret;43;4.0;58.0;0.0;38.0;8.0;2.0;44.0;0.0;0.0
38269;La Mure;1193;16.0;841.0;0.0;139.0;0.0;230.0;0.0;23.0;812.0
38270;La Murette;405;9.0;291.0;14.0;350.0;0.0;126.0;326.0;10.0;0.0
38271;Murianette;153;7.0;160.0;0.0;95.0;70.0;5.0;201.0;6.0;0.0
38272;Murinais;64;1.0;52.0;2.0;55.0;0.0;17.0;112.0;1.0;1.0
38273;Nantes-en-Ratier;79;5.0;167.0;0.0;41.0;0.0;38.0;0.0;1.0;91.0
38275;Serre-Nerpol;70;5.0;18.0;1.0;47.0;0.0;21.0;77.0;0.0;0.0
38276;Nivolas-Vermelle;577;16.0;290.0;0.0;306.0;0.0;123.0;562.0;0.0;0.0
38277;Notre-Dame-de-Commiers;100;2.0;78.0;0.0;55.0;0.0;18.0;140.0;3.0;0.0
38278;Notre-Dame-de-l'Osier;94;3.0;74.0;1.0;70.0;0.0;18.0;116.0;0.0;0.0
38279;Notre-Dame-de-Mésage;277;8.0;226.0;0.0;127.0;0.0;43.0;264.0;12.0;0.0
38280;Notre-Dame-de-Vaulx;102;5.0;190.0;0.0;34.0;0.0;26.0;0.0;5.0;105.0
38281;Noyarey;482;1.0;302.0;5.0;339.0;13.0;44.0;493.0;7.0;0.0
38282;Optevoz;194;5.0;84.0;0.0;71.0;0.0;54.0;248.0;0.0;0.0
38283;Oris-en-Rattier;21;1.0;51.0;0.0;2.0;0.0;9.0;0.0;2.0;15.0
38284;Ornacieux-Balbins;160;4.0;114.0;0.0;60.0;0.0;183.0;193.0;0.0;0.0
38285;Ornon;38;3.0;77.0;0.0;8.0;0.0;19.0;0.0;2.0;18.0
38286;Oulles;8;1.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;19.0
38287;Oyeu;149;8.0;115.0;0.0;84.0;0.0;175.0;214.0;0.0;0.0
38288;Oytier-Saint-Oblas;407;9.0;174.0;0.0;207.0;0.0;105.0;0.0;0.0;424.0
38289;Oz;70;0.0;81.0;0.0;17.0;0.0;23.0;0.0;3.0;53.0
38290;Pact;176;4.0;65.0;0.0;38.0;0.0;109.0;259.0;0.0;0.0
38291;Pajay;215;2.0;67.0;0.0;30.0;0.0;202.0;234.0;0.0;0.0
38292;Villages du Lac de Paladru;604;10.0;206.0;0.0;141.0;66.0;171.0;254.0;9.0;0.0
38294;Panossas;126;4.0;78.0;0.0;102.0;0.0;54.0;179.0;0.0;0.0
38295;Parmilieu;152;3.0;80.0;0.0;75.0;0.0;45.0;183.0;0.0;0.0
38296;Le Passage;127;5.0;116.0;0.0;78.0;0.0;128.0;235.0;0.0;0.0
38297;Arandon-Passins;452;12.0;154.0;0.0;112.0;0.0;131.0;534.0;0.0;0.0
38298;Le Péage-de-Roussillon;1577;42.0;734.0;0.0;209.0;0.0;327.0;801.0;0.0;0.0
38299;Pellafol;52;1.0;57.0;0.0;9.0;0.0;7.0;0.0;1.0;43.0
38300;Penol;67;1.0;23.0;0.0;14.0;0.0;103.0;90.0;0.0;0.0
38301;Le Percy;28;1.0;72.0;0.0;6.0;0.0;9.0;0.0;0.0;26.0
38303;La Pierre;139;5.0;79.0;0.0;80.0;33.0;4.0;127.0;3.0;0.0
38304;Pierre-Châtel;316;10.0;338.0;0.0;45.0;0.0;81.0;0.0;9.0;312.0
38307;Pisieu;124;2.0;63.0;0.0;19.0;0.0;109.0;123.0;0.0;0.0
38308;Plan;42;6.0;20.0;0.0;10.0;0.0;60.0;70.0;0.0;0.0
38309;Poisat;367;6.0;531.0;0.0;284.0;0.0;73.0;301.0;13.0;0.0
38310;Poliénas;263;12.0;142.0;5.0;119.0;0.0;39.0;264.0;4.0;0.0
38311;Pommier-de-Beaurepaire;174;2.0;56.0;0.0;33.0;0.0;141.0;201.0;0.0;0.0
38313;Ponsonnas;27;1.0;90.0;0.0;23.0;0.0;20.0;0.0;1.0;61.0
38314;Pontcharra;1700;29.0;1271.0;0.0;629.0;264.0;41.0;1278.0;29.0;0.0
38315;Le Pont-de-Beauvoisin;788;18.0;378.0;0.0;351.0;0.0;128.0;619.0;0.0;0.0
38316;Pont-de-Chéruy;1539;29.0;623.0;0.0;239.0;0.0;136.0;803.0;0.0;0.0
38317;Le Pont-de-Claix;2749;70.0;1847.0;0.0;309.0;0.0;260.0;0.0;56.0;1331.0
38318;Pont-Evêque;1497;33.0;788.0;0.0;342.0;0.0;331.0;0.0;0.0;737.0
38319;Pont-en-Royans;168;13.0;248.0;3.0;85.0;0.0;23.0;122.0;0.0;1.0
38320;Porcieu-Amblagnieu;458;17.0;157.0;0.0;127.0;0.0;136.0;460.0;0.0;0.0
38321;Prébois;43;0.0;66.0;0.0;11.0;0.0;17.0;0.0;0.0;31.0
38322;Presles;23;3.0;36.0;1.0;13.0;0.0;5.0;19.0;0.0;0.0
38323;Pressins;248;8.0;135.0;0.0;152.0;0.0;51.0;336.0;0.0;0.0
38324;Primarette;142;7.0;81.0;0.0;26.0;0.0;136.0;187.0;0.0;0.0
38325;Proveysieux;77;3.0;167.0;0.0;71.0;24.0;3.0;51.0;3.0;0.0
38326;Prunières;76;2.0;99.0;0.0;14.0;0.0;18.0;0.0;3.0;77.0
38328;Quaix-en-Chartreuse;161;0.0;279.0;0.0;132.0;86.0;6.0;136.0;11.0;0.0
38329;Quet-en-Beaumont;20;0.0;27.0;0.0;4.0;0.0;9.0;0.0;1.0;14.0
38330;Quincieu;16;0.0;11.0;0.0;12.0;0.0;5.0;24.0;0.0;0.0
38331;Réaumont;210;3.0;161.0;5.0;197.0;0.0;61.0;162.0;7.0;2.0
38332;Renage;753;28.0;442.0;21.0;348.0;0.0;103.0;527.0;8.0;0.0
38333;Rencurel;65;5.0;80.0;0.0;59.0;0.0;9.0;50.0;0.0;0.0
38334;Revel;275;2.0;415.0;0.0;200.0;97.0;9.0;205.0;6.0;0.0
38335;Revel-Tourdan;207;6.0;127.0;0.0;43.0;0.0;224.0;241.0;0.0;0.0
38336;Reventin-Vaugris;356;8.0;250.0;0.0;237.0;0.0;107.0;0.0;0.0;496.0
38337;Rives;1409;47.0;755.0;27.0;644.0;0.0;201.0;1045.0;21.0;6.0
38338;La Rivière;154;1.0;97.0;5.0;76.0;0.0;29.0;185.0;4.0;2.0
38339;Roche;397;13.0;241.0;0.0;325.0;0.0;123.0;665.0;0.0;0.0
38340;Les Roches-de-Condrieu;419;13.0;291.0;0.0;200.0;0.0;99.0;0.0;0.0;325.0
38341;Rochetoirin;256;5.0;137.0;0.0;152.0;0.0;42.0;311.0;0.0;0.0
38342;Roissard;58;1.0;73.0;0.0;23.0;0.0;21.0;0.0;0.0;81.0
38343;Romagnieu;340;15.0;170.0;0.0;230.0;0.0;95.0;536.0;0.0;0.0
38344;Roussillon;1970;49.0;1034.0;0.0;370.0;0.0;618.0;1372.0;0.0;0.0
38345;Rovon;144;5.0;79.0;1.0;68.0;0.0;16.0;177.0;4.0;0.0
38346;Royas;75;2.0;26.0;0.0;24.0;0.0;73.0;110.0;0.0;0.0
38347;Roybon;256;5.0;141.0;0.0;38.0;0.0;236.0;165.0;0.0;0.0
38348;Ruy-Montceau;890;35.0;484.0;0.0;683.0;0.0;401.0;1157.0;0.0;0.0
38349;Sablons;512;2.0;192.0;0.0;149.0;0.0;205.0;522.0;0.0;0.0
38350;Sainte-Agnès;74;2.0;149.0;0.0;69.0;37.0;7.0;93.0;2.0;0.0
38351;Saint-Agnin-sur-Bion;158;8.0;96.0;0.0;68.0;0.0;161.0;300.0;0.0;0.0
38352;Saint-Alban-de-Roche;444;15.0;228.0;0.0;411.0;0.0;99.0;461.0;0.0;0.0
38353;Saint-Alban-du-Rhône;203;8.0;78.0;0.0;81.0;0.0;51.0;0.0;0.0;232.0
38354;Saint-Albin-de-Vaulserre;81;6.0;44.0;0.0;65.0;0.0;17.0;127.0;0.0;0.0
38355;Saint-Andéol;25;0.0;54.0;0.0;4.0;0.0;8.0;0.0;1.0;14.0
38356;Saint-André-en-Royans;67;1.0;72.0;2.0;62.0;0.0;11.0;68.0;0.0;2.0
38357;Saint-André-le-Gaz;623;17.0;344.0;0.0;274.0;0.0;119.0;747.0;0.0;0.0
38358;Sainte-Anne-sur-Gervonde;146;4.0;57.0;0.0;41.0;0.0;124.0;190.0;0.0;0.0
38359;Saint Antoine l'Abbaye;195;6.0;261.0;14.0;184.0;0.0;54.0;269.0;3.0;0.0
38360;Saint-Appolinard;72;6.0;37.0;6.0;85.0;0.0;10.0;122.0;3.0;4.0
38361;Saint-Arey;16;1.0;24.0;0.0;6.0;0.0;5.0;0.0;3.0;19.0
38362;Saint-Aupre;216;7.0;186.0;11.0;233.0;0.0;72.0;207.0;8.0;0.0
38363;Saint-Barthélemy;222;5.0;85.0;0.0;27.0;0.0;135.0;215.0;0.0;0.0
38364;Saint-Barthélemy-de-Séchilienne;73;3.0;84.0;0.0;29.0;0.0;13.0;105.0;1.0;0.0
38365;Saint-Baudille-de-la-Tour;204;4.0;79.0;0.0;75.0;0.0;52.0;253.0;0.0;0.0
38366;Saint-Baudille-et-Pipet;52;0.0;93.0;0.0;21.0;0.0;31.0;0.0;0.0;63.0
38368;Saint-Blaise-du-Buis;187;0.0;144.0;8.0;177.0;0.0;54.0;228.0;4.0;0.0
38369;Sainte-Blandine;181;12.0;115.0;0.0;141.0;0.0;48.0;321.0;0.0;0.0
38370;Saint-Bonnet-de-Chavagne;147;5.0;93.0;3.0;90.0;0.0;49.0;189.0;0.0;0.0
38372;Saint-Bueil;137;4.0;102.0;0.0;58.0;33.0;8.0;129.0;0.0;0.0
38373;Saint-Cassien;220;5.0;138.0;12.0;225.0;0.0;77.0;255.0;5.0;0.0
38374;Saint-Chef;802;15.0;332.0;0.0;374.0;0.0;297.0;954.0;0.0;0.0
38375;Saint-Christophe-en-Oisans;46;0.0;34.0;0.0;8.0;0.0;17.0;0.0;0.0;16.0
38376;Saint-Christophe-sur-Guiers;148;5.0;148.0;0.0;68.0;66.0;7.0;188.0;0.0;0.0
38377;Saint-Clair-de-la-Tour;911;29.0;387.0;0.0;365.0;0.0;104.0;725.0;0.0;0.0
38378;Saint-Clair-du-Rhône;1079;20.0;451.0;0.0;398.0;0.0;204.0;0.0;0.0;911.0
38379;Saint-Clair-sur-Galaure;35;1.0;25.0;0.0;11.0;0.0;69.0;60.0;0.0;0.0
38380;Saint-Didier-de-Bizonnes;47;4.0;35.0;0.0;13.0;0.0;39.0;92.0;0.0;0.0
38381;Saint-Didier-de-la-Tour;428;11.0;204.0;0.0;254.0;0.0;76.0;635.0;0.0;0.0
38382;Saint-Egrève;3080;81.0;3629.0;0.0;1956.0;692.0;75.0;2068.0;79.0;0.0
38383;Saint-Etienne-de-Crossey;517;12.0;564.0;17.0;629.0;0.0;126.0;410.0;6.0;0.0
38384;Saint-Etienne-de-Saint-Geoirs;649;9.0;266.0;0.0;82.0;0.0;743.0;537.0;0.0;0.0
38386;Saint-Geoire-en-Valdaine;507;19.0;336.0;0.0;193.0;90.0;21.0;440.0;11.0;0.0
38387;Saint-Geoirs;91;1.0;34.0;0.0;9.0;0.0;152.0;91.0;0.0;0.0
38388;Saint-Georges-de-Commiers;513;26.0;371.0;0.0;252.0;0.0;97.0;635.0;21.0;0.0
38389;Saint-Georges-d'Espéranche;637;24.0;309.0;0.0;340.0;0.0;346.0;0.0;0.0;816.0
38390;Saint-Gervais;105;2.0;60.0;3.0;68.0;0.0;11.0;125.0;2.0;2.0
38391;Saint-Guillaume;29;1.0;49.0;0.0;20.0;0.0;42.0;0.0;1.0;48.0
38392;Saint-Hilaire-de-Brens;102;3.0;87.0;0.0;74.0;0.0;70.0;158.0;0.0;0.0
38393;Saint-Hilaire-de-la-Côte;260;7.0;167.0;0.0;78.0;0.0;305.0;306.0;0.0;0.0
38394;Saint-Hilaire-du-Rosier;535;15.0;239.0;8.0;241.0;0.0;87.0;527.0;6.0;3.0
38395;Plateau-des-Petites-Roches;441;11.0;877.0;0.0;194.0;90.0;17.0;192.0;5.0;0.0
38396;Saint-Honoré;171;9.0;215.0;0.0;42.0;0.0;45.0;0.0;11.0;166.0
38397;Saint-Ismier;1356;19.0;928.0;0.0;2200.0;0.0;404.0;0.0;0.0;1055.0
38398;Saint-Jean-d'Avelanne;181;12.0;126.0;0.0;135.0;0.0;34.0;221.0;0.0;0.0
38399;Saint-Jean-de-Bournay;1036;27.0;386.0;0.0;207.0;0.0;739.0;1099.0;0.0;0.0
38400;Saint-Jean-de-Moirans;747;16.0;591.0;26.0;548.0;0.0;161.0;587.0;13.0;1.0
38401;Saint-Jean-de-Soudain;346;7.0;180.0;0.0;193.0;0.0;64.0;396.0;0.0;0.0
38402;Saint-Jean-de-Vaulx;102;11.0;147.0;0.0;49.0;0.0;16.0;134.0;3.0;0.0
38403;Saint-Jean-d'Hérans;58;3.0;107.0;0.0;14.0;0.0;15.0;0.0;2.0;90.0
38404;Saint-Jean-le-Vieux;33;3.0;51.0;0.0;52.0;31.0;2.0;53.0;4.0;0.0
38405;Saint-Joseph-de-Rivière;228;6.0;253.0;0.0;130.0;73.0;7.0;263.0;6.0;0.0
38406;Saint-Julien-de-l'Herms;41;0.0;20.0;0.0;2.0;0.0;19.0;39.0;0.0;0.0
38407;La Sure en Chartreuse;190;6.0;227.0;7.0;221.0;0.0;57.0;158.0;5.0;0.0
38408;Saint-Just-Chaleyssin;533;10.0;280.0;0.0;400.0;0.0;230.0;0.0;0.0;664.0
38409;Saint-Just-de-Claix;320;7.0;149.0;8.0;127.0;0.0;42.0;321.0;4.0;0.0
38410;Saint-Lattier;270;10.0;167.0;8.0;165.0;0.0;67.0;418.0;3.0;0.0
38412;Saint-Laurent-du-Pont;921;31.0;635.0;0.0;365.0;291.0;42.0;892.0;20.0;0.0
38413;Saint-Laurent-en-Beaumont;92;3.0;99.0;0.0;21.0;0.0;36.0;0.0;3.0;114.0
38414;Sainte-Luce;11;0.0;25.0;0.0;1.0;0.0;4.0;0.0;0.0;10.0
38415;Saint-Marcel-Bel-Accueil;257;7.0;164.0;0.0;221.0;0.0;179.0;370.0;0.0;0.0
38416;Saint-Marcellin;1578;53.0;960.0;23.0;987.0;0.0;209.0;1126.0;21.0;24.0
38417;Sainte-Marie-d'Alloix;89;3.0;93.0;0.0;47.0;32.0;1.0;122.0;4.0;0.0
38418;Sainte-Marie-du-Mont;35;4.0;79.0;0.0;31.0;9.0;0.0;22.0;3.0;0.0
38419;Saint-Martin-de-Clelles;24;1.0;68.0;0.0;9.0;0.0;16.0;0.0;1.0;31.0
38420;Saint-Martin-de-Vaulserre;54;1.0;49.0;0.0;59.0;0.0;12.0;75.0;0.0;0.0
38421;Saint-Martin-d'Hères;6845;153.0;5989.0;0.0;1708.0;0.0;494.0;2946.0;121.0;0.0
38422;Saint-Martin-d'Uriage;985;23.0;1518.0;0.0;1102.0;329.0;34.0;729.0;17.0;0.0
38423;Saint-Martin-le-Vinoux;1042;34.0;1219.0;0.0;496.0;207.0;33.0;528.0;12.0;0.0
38424;Saint-Maurice-en-Trièves;35;0.0;37.0;0.0;3.0;0.0;10.0;0.0;5.0;47.0
38425;Saint-Maurice-l'Exil;1610;50.0;761.0;0.0;470.0;0.0;180.0;0.0;0.0;1094.0
38426;Saint-Maximin;140;4.0;144.0;0.0;65.0;43.0;5.0;142.0;3.0;0.0
38427;Saint-Michel-de-Saint-Geoirs;58;1.0;30.0;0.0;7.0;0.0;90.0;52.0;0.0;0.0
38428;Saint-Michel-en-Beaumont;18;0.0;18.0;0.0;3.0;0.0;3.0;0.0;0.0;13.0
38429;Saint-Michel-les-Portes;60;5.0;112.0;0.0;13.0;0.0;17.0;0.0;1.0;48.0
38430;Saint-Mury-Monteymond;56;3.0;69.0;0.0;25.0;21.0;4.0;67.0;6.0;0.0
38431;Saint-Nazaire-les-Eymes;474;12.0;442.0;0.0;821.0;0.0;149.0;0.0;0.0;489.0
38432;Saint-Nicolas-de-Macherin;185;8.0;165.0;12.0;171.0;0.0;59.0;193.0;3.0;0.0
38433;Saint-Nizier-du-Moucherotte;207;5.0;432.0;0.0;98.0;0.0;60.0;0.0;10.0;123.0
38434;Saint-Ondras;123;2.0;76.0;0.0;37.0;0.0;117.0;122.0;0.0;0.0
38436;Saint-Paul-de-Varces;438;15.0;511.0;0.0;226.0;0.0;203.0;0.0;32.0;564.0
38437;Saint-Paul-d'Izeaux;84;2.0;36.0;0.0;32.0;0.0;11.0;95.0;0.0;0.0
38438;Saint-Paul-lès-Monestier;42;0.0;75.0;0.0;14.0;0.0;27.0;0.0;3.0;50.0
38439;Crêts en Belledonne;781;22.0;613.0;0.0;335.0;131.0;11.0;746.0;19.0;0.0
38440;Saint-Pierre-de-Bressieux;133;4.0;64.0;0.0;42.0;0.0;206.0;145.0;0.0;0.0
38442;Saint-Pierre-de-Chartreuse;200;5.0;363.0;0.0;115.0;98.0;8.0;138.0;6.0;0.0
38443;Saint-Pierre-de-Chérennes;92;6.0;97.0;3.0;88.0;0.0;13.0;117.0;5.0;0.0
38444;Saint-Pierre-de-Méaroz;33;0.0;33.0;0.0;4.0;0.0;5.0;0.0;1.0;42.0
38445;Saint-Pierre-de-Mésage;148;9.0;133.0;0.0;72.0;0.0;28.0;182.0;2.0;0.0
38446;Saint-Pierre-d'Entremont;122;8.0;133.0;0.0;59.0;43.0;6.0;114.0;1.0;0.0
38448;Saint-Prim;354;8.0;156.0;0.0;175.0;0.0;81.0;0.0;0.0;367.0
38449;Saint-Quentin-Fallavier;1070;50.0;699.0;0.0;424.0;0.0;162.0;985.0;0.0;0.0
38450;Saint-Quentin-sur-Isère;249;10.0;174.0;9.0;196.0;0.0;70.0;312.0;8.0;2.0
38451;Saint-Romain-de-Jalionas;679;21.0;279.0;0.0;362.0;0.0;164.0;966.0;0.0;0.0
38452;Saint-Romain-de-Surieu;69;1.0;47.0;0.0;27.0;0.0;64.0;127.0;0.0;0.0
38453;Saint-Romans;396;14.0;170.0;9.0;313.0;0.0;57.0;425.0;8.0;6.0
38454;Saint-Sauveur;357;13.0;229.0;8.0;252.0;0.0;53.0;421.0;2.0;2.0
38455;Saint-Savin;974;19.0;391.0;0.0;271.0;0.0;729.0;1006.0;0.0;0.0
38456;Châtel-en-Trièves;96;3.0;188.0;0.0;29.0;0.0;36.0;0.0;1.0;92.0
38457;Saint-Siméon-de-Bressieux;738;12.0;336.0;0.0;112.0;0.0;448.0;544.0;0.0;0.0
38458;Saint-Sorlin-de-Morestel;127;1.0;60.0;0.0;41.0;0.0;59.0;187.0;0.0;0.0
38459;Saint-Sorlin-de-Vienne;156;2.0;110.0;0.0;106.0;0.0;92.0;0.0;0.0;264.0
38460;Saint-Sulpice-des-Rivoires;86;1.0;57.0;0.0;43.0;31.0;3.0;135.0;3.0;0.0
38462;Saint-Théoffrey;109;3.0;138.0;0.0;27.0;0.0;32.0;0.0;2.0;127.0
38463;Saint-Vérand;309;8.0;254.0;8.0;278.0;0.0;70.0;399.0;9.0;2.0
38464;Saint-Victor-de-Cessieu;498;24.0;170.0;0.0;234.0;0.0;104.0;597.0;0.0;0.0
38465;Saint-Victor-de-Morestel;322;10.0;121.0;0.0;79.0;0.0;101.0;326.0;0.0;0.0
38466;Saint-Vincent-de-Mercuze;256;6.0;346.0;0.0;248.0;117.0;8.0;274.0;8.0;0.0
38467;Salagnon;345;8.0;122.0;0.0;132.0;0.0;112.0;430.0;0.0;0.0
38468;Salaise-sur-Sanne;1252;19.0;572.0;0.0;279.0;0.0;300.0;929.0;0.0;0.0
38469;La Salette-Fallavaux;40;1.0;31.0;0.0;8.0;0.0;8.0;0.0;0.0;32.0
38470;La Salle-en-Beaumont;78;1.0;85.0;0.0;25.0;0.0;14.0;0.0;2.0;96.0
38471;Le Sappey-en-Chartreuse;168;11.0;433.0;0.0;246.0;0.0;38.0;0.0;0.0;104.0
38472;Sarcenas;39;3.0;92.0;0.0;25.0;6.0;0.0;34.0;0.0;0.0
38473;Sardieu;188;0.0;106.0;0.0;26.0;0.0;203.0;268.0;0.0;0.0
38474;Sassenage;2159;11.0;1451.0;30.0;1596.0;81.0;200.0;2097.0;46.0;0.0
38475;Satolas-et-Bonce;576;15.0;194.0;0.0;260.0;0.0;142.0;729.0;0.0;0.0
38476;Savas-Mépin;191;5.0;56.0;0.0;48.0;0.0;116.0;266.0;0.0;0.0
38478;Séchilienne;225;10.0;195.0;0.0;71.0;0.0;26.0;252.0;2.0;0.0
38479;Porte-des-Bonnevaux;463;2.0;191.0;0.0;85.0;0.0;370.0;512.0;0.0;0.0
38480;Septème;417;8.0;187.0;0.0;239.0;0.0;136.0;0.0;0.0;608.0
38481;Sérézin-de-la-Tour;191;5.0;128.0;0.0;163.0;0.0;66.0;322.0;0.0;0.0
38483;Sermérieu;313;13.0;181.0;0.0;163.0;0.0;127.0;500.0;0.0;0.0
38484;Serpaize;339;15.0;255.0;0.0;230.0;0.0;137.0;0.0;0.0;497.0
38485;Seyssinet-Pariset;2420;37.0;2732.0;0.0;740.0;0.0;544.0;0.0;71.0;1824.0
38486;Seyssins;1370;38.0;1754.0;0.0;934.0;0.0;485.0;0.0;56.0;1277.0
38487;Seyssuel;402;9.0;284.0;0.0;353.0;0.0;228.0;0.0;0.0;463.0
38488;Siccieu-Saint-Julien-et-Carisieu;112;1.0;71.0;0.0;97.0;0.0;38.0;138.0;0.0;0.0
38489;Siévoz;14;3.0;53.0;0.0;5.0;0.0;5.0;0.0;1.0;23.0
38490;Sillans;329;3.0;176.0;0.0;73.0;0.0;369.0;430.0;0.0;0.0
38492;Sinard;138;2.0;196.0;0.0;31.0;0.0;47.0;0.0;6.0;109.0
38494;Soleymieu;187;5.0;73.0;0.0;73.0;0.0;74.0;252.0;0.0;0.0
38495;La Sône;136;10.0;65.0;1.0;84.0;0.0;15.0;128.0;2.0;0.0
38496;Sonnay;263;1.0;136.0;0.0;53.0;0.0;193.0;398.0;0.0;0.0
38497;Sousville;34;1.0;40.0;0.0;8.0;0.0;4.0;0.0;0.0;50.0
38498;Succieu;119;4.0;78.0;0.0;98.0;0.0;38.0;237.0;0.0;0.0
38499;Susville;330;6.0;193.0;0.0;17.0;0.0;34.0;0.0;3.0;266.0
38500;Têche;118;4.0;65.0;4.0;86.0;0.0;21.0;162.0;2.0;1.0
38501;Tencin;406;7.0;273.0;0.0;179.0;82.0;9.0;429.0;6.0;0.0
38503;La Terrasse;477;15.0;531.0;0.0;309.0;131.0;13.0;498.0;16.0;0.0
38504;Theys;363;11.0;523.0;0.0;285.0;149.0;14.0;416.0;9.0;0.0
38505;Thodure;124;3.0;84.0;0.0;36.0;0.0;158.0;176.0;0.0;0.0
38507;Tignieu-Jameyzieu;1831;44.0;966.0;0.0;590.0;0.0;282.0;1699.0;0.0;0.0
38508;Torchefelon;134;4.0;101.0;0.0;130.0;0.0;41.0;185.0;0.0;0.0
38509;La Tour-du-Pin;1829;55.0;912.0;0.0;653.0;0.0;216.0;1134.0;0.0;0.0
38511;Le Touvet;651;16.0;683.0;0.0;430.0;187.0;10.0;592.0;21.0;0.0
38512;Tramolé;116;3.0;90.0;0.0;67.0;0.0;125.0;166.0;0.0;0.0
38513;Treffort;36;1.0;49.0;0.0;14.0;0.0;42.0;0.0;2.0;54.0
38514;Tréminis;28;0.0;81.0;0.0;17.0;0.0;21.0;0.0;0.0;48.0
38515;Trept;372;9.0;167.0;0.0;181.0;0.0;128.0;563.0;0.0;0.0
38516;La Tronche;990;22.0;1252.0;0.0;1103.0;0.0;246.0;0.0;0.0;505.0
38517;Tullins;1993;45.0;1085.0;59.0;854.0;0.0;245.0;1237.0;21.0;7.0
38518;Valbonnais;123;3.0;157.0;0.0;40.0;0.0;36.0;0.0;4.0;87.0
38519;Valencin;563;9.0;282.0;0.0;401.0;0.0;80.0;0.0;0.0;768.0
38520;Valencogne;154;3.0;73.0;0.0;68.0;0.0;76.0;160.0;0.0;0.0
38521;La Valette;11;0.0;41.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0
38522;Valjouffrey;50;3.0;76.0;0.0;21.0;0.0;8.0;0.0;4.0;39.0
38523;Varacieux;189;9.0;83.0;2.0;118.0;0.0;29.0;243.0;8.0;0.0
