CODGEO;LIBGEO;Abstention;Extrême-Gauche;NFP;Divers Gauche;Ensemble;Divers Centre;LR;RN;Reconquête;Divers
100;France entière;16424052;366594;8995226;733069;6425707;786162;3351061;9379092;238934;1779099
01001;L'Abergement-Clémenciat;170;2.0;83.0;0.0;86.0;0.0;47.0;258.0;0.0;0.0
01002;L'Abergement-de-Varey;50;1.0;62.0;2.0;19.0;0.0;45.0;0.0;0.0;42.0
01004;Ambérieu-en-Bugey;2707;94.0;1759.0;51.0;789.0;0.0;989.0;0.0;60.0;2148.0
01005;Ambérieux-en-Dombes;377;14.0;173.0;0.0;198.0;0.0;61.0;494.0;0.0;1.0
01006;Ambléon;30;1.0;14.0;0.0;22.0;0.0;3.0;24.0;0.0;0.0
01007;Ambronay;543;11.0;310.0;19.0;226.0;0.0;288.0;0.0;11.0;628.0
01008;Ambutrix;150;6.0;85.0;0.0;82.0;0.0;46.0;178.0;0.0;11.0
01009;Andert-et-Condon;91;2.0;42.0;0.0;56.0;0.0;12.0;77.0;0.0;1.0
01010;Anglefort;261;3.0;104.0;0.0;133.0;0.0;43.0;266.0;0.0;2.0
01011;Apremont;65;1.0;45.0;3.0;9.0;0.0;55.0;0.0;3.0;104.0
01012;Aranc;81;2.0;64.0;1.0;25.0;0.0;39.0;0.0;0.0;82.0
01013;Arandas;32;1.0;14.0;0.0;11.0;0.0;17.0;0.0;0.0;48.0
01014;Arbent;815;13.0;423.0;8.0;158.0;0.0;308.0;0.0;10.0;480.0
01015;Arboys en Bugey;155;3.0;88.0;0.0;101.0;0.0;46.0;147.0;0.0;1.0
01016;Arbigny;92;1.0;32.0;0.0;15.0;0.0;69.0;112.0;0.0;0.0
01017;Argis;98;3.0;54.0;5.0;24.0;0.0;27.0;0.0;1.0;102.0
01019;Armix;4;1.0;9.0;1.0;8.0;0.0;4.0;0.0;0.0;10.0
01021;Ars-sur-Formans;224;6.0;145.0;0.0;209.0;0.0;111.0;323.0;0.0;48.0
01022;Artemare;290;11.0;107.0;13.0;52.0;0.0;125.0;0.0;7.0;275.0
01023;Asnières-sur-Saône;7;1.0;8.0;0.0;5.0;0.0;8.0;32.0;0.0;0.0
01024;Attignat;677;12.0;345.0;0.0;218.0;0.0;441.0;749.0;0.0;0.0
01025;Bâgé-Dommartin;1010;25.0;350.0;0.0;389.0;0.0;359.0;984.0;0.0;1.0
01026;Bâgé-le-Châtel;203;3.0;76.0;0.0;87.0;0.0;75.0;180.0;0.0;0.0
01027;Balan;353;10.0;163.0;0.0;226.0;0.0;86.0;419.0;0.0;35.0
01028;Baneins;114;5.0;46.0;0.0;67.0;0.0;35.0;160.0;0.0;1.0
01029;Beaupont;135;1.0;48.0;0.0;35.0;0.0;92.0;147.0;0.0;0.0
01030;Beauregard;166;3.0;92.0;0.0;78.0;0.0;39.0;171.0;0.0;17.0
01031;Bellignat;734;13.0;315.0;5.0;130.0;0.0;264.0;0.0;4.0;427.0
01032;Béligneux;657;14.0;316.0;0.0;311.0;0.0;105.0;639.0;0.0;20.0
01033;Valserhône;3985;75.0;1758.0;0.0;1317.0;0.0;321.0;2101.0;0.0;41.0
01034;Belley;2229;35.0;964.0;0.0;834.0;0.0;546.0;1458.0;0.0;12.0
01035;Belleydoux;69;1.0;57.0;2.0;17.0;0.0;42.0;0.0;2.0;77.0
01036;Valromey-sur-Séran;303;9.0;220.0;13.0;116.0;0.0;162.0;0.0;5.0;253.0
01037;Bénonces;70;1.0;33.0;3.0;13.0;0.0;45.0;0.0;7.0;62.0
01038;Bény;145;3.0;93.0;0.0;31.0;0.0;135.0;186.0;0.0;0.0
01040;Béréziat;99;0.0;51.0;0.0;36.0;0.0;51.0;134.0;0.0;0.0
01041;Bettant;156;5.0;111.0;13.0;47.0;0.0;67.0;0.0;1.0;156.0
01042;Bey;66;4.0;47.0;0.0;49.0;0.0;16.0;72.0;0.0;1.0
01043;Beynost;1061;21.0;745.0;0.0;825.0;0.0;196.0;904.0;0.0;71.0
01044;Billiat;175;3.0;54.0;0.0;58.0;0.0;17.0;127.0;0.0;2.0
01045;Birieux;38;1.0;22.0;0.0;32.0;0.0;11.0;101.0;0.0;0.0
01046;Biziat;188;4.0;79.0;0.0;83.0;0.0;32.0;254.0;0.0;0.0
01047;Blyes;274;8.0;103.0;0.0;136.0;0.0;67.0;296.0;0.0;8.0
01049;La Boisse;679;13.0;455.0;0.0;413.0;0.0;105.0;660.0;0.0;48.0
01050;Boissey;69;2.0;22.0;0.0;13.0;0.0;45.0;94.0;0.0;0.0
01051;Bolozon;17;1.0;12.0;0.0;8.0;0.0;10.0;0.0;0.0;18.0
01052;Bouligneux;62;3.0;22.0;0.0;43.0;0.0;32.0;105.0;0.0;1.0
01053;Bourg-en-Bresse;8216;74.0;3649.0;0.0;1209.0;0.0;436.0;1426.0;0.0;2.0
01054;Bourg-Saint-Christophe;210;6.0;220.0;0.0;195.0;0.0;83.0;376.0;0.0;10.0
01056;Boyeux-Saint-Jérôme;86;1.0;47.0;2.0;14.0;0.0;74.0;0.0;2.0;103.0
01057;Boz;114;3.0;59.0;0.0;32.0;0.0;49.0;131.0;0.0;0.0
01058;Brégnier-Cordon;221;11.0;87.0;0.0;98.0;0.0;37.0;213.0;0.0;1.0
01060;Brénod;99;1.0;56.0;3.0;21.0;0.0;111.0;0.0;2.0;117.0
01061;Brens;257;6.0;121.0;0.0;171.0;0.0;65.0;336.0;0.0;2.0
01062;Bressolles;169;4.0;118.0;0.0;149.0;0.0;83.0;184.0;0.0;12.0
01063;Brion;101;5.0;44.0;3.0;37.0;0.0;91.0;0.0;3.0;132.0
01064;Briord;300;2.0;89.0;3.0;56.0;0.0;87.0;0.0;2.0;295.0
01065;Buellas;335;3.0;227.0;0.0;169.0;0.0;271.0;397.0;0.0;0.0
01066;La Burbanche;23;0.0;18.0;0.0;5.0;0.0;15.0;0.0;1.0;29.0
01067;Ceignes;46;2.0;26.0;0.0;17.0;0.0;33.0;0.0;1.0;73.0
01068;Cerdon;200;1.0;65.0;2.0;20.0;0.0;91.0;0.0;4.0;187.0
01069;Certines;297;3.0;193.0;0.0;104.0;0.0;165.0;396.0;0.0;0.0
01071;Cessy;876;5.0;391.0;0.0;780.0;0.0;169.0;535.0;0.0;43.0
01072;Ceyzériat;650;15.0;486.0;0.0;199.0;0.0;567.0;551.0;0.0;0.0
01073;Ceyzérieu;221;6.0;190.0;8.0;118.0;0.0;107.0;0.0;4.0;242.0
01074;Chalamont;549;16.0;180.0;0.0;191.0;0.0;126.0;599.0;0.0;2.0
01075;Chaleins;273;9.0;142.0;0.0;188.0;0.0;48.0;364.0;0.0;2.0
01076;Chaley;43;1.0;20.0;0.0;11.0;0.0;19.0;0.0;0.0;30.0
01077;Challes-la-Montagne;35;3.0;20.0;0.0;14.0;0.0;26.0;0.0;1.0;41.0
01078;Challex;298;4.0;118.0;0.0;192.0;0.0;37.0;159.0;0.0;11.0
01079;Champagne-en-Valromey;156;10.0;140.0;5.0;54.0;0.0;77.0;0.0;0.0;122.0
01080;Champdor-Corcelles;150;9.0;74.0;10.0;48.0;0.0;98.0;0.0;6.0;144.0
01081;Champfromier;167;5.0;78.0;0.0;93.0;0.0;26.0;154.0;0.0;3.0
01082;Chanay;114;7.0;65.0;0.0;60.0;0.0;12.0;107.0;0.0;0.0
01083;Chaneins;251;3.0;73.0;0.0;98.0;0.0;37.0;325.0;0.0;1.0
01084;Chanoz-Châtenay;175;4.0;77.0;0.0;91.0;0.0;40.0;248.0;0.0;0.0
01085;La Chapelle-du-Châtelard;74;0.0;30.0;0.0;49.0;0.0;16.0;131.0;0.0;0.0
01087;Charix;48;4.0;49.0;1.0;10.0;0.0;46.0;0.0;0.0;52.0
01088;Charnoz-sur-Ain;183;7.0;87.0;0.0;118.0;0.0;54.0;316.0;0.0;14.0
01089;Château-Gaillard;403;6.0;223.0;12.0;171.0;0.0;199.0;0.0;5.0;481.0
01090;Châtenay;61;1.0;46.0;0.0;40.0;0.0;25.0;105.0;0.0;0.0
01092;Châtillon-la-Palud;372;8.0;215.0;0.0;178.0;0.0;60.0;429.0;0.0;2.0
01093;Châtillon-sur-Chalaronne;1318;20.0;411.0;0.0;556.0;0.0;368.0;1135.0;0.0;3.0
01094;Chavannes-sur-Reyssouze;176;4.0;54.0;0.0;45.0;0.0;80.0;196.0;0.0;0.0
01095;Nivigne et Suran;130;4.0;107.0;0.0;38.0;0.0;111.0;175.0;0.0;0.0
01096;Chaveyriat;236;5.0;92.0;0.0;99.0;0.0;60.0;296.0;0.0;1.0
01098;Chazey-Bons;243;10.0;23.0;1.0;7.0;0.0;61.0;173.0;0.0;1.0
01099;Chazey-sur-Ain;350;6.0;173.0;0.0;220.0;0.0;91.0;393.0;0.0;15.0
01100;Cheignieu-la-Balme;33;2.0;13.0;0.0;10.0;0.0;29.0;0.0;1.0;37.0
01101;Chevillard;31;2.0;24.0;1.0;11.0;0.0;25.0;0.0;0.0;49.0
01102;Chevroux;196;1.0;51.0;0.0;50.0;0.0;124.0;285.0;0.0;0.0
01103;Chevry;372;6.0;131.0;0.0;274.0;0.0;79.0;205.0;0.0;8.0
01104;Chézery-Forens;109;2.0;50.0;0.0;80.0;0.0;12.0;100.0;0.0;2.0
01105;Civrieux;356;6.0;191.0;0.0;277.0;0.0;99.0;427.0;0.0;45.0
01106;Cize;50;0.0;29.0;0.0;3.0;0.0;17.0;41.0;0.0;0.0
01107;Cleyzieu;30;2.0;21.0;1.0;10.0;0.0;15.0;0.0;0.0;38.0
01108;Coligny;271;3.0;133.0;0.0;57.0;0.0;176.0;297.0;0.0;0.0
01109;Collonges;522;12.0;181.0;0.0;232.0;0.0;60.0;334.0;0.0;14.0
01110;Colomieu;44;3.0;26.0;0.0;12.0;0.0;3.0;33.0;0.0;0.0
01111;Conand;38;1.0;27.0;1.0;7.0;0.0;14.0;0.0;0.0;36.0
01112;Condamine;70;2.0;35.0;2.0;6.0;0.0;63.0;0.0;3.0;105.0
01113;Condeissiat;161;6.0;73.0;0.0;108.0;0.0;24.0;197.0;0.0;0.0
01114;Confort;104;5.0;82.0;0.0;66.0;0.0;18.0;115.0;0.0;3.0
01115;Confrançon;304;10.0;121.0;0.0;79.0;0.0;131.0;336.0;0.0;0.0
01116;Contrevoz;106;3.0;68.0;4.0;40.0;0.0;67.0;0.0;5.0;117.0
01117;Conzieu;37;2.0;19.0;0.0;25.0;0.0;7.0;28.0;0.0;0.0
01118;Corbonod;243;9.0;114.0;0.0;144.0;0.0;41.0;239.0;0.0;4.0
01121;Corlier;25;0.0;11.0;0.0;9.0;0.0;9.0;0.0;0.0;33.0
01123;Cormoranche-sur-Saône;246;6.0;109.0;0.0;163.0;0.0;82.0;287.0;0.0;2.0
01124;Cormoz;188;4.0;42.0;0.0;28.0;0.0;83.0;159.0;0.0;0.0
01125;Corveissiat;128;5.0;82.0;0.0;31.0;0.0;65.0;137.0;0.0;0.0
01127;Courmangoux;76;4.0;80.0;0.0;41.0;0.0;75.0;107.0;0.0;0.0
01128;Courtes;67;0.0;28.0;0.0;16.0;0.0;40.0;79.0;0.0;0.0
01129;Crans;58;1.0;47.0;0.0;30.0;0.0;18.0;76.0;0.0;0.0
01130;Bresse Vallons;495;14.0;222.0;0.0;119.0;0.0;321.0;607.0;0.0;0.0
01133;Cressin-Rochefort;89;5.0;38.0;0.0;63.0;0.0;16.0;93.0;0.0;0.0
01134;Crottet;333;10.0;180.0;0.0;217.0;0.0;122.0;470.0;0.0;0.0
01135;Crozet;379;3.0;189.0;0.0;327.0;0.0;74.0;308.0;0.0;10.0
01136;Cruzilles-lès-Mépillat;169;7.0;87.0;0.0;93.0;0.0;48.0;258.0;0.0;2.0
01138;Culoz-Béon;808;22.0;47.0;4.0;40.0;0.0;122.0;578.0;4.0;4.0
01139;Curciat-Dongalon;101;0.0;37.0;0.0;22.0;0.0;79.0;90.0;0.0;0.0
01140;Curtafond;102;4.0;77.0;0.0;26.0;0.0;117.0;203.0;0.0;0.0
01141;Cuzieu;115;1.0;60.0;3.0;31.0;0.0;73.0;0.0;1.0;106.0
01142;Dagneux;1067;39.0;563.0;0.0;581.0;0.0;134.0;933.0;0.0;39.0
01143;Divonne-les-Bains;2313;14.0;704.0;0.0;1992.0;0.0;438.0;1025.0;0.0;69.0
01145;Dompierre-sur-Veyle;266;3.0;90.0;0.0;91.0;0.0;127.0;314.0;0.0;0.0
01146;Dompierre-sur-Chalaronne;71;5.0;27.0;0.0;48.0;0.0;25.0;114.0;0.0;0.0
01147;Domsure;126;1.0;38.0;0.0;18.0;0.0;85.0;135.0;0.0;0.0
01148;Dortan;372;11.0;151.0;7.0;93.0;0.0;248.0;0.0;8.0;397.0
01149;Douvres;201;8.0;144.0;12.0;107.0;0.0;137.0;0.0;10.0;237.0
01150;Drom;51;2.0;51.0;0.0;11.0;0.0;26.0;40.0;0.0;0.0
01151;Druillat;192;8.0;123.0;0.0;79.0;0.0;135.0;306.0;0.0;0.0
01152;Echallon;139;6.0;108.0;9.0;49.0;0.0;92.0;0.0;2.0;203.0
01153;Echenevex;381;4.0;169.0;0.0;358.0;0.0;81.0;240.0;0.0;22.0
01155;Evosges;29;2.0;20.0;0.0;6.0;0.0;19.0;0.0;1.0;49.0
01156;Faramans;177;3.0;71.0;0.0;115.0;0.0;41.0;264.0;0.0;8.0
01157;Fareins;519;16.0;326.0;0.0;406.0;0.0;88.0;563.0;0.0;12.0
01158;Farges;223;3.0;87.0;0.0;118.0;0.0;38.0;155.0;0.0;8.0
01159;Feillens;813;5.0;276.0;0.0;269.0;0.0;537.0;694.0;0.0;2.0
01160;Ferney-Voltaire;1457;20.0;1062.0;0.0;820.0;0.0;226.0;518.0;0.0;44.0
01162;Flaxieu;7;0.0;17.0;0.0;12.0;0.0;28.0;0.0;0.0;28.0
01163;Foissiat;455;3.0;160.0;0.0;98.0;0.0;351.0;478.0;0.0;0.0
01165;Francheleins;247;8.0;134.0;0.0;179.0;0.0;69.0;464.0;0.0;2.0
01166;Frans;434;16.0;256.0;0.0;358.0;0.0;141.0;567.0;0.0;42.0
01167;Garnerans;166;4.0;78.0;0.0;77.0;0.0;31.0;203.0;0.0;0.0
01169;Genouilleux;116;2.0;64.0;0.0;84.0;0.0;17.0;210.0;0.0;0.0
01170;Béard-Géovreissiat;210;3.0;110.0;5.0;47.0;0.0;113.0;0.0;3.0;231.0
01171;Géovreisset;131;2.0;84.0;3.0;60.0;0.0;85.0;0.0;0.0;154.0
01173;Gex;2722;31.0;1144.0;0.0;1397.0;0.0;310.0;1183.0;0.0;73.0
01174;Giron;29;0.0;23.0;0.0;34.0;0.0;7.0;28.0;0.0;0.0
01175;Gorrevod;162;6.0;93.0;0.0;71.0;0.0;114.0;175.0;0.0;0.0
01177;Grand-Corent;30;0.0;50.0;0.0;11.0;0.0;21.0;40.0;0.0;0.0
01179;Grièges;468;8.0;178.0;0.0;243.0;0.0;122.0;472.0;0.0;2.0
01180;Grilly;168;0.0;54.0;0.0;193.0;0.0;27.0;115.0;0.0;5.0
01181;Groissiat;232;6.0;126.0;5.0;60.0;0.0;187.0;0.0;2.0;272.0
01183;Guéreins;352;7.0;147.0;0.0;180.0;0.0;58.0;355.0;0.0;0.0
01184;Hautecourt-Romanèche;158;4.0;112.0;0.0;49.0;0.0;91.0;196.0;0.0;0.0
01185;Plateau d'Hauteville;1017;19.0;506.0;19.0;264.0;0.0;520.0;0.0;16.0;732.0
01187;Haut Valromey;168;3.0;117.0;5.0;52.0;0.0;139.0;0.0;1.0;137.0
01188;Illiat;156;1.0;35.0;0.0;70.0;0.0;47.0;199.0;0.0;0.0
01189;Injoux-Génissiat;216;6.0;120.0;0.0;136.0;0.0;29.0;228.0;0.0;1.0
01190;Innimond;26;3.0;22.0;1.0;1.0;0.0;16.0;0.0;0.0;40.0
01191;Izenave;32;0.0;7.0;2.0;9.0;0.0;37.0;0.0;1.0;42.0
01192;Izernore;388;15.0;178.0;4.0;110.0;0.0;280.0;0.0;7.0;481.0
01193;Izieu;45;0.0;28.0;0.0;34.0;0.0;15.0;71.0;0.0;0.0
01194;Jassans-Riottier;1292;33.0;718.0;0.0;669.0;0.0;248.0;1142.0;0.0;105.0
01195;Jasseron;295;0.0;257.0;0.0;138.0;0.0;300.0;369.0;0.0;0.0
01196;Jayat;240;6.0;90.0;0.0;34.0;0.0;161.0;324.0;0.0;0.0
01197;Journans;57;3.0;89.0;0.0;20.0;0.0;53.0;66.0;0.0;0.0
01198;Joyeux;55;1.0;39.0;0.0;41.0;0.0;10.0;55.0;0.0;5.0
01199;Jujurieux;495;12.0;264.0;15.0;131.0;0.0;210.0;0.0;6.0;430.0
01200;Labalme;41;1.0;34.0;0.0;5.0;0.0;38.0;0.0;3.0;26.0
01202;Lagnieu;1700;39.0;732.0;0.0;552.0;0.0;746.0;1569.0;0.0;39.0
01203;Laiz;287;12.0;148.0;0.0;135.0;0.0;71.0;288.0;0.0;1.0
01204;Le Poizat-Lalleyriat;182;7.0;75.0;3.0;55.0;0.0;116.0;0.0;2.0;127.0
01206;Lantenay;40;3.0;31.0;5.0;8.0;0.0;51.0;0.0;1.0;74.0
01207;Lapeyrouse;51;0.0;29.0;0.0;27.0;0.0;30.0;113.0;0.0;1.0
01208;Lavours;25;0.0;17.0;0.0;18.0;0.0;11.0;35.0;0.0;0.0
01209;Léaz;170;7.0;85.0;0.0;83.0;0.0;15.0;138.0;0.0;3.0
01210;Lélex;44;0.0;27.0;0.0;55.0;0.0;15.0;59.0;0.0;1.0
01211;Lent;307;14.0;158.0;0.0;182.0;0.0;86.0;385.0;0.0;1.0
01212;Lescheroux;186;4.0;49.0;0.0;31.0;0.0;92.0;191.0;0.0;0.0
01213;Leyment;330;17.0;138.0;0.0;127.0;0.0;59.0;335.0;0.0;16.0
01214;Leyssard;25;1.0;23.0;0.0;11.0;0.0;26.0;0.0;0.0;34.0
01215;Surjoux-Lhopital;29;0.0;8.0;0.0;22.0;0.0;10.0;37.0;0.0;0.0
01216;Lhuis;159;5.0;80.0;7.0;50.0;0.0;141.0;0.0;0.0;193.0
01219;Lompnas;14;0.0;13.0;1.0;6.0;0.0;44.0;0.0;0.0;42.0
01224;Loyettes;762;19.0;295.0;0.0;258.0;0.0;126.0;660.0;0.0;31.0
01225;Lurcy;86;2.0;61.0;0.0;64.0;0.0;23.0;141.0;0.0;0.0
01227;Magnieu;139;0.0;85.0;0.0;86.0;0.0;34.0;176.0;0.0;1.0
01228;Maillat;125;0.0;42.0;1.0;30.0;0.0;130.0;0.0;3.0;162.0
01229;Malafretaz;262;8.0;117.0;0.0;82.0;0.0;186.0;269.0;0.0;0.0
01230;Mantenay-Montlin;86;0.0;27.0;0.0;19.0;0.0;43.0;80.0;0.0;0.0
01231;Manziat;403;7.0;153.0;0.0;216.0;0.0;255.0;511.0;0.0;1.0
01232;Marboz;465;3.0;208.0;0.0;140.0;0.0;382.0;502.0;0.0;0.0
01233;Marchamp;20;0.0;30.0;1.0;4.0;0.0;27.0;0.0;0.0;26.0
01234;Marignieu;37;1.0;19.0;1.0;9.0;0.0;25.0;0.0;0.0;46.0
01235;Marlieux;242;4.0;106.0;0.0;89.0;0.0;43.0;292.0;0.0;0.0
01236;Marsonnas;216;2.0;81.0;0.0;81.0;0.0;127.0;215.0;0.0;0.0
01237;Martignat;383;7.0;164.0;6.0;95.0;0.0;185.0;0.0;2.0;333.0
01238;Massieux;535;12.0;368.0;0.0;357.0;0.0;123.0;622.0;0.0;53.0
01239;Massignieu-de-Rives;114;3.0;66.0;0.0;111.0;0.0;44.0;184.0;0.0;0.0
01240;Matafelon-Granges;126;4.0;60.0;0.0;30.0;0.0;76.0;0.0;6.0;170.0
01241;Meillonnas;246;3.0;243.0;0.0;85.0;0.0;212.0;273.0;0.0;0.0
01242;Mérignat;14;0.0;45.0;0.0;6.0;0.0;18.0;0.0;1.0;11.0
01243;Messimy-sur-Saône;217;6.0;144.0;0.0;205.0;0.0;74.0;308.0;0.0;3.0
01244;Meximieux;1885;45.0;1078.0;0.0;952.0;0.0;380.0;1247.0;0.0;71.0
01245;Bohas-Meyriat-Rignat;161;2.0;161.0;0.0;60.0;0.0;125.0;220.0;0.0;0.0
01246;Mézériat;609;15.0;185.0;0.0;250.0;0.0;96.0;486.0;0.0;2.0
01247;Mijoux;71;0.0;33.0;0.0;56.0;0.0;21.0;53.0;0.0;3.0
01248;Mionnay;429;14.0;288.0;0.0;338.0;0.0;118.0;559.0;0.0;37.0
01249;Miribel;2159;51.0;1488.0;0.0;1278.0;0.0;424.0;1619.0;0.0;93.0
01250;Misérieux;337;11.0;238.0;0.0;247.0;0.0;122.0;369.0;0.0;33.0
01252;Mogneneins;165;3.0;65.0;0.0;117.0;0.0;50.0;230.0;0.0;0.0
01254;Montagnat;468;7.0;272.0;0.0;357.0;0.0;119.0;465.0;0.0;2.0
01255;Montagnieu;136;3.0;53.0;1.0;42.0;0.0;53.0;0.0;2.0;142.0
01257;Montanges;86;1.0;44.0;0.0;57.0;0.0;9.0;98.0;0.0;1.0
01258;Montceaux;266;8.0;90.0;0.0;163.0;0.0;46.0;369.0;0.0;0.0
01259;Montcet;105;3.0;60.0;0.0;46.0;0.0;90.0;176.0;0.0;0.0
01260;Le Montellier;53;1.0;14.0;0.0;63.0;0.0;13.0;77.0;0.0;7.0
01261;Monthieux;123;2.0;80.0;0.0;108.0;0.0;38.0;186.0;0.0;0.0
01262;Montluel;1393;41.0;984.0;0.0;912.0;0.0;163.0;985.0;0.0;45.0
01263;Montmerle-sur-Saône;866;13.0;355.0;0.0;577.0;0.0;141.0;945.0;0.0;13.0
01264;Montracol;184;9.0;124.0;0.0;98.0;0.0;54.0;311.0;0.0;0.0
01265;Montréal-la-Cluse;741;21.0;394.0;3.0;147.0;0.0;339.0;0.0;16.0;445.0
01266;Montrevel-en-Bresse;649;4.0;236.0;0.0;152.0;0.0;350.0;569.0;0.0;0.0
01267;Nurieux-Volognat;195;5.0;63.0;4.0;55.0;0.0;148.0;0.0;3.0;263.0
01268;Murs-et-Gélignieux;45;0.0;14.0;0.0;42.0;0.0;15.0;71.0;0.0;0.0
01269;Nantua;631;14.0;302.0;5.0;115.0;0.0;207.0;0.0;18.0;329.0
01272;Neuville-les-Dames;330;13.0;134.0;0.0;147.0;0.0;104.0;355.0;0.0;0.0
01273;Neuville-sur-Ain;394;14.0;211.0;0.0;95.0;0.0;153.0;429.0;0.0;0.0
01274;Les Neyrolles;110;3.0;60.0;3.0;25.0;0.0;41.0;0.0;0.0;101.0
01275;Neyron;542;12.0;326.0;0.0;400.0;0.0;144.0;476.0;0.0;38.0
01276;Niévroz;364;7.0;170.0;0.0;211.0;0.0;61.0;405.0;0.0;32.0
01277;Nivollet-Montgriffon;38;2.0;13.0;0.0;16.0;0.0;21.0;0.0;1.0;27.0
01279;Oncieu;20;1.0;16.0;0.0;5.0;0.0;21.0;0.0;1.0;16.0
01280;Ordonnaz;35;0.0;15.0;0.0;14.0;0.0;26.0;0.0;1.0;50.0
01281;Ornex;736;8.0;436.0;0.0;527.0;0.0;117.0;292.0;0.0;19.0
01282;Outriaz;47;4.0;25.0;3.0;16.0;0.0;31.0;0.0;4.0;44.0
01283;Oyonnax;5266;79.0;2137.0;45.0;629.0;0.0;1370.0;0.0;60.0;2085.0
01284;Ozan;136;3.0;67.0;0.0;45.0;0.0;75.0;210.0;0.0;0.0
01285;Parcieux;227;3.0;185.0;0.0;251.0;0.0;53.0;270.0;0.0;15.0
01286;Parves et Nattages;186;6.0;191.0;0.0;147.0;0.0;44.0;198.0;0.0;0.0
01288;Péron;524;8.0;238.0;0.0;328.0;0.0;76.0;325.0;0.0;20.0
01289;Péronnas;1480;39.0;858.0;0.0;797.0;0.0;339.0;1157.0;0.0;1.0
01290;Pérouges;229;8.0;189.0;0.0;185.0;0.0;77.0;361.0;0.0;19.0
01291;Perrex;126;6.0;71.0;0.0;106.0;0.0;72.0;213.0;0.0;0.0
01293;Peyriat;32;0.0;33.0;0.0;13.0;0.0;24.0;0.0;0.0;42.0
01294;Peyrieu;147;4.0;95.0;0.0;105.0;0.0;49.0;196.0;0.0;4.0
01295;Peyzieux-sur-Saône;129;5.0;56.0;0.0;61.0;0.0;27.0;154.0;0.0;0.0
01296;Pirajoux;118;0.0;30.0;0.0;7.0;0.0;41.0;111.0;0.0;0.0
01297;Pizay;207;3.0;116.0;0.0;133.0;0.0;39.0;207.0;0.0;12.0
01298;Plagne;32;5.0;13.0;0.0;16.0;0.0;4.0;41.0;0.0;0.0
01299;Le Plantay;104;3.0;26.0;0.0;60.0;0.0;25.0;161.0;0.0;0.0
01301;Polliat;588;8.0;278.0;0.0;192.0;0.0;430.0;617.0;0.0;0.0
01302;Pollieu;23;0.0;32.0;0.0;32.0;0.0;10.0;46.0;0.0;0.0
01303;Poncin;409;7.0;174.0;5.0;96.0;0.0;174.0;0.0;9.0;393.0
01304;Pont-d'Ain;704;9.0;332.0;0.0;106.0;0.0;264.0;580.0;0.0;0.0
01305;Pont-de-Vaux;565;6.0;210.0;0.0;130.0;0.0;247.0;307.0;0.0;0.0
01306;Pont-de-Veyle;367;6.0;133.0;0.0;132.0;0.0;56.0;279.0;0.0;0.0
01307;Port;159;3.0;78.0;1.0;61.0;0.0;106.0;0.0;2.0;170.0
01308;Pougny;194;2.0;78.0;0.0;75.0;0.0;14.0;86.0;0.0;3.0
01309;Pouillat;10;1.0;6.0;0.0;11.0;0.0;4.0;35.0;0.0;0.0
01310;Prémeyzel;28;2.0;27.0;0.0;21.0;0.0;4.0;38.0;0.0;0.0
01311;Prémillieu;11;1.0;8.0;0.0;4.0;0.0;10.0;0.0;0.0;18.0
01313;Prévessin-Moëns;1436;20.0;752.0;0.0;1261.0;0.0;221.0;571.0;0.0;35.0
01314;Priay;356;11.0;187.0;0.0;90.0;0.0;164.0;421.0;0.0;0.0
01317;Ramasse;52;0.0;52.0;0.0;18.0;0.0;42.0;81.0;0.0;0.0
01318;Rancé;136;2.0;79.0;0.0;85.0;0.0;37.0;203.0;0.0;26.0
01319;Relevant;82;2.0;52.0;0.0;52.0;0.0;22.0;138.0;0.0;1.0
01320;Replonges;804;19.0;327.0;0.0;436.0;0.0;413.0;885.0;0.0;2.0
01321;Revonnas;162;2.0;177.0;0.0;76.0;0.0;119.0;177.0;0.0;0.0
01322;Reyrieux;982;20.0;655.0;0.0;773.0;0.0;272.0;978.0;0.0;133.0
01323;Reyssouze;214;2.0;81.0;0.0;72.0;0.0;119.0;251.0;0.0;0.0
01325;Rignieux-le-Franc;206;7.0;131.0;0.0;151.0;0.0;54.0;275.0;0.0;17.0
01328;Romans;118;2.0;44.0;0.0;73.0;0.0;39.0;134.0;0.0;0.0
01329;Rossillon;48;2.0;21.0;2.0;14.0;0.0;18.0;0.0;2.0;35.0
01330;Ruffieu;28;2.0;44.0;0.0;17.0;0.0;28.0;0.0;0.0;33.0
01331;Saint-Alban;34;1.0;19.0;1.0;15.0;0.0;33.0;0.0;0.0;33.0
01332;Saint-André-de-Bâgé;162;5.0;82.0;0.0;83.0;0.0;75.0;220.0;0.0;0.0
01333;Saint-André-de-Corcy;753;20.0;417.0;0.0;443.0;0.0;142.0;822.0;0.0;82.0
01334;Saint-André-d'Huiriat;109;2.0;53.0;0.0;61.0;0.0;30.0;187.0;0.0;0.0
01335;Saint-André-le-Bouchoux;67;3.0;44.0;0.0;28.0;0.0;25.0;108.0;0.0;2.0
01336;Saint-André-sur-Vieux-Jonc;263;7.0;145.0;0.0;154.0;0.0;43.0;314.0;0.0;0.0
01337;Saint-Bénigne;277;4.0;107.0;0.0;100.0;0.0;183.0;282.0;0.0;0.0
01338;Groslée-Saint-Benoit;285;5.0;98.0;6.0;108.0;0.0;123.0;0.0;8.0;311.0
