CODGEO;LIBGEO;Abstention;Extrême-Gauche;NUPES;Divers Gauche;Ensemble;Divers Droite;Droite souverainiste;LR;RN;Reconquête;Divers
63026;Aydat;956.0;15.0;396.0;125.0;239.0;15.0;14.0;156.0;148.0;34.0;0.0
63028;Bagnols;142.0;6.0;50.0;17.0;40.0;8.0;3.0;75.0;37.0;3.0;0.0
63032;Beaumont;3686.0;35.0;1262.0;360.0;1398.0;36.0;54.0;355.0;410.0;113.0;0.0
63038;Besse-et-Saint-Anastaise;679.0;10.0;168.0;50.0;145.0;15.0;7.0;119.0;116.0;19.0;0.0
63047;La Bourboule;720.0;6.0;168.0;51.0;205.0;17.0;17.0;98.0;115.0;25.0;0.0
63070;Ceyrat;2394.0;23.0;812.0;204.0;970.0;18.0;34.0;305.0;282.0;97.0;0.0
63071;Ceyssat;221.0;2.0;108.0;26.0;52.0;8.0;6.0;67.0;42.0;6.0;0.0
63073;Chadeleuf;162.0;3.0;71.0;19.0;36.0;2.0;4.0;16.0;17.0;1.0;0.0
63075;Chamalières;5490.0;42.0;1545.0;513.0;2421.0;47.0;65.0;1513.0;566.0;320.0;0.0
63077;Chambon-sur-Lac;215.0;2.0;61.0;13.0;48.0;10.0;0.0;28.0;45.0;9.0;0.0
63080;Champeix;491.0;2.0;143.0;158.0;72.0;11.0;4.0;26.0;101.0;6.0;0.0
63083;Chanat-la-Mouteyre;330.0;7.0;114.0;41.0;118.0;7.0;6.0;41.0;73.0;10.0;0.0
63084;Chanonat;549.0;8.0;285.0;79.0;250.0;16.0;9.0;67.0;115.0;21.0;0.0
63087;La Chapelle-Marcousse;45.0;0.0;3.0;3.0;6.0;0.0;0.0;13.0;2.0;2.0;0.0
63097;Chassagne;32.0;0.0;8.0;2.0;6.0;5.0;1.0;7.0;13.0;3.0;0.0
63098;Chastreix;119.0;0.0;29.0;11.0;25.0;2.0;1.0;44.0;14.0;0.0;0.0
63109;Chidrac;153.0;2.0;62.0;21.0;35.0;4.0;6.0;12.0;44.0;8.0;0.0
63111;Clémensat;39.0;0.0;17.0;8.0;12.0;0.0;0.0;3.0;16.0;0.0;0.0
63113;Clermont-Ferrand;8759.0;87.0;3774.0;622.0;2696.0;53.0;94.0;727.0;661.0;314.0;0.0
63117;Compains;67.0;0.0;15.0;3.0;6.0;6.0;1.0;11.0;10.0;0.0;0.0
63122;Courgoul;32.0;0.0;15.0;8.0;0.0;1.0;0.0;7.0;7.0;5.0;0.0
63123;Cournols;57.0;0.0;27.0;15.0;12.0;4.0;0.0;37.0;15.0;15.0;0.0
63129;Cros;79.0;1.0;21.0;7.0;16.0;4.0;3.0;16.0;31.0;3.0;0.0
63134;Dauzat-sur-Vodable;47.0;0.0;2.0;2.0;7.0;1.0;0.0;6.0;7.0;2.0;0.0
63141;Durtol;695.0;7.0;239.0;56.0;282.0;8.0;8.0;95.0;107.0;33.0;0.0
63144;Égliseneuve-d'Entraigues;172.0;1.0;34.0;14.0;35.0;5.0;3.0;32.0;34.0;3.0;0.0
63153;Espinchal;59.0;0.0;10.0;2.0;13.0;1.0;1.0;11.0;16.0;3.0;0.0
63163;Gelles;357.0;2.0;69.0;31.0;78.0;13.0;6.0;130.0;80.0;11.0;0.0
63169;La Godivelle;16.0;0.0;7.0;3.0;4.0;1.0;1.0;11.0;1.0;2.0;0.0
63172;Grandeyrolles;10.0;0.0;8.0;4.0;6.0;0.0;1.0;2.0;16.0;3.0;0.0
63176;Heume-l'Église;44.0;0.0;9.0;5.0;15.0;3.0;0.0;11.0;14.0;1.0;0.0
63183;Labessette;25.0;0.0;6.0;3.0;11.0;1.0;0.0;16.0;2.0;0.0;0.0
63189;Laqueuille;126.0;0.0;36.0;5.0;25.0;6.0;2.0;67.0;28.0;2.0;0.0
63190;Larodde;143.0;0.0;51.0;9.0;28.0;1.0;0.0;14.0;18.0;7.0;0.0
63192;La Tour-d'Auvergne;228.0;1.0;116.0;28.0;61.0;16.0;5.0;41.0;42.0;5.0;0.0
63199;Ludesse;175.0;4.0;68.0;16.0;38.0;5.0;0.0;30.0;35.0;5.0;0.0
63202;Madriat;41.0;0.0;9.0;13.0;18.0;1.0;0.0;12.0;12.0;1.0;0.0
63219;Mazaye;232.0;8.0;113.0;30.0;71.0;10.0;3.0;55.0;37.0;6.0;0.0
63220;Mazoires;73.0;0.0;4.0;0.0;11.0;3.0;0.0;6.0;16.0;0.0;0.0
63234;Montaigut-le-Blanc;340.0;6.0;139.0;43.0;70.0;14.0;5.0;25.0;85.0;6.0;0.0
63236;Mont-Dore;553.0;5.0;99.0;36.0;141.0;8.0;6.0;101.0;89.0;9.0;0.0
63246;Murat-le-Quaire;164.0;3.0;79.0;18.0;49.0;5.0;7.0;28.0;35.0;14.0;0.0
63247;Murol;220.0;2.0;62.0;29.0;75.0;5.0;3.0;37.0;64.0;8.0;0.0
63248;Nébouzat;218.0;2.0;73.0;31.0;41.0;9.0;2.0;207.0;43.0;6.0;0.0
63250;Neschers;412.0;4.0;104.0;32.0;49.0;4.0;7.0;21.0;59.0;2.0;0.0
63254;Nohanent;821.0;15.0;285.0;58.0;301.0;14.0;8.0;81.0;151.0;29.0;0.0
63257;Olby;258.0;4.0;118.0;53.0;62.0;9.0;0.0;64.0;37.0;10.0;0.0
63259;Olloix;110.0;4.0;56.0;12.0;29.0;3.0;2.0;24.0;16.0;1.0;0.0
63263;Orcines;1170.0;12.0;444.0;98.0;561.0;37.0;20.0;284.0;210.0;52.0;0.0
63264;Orcival;77.0;1.0;29.0;6.0;25.0;2.0;2.0;35.0;16.0;3.0;0.0
63274;Perpezat;175.0;3.0;30.0;10.0;29.0;3.0;1.0;69.0;23.0;1.0;0.0
63279;Picherande;135.0;0.0;54.0;12.0;44.0;9.0;1.0;44.0;28.0;1.0;0.0
63299;Rentières;44.0;1.0;13.0;3.0;13.0;2.0;0.0;11.0;10.0;3.0;0.0
63303;Roche-Charles-la-Mayrand;30.0;0.0;3.0;3.0;0.0;1.0;0.0;10.0;1.0;2.0;0.0
63305;Rochefort-Montagne;236.0;4.0;65.0;39.0;63.0;11.0;4.0;66.0;44.0;5.0;0.0
63308;Royat;1718.0;15.0;452.0;148.0;658.0;11.0;21.0;237.0;180.0;113.0;0.0
63313;Saint-Alyre-ès-Montagne;74.0;0.0;5.0;2.0;10.0;0.0;0.0;19.0;19.0;4.0;0.0
63315;Saint-Amant-Tallende;584.0;8.0;178.0;155.0;185.0;6.0;8.0;71.0;97.0;21.0;0.0
63326;Saint-Bonnet-près-Orcival;147.0;2.0;96.0;19.0;52.0;6.0;5.0;69.0;33.0;7.0;0.0
63330;Saint-Cirgues-sur-Couze;150.0;0.0;27.0;13.0;41.0;3.0;1.0;8.0;32.0;6.0;0.0
63335;Saint-Diéry;197.0;2.0;70.0;11.0;47.0;7.0;0.0;28.0;52.0;11.0;0.0
63336;Saint-Donat;111.0;1.0;17.0;11.0;19.0;8.0;1.0;27.0;15.0;5.0;0.0
63342;Saint-Floret;92.0;1.0;32.0;20.0;22.0;2.0;2.0;4.0;30.0;5.0;0.0
63345;Saint-Genès-Champanelle;1274.0;21.0;587.0;155.0;459.0;27.0;16.0;193.0;208.0;52.0;0.0
63346;Saint-Genès-Champespe;112.0;0.0;22.0;5.0;22.0;4.0;0.0;34.0;22.0;5.0;0.0
63357;Saint-Hérent;55.0;1.0;5.0;5.0;12.0;3.0;2.0;3.0;15.0;0.0;0.0
63380;Saint-Nectaire;334.0;3.0;128.0;25.0;88.0;8.0;2.0;35.0;54.0;3.0;0.0
63383;Saint-Pierre-Colamine;113.0;0.0;38.0;5.0;15.0;5.0;1.0;8.0;38.0;2.0;0.0
63386;Saint-Pierre-Roche;152.0;4.0;59.0;24.0;33.0;1.0;2.0;52.0;28.0;4.0;0.0
63395;Saint-Sandoux;334.0;9.0;86.0;47.0;80.0;8.0;3.0;29.0;93.0;10.0;0.0
63396;Saint-Saturnin;370.0;4.0;209.0;84.0;135.0;6.0;5.0;67.0;51.0;23.0;0.0
63397;Saint-Sauves-d'Auvergne;428.0;5.0;131.0;42.0;104.0;15.0;7.0;100.0;90.0;7.0;0.0
63401;Saint-Victor-la-Rivière;118.0;1.0;28.0;9.0;20.0;1.0;0.0;16.0;23.0;3.0;0.0
63403;Saint-Vincent;128.0;0.0;59.0;31.0;33.0;2.0;3.0;13.0;32.0;7.0;0.0
63407;Saulzet-le-Froid;97.0;0.0;46.0;2.0;8.0;2.0;1.0;39.0;28.0;1.0;0.0
63409;Saurier;78.0;1.0;40.0;5.0;17.0;3.0;1.0;12.0;41.0;3.0;0.0
63421;Singles;67.0;0.0;25.0;12.0;22.0;1.0;0.0;27.0;26.0;0.0;0.0
63426;Tauves;294.0;2.0;94.0;40.0;101.0;4.0;5.0;63.0;55.0;3.0;0.0
63429;Ternant-les-Eaux;14.0;0.0;7.0;4.0;4.0;1.0;0.0;3.0;8.0;1.0;0.0
63435;Tourzel-Ronzières;106.0;0.0;25.0;12.0;10.0;2.0;2.0;3.0;20.0;0.0;0.0
63437;Trémouille-Saint-Loup;60.0;1.0;21.0;5.0;23.0;5.0;2.0;23.0;19.0;3.0;0.0
63440;Valbeleix;69.0;1.0;10.0;4.0;14.0;0.0;0.0;14.0;9.0;0.0;0.0
63449;Le Vernet-Sainte-Marguerite;143.0;2.0;29.0;8.0;18.0;3.0;1.0;56.0;15.0;0.0;0.0
63451;Vernines;127.0;3.0;50.0;11.0;12.0;3.0;2.0;71.0;28.0;9.0;0.0
63452;Verrières;27.0;1.0;5.0;7.0;11.0;1.0;0.0;7.0;12.0;0.0;0.0
63005;Antoingt;147.0;1.0;35.0;1.0;42.0;0.0;2.0;45.0;24.0;5.0;0.0
63014;Aubière;3021.0;34.0;1129.0;61.0;1215.0;0.0;36.0;444.0;442.0;76.0;0.0
63021;Authezat;253.0;6.0;82.0;2.0;65.0;0.0;11.0;63.0;45.0;3.0;0.0
63022;Auzat-la-Combelle;931.0;15.0;254.0;13.0;148.0;0.0;14.0;85.0;215.0;21.0;0.0
63029;Bansat;83.0;0.0;33.0;4.0;16.0;0.0;0.0;43.0;20.0;0.0;0.0
63031;Beaulieu;170.0;2.0;55.0;2.0;26.0;0.0;1.0;35.0;45.0;11.0;0.0
63034;Beauregard-l'Evêque;537.0;7.0;171.0;8.0;182.0;0.0;9.0;90.0;118.0;14.0;0.0
63036;Bergonne;105.0;3.0;40.0;5.0;31.0;0.0;4.0;39.0;26.0;3.0;0.0
63046;Boudes;99.0;1.0;48.0;3.0;35.0;0.0;1.0;33.0;13.0;0.0;0.0
63049;Bouzel;296.0;7.0;63.0;6.0;83.0;0.0;2.0;32.0;74.0;7.0;0.0
63050;Brassac-les-Mines;1413.0;27.0;287.0;13.0;253.0;0.0;13.0;240.0;257.0;26.0;0.0
63051;Brenat;225.0;4.0;80.0;3.0;78.0;0.0;7.0;67.0;57.0;7.0;0.0
63052;Le Breuil-sur-Couze;387.0;9.0;143.0;3.0;76.0;0.0;2.0;82.0;76.0;10.0;0.0
63054;Le Broc;265.0;5.0;77.0;0.0;58.0;0.0;3.0;92.0;41.0;13.0;0.0
63059;Busséol;59.0;1.0;36.0;2.0;27.0;0.0;0.0;12.0;23.0;2.0;0.0
63069;Le Cendre;1969.0;30.0;583.0;23.0;663.0;0.0;34.0;292.0;335.0;53.0;0.0
63074;Chalus;53.0;3.0;29.0;0.0;17.0;0.0;5.0;13.0;13.0;2.0;0.0
63079;Champagnat-le-Jeune;39.0;0.0;31.0;0.0;20.0;0.0;0.0;26.0;21.0;4.0;0.0
63088;La Chapelle-sur-Usson;37.0;1.0;13.0;0.0;6.0;0.0;0.0;9.0;10.0;3.0;0.0
63091;Charbonnier-les-Mines;357.0;6.0;90.0;1.0;78.0;0.0;3.0;39.0;74.0;1.0;0.0
63096;Chas;131.0;5.0;54.0;3.0;51.0;0.0;2.0;24.0;39.0;3.0;0.0
63106;Chauriat;656.0;10.0;222.0;14.0;205.0;0.0;13.0;75.0;132.0;14.0;0.0
63113;Clermont-Ferrand;4586.0;57.0;1333.0;48.0;789.0;0.0;31.0;239.0;454.0;94.0;0.0
63114;Collanges;40.0;2.0;29.0;3.0;10.0;0.0;0.0;20.0;22.0;1.0;0.0
63120;Corent;281.0;4.0;112.0;9.0;80.0;0.0;5.0;40.0;47.0;4.0;0.0
63121;Coudes;440.0;10.0;138.0;6.0;123.0;0.0;7.0;72.0;97.0;14.0;0.0
63126;Le Crest;438.0;3.0;156.0;10.0;236.0;0.0;4.0;89.0;80.0;9.0;0.0
63145;Égliseneuve-des-Liards;57.0;0.0;27.0;0.0;19.0;0.0;1.0;11.0;16.0;3.0;0.0
63154;Espirat;176.0;5.0;50.0;5.0;42.0;0.0;7.0;11.0;22.0;7.0;0.0
63156;Esteil;18.0;2.0;15.0;0.0;2.0;0.0;0.0;7.0;7.0;1.0;0.0
63160;Aulhat-Flat;324.0;5.0;118.0;11.0;109.0;0.0;1.0;149.0;59.0;7.0;0.0
63166;Gignat;92.0;4.0;38.0;0.0;38.0;0.0;0.0;13.0;20.0;3.0;0.0
63177;Isserteaux;145.0;4.0;72.0;2.0;44.0;0.0;3.0;21.0;36.0;2.0;0.0
63178;Issoire;5416.0;56.0;1347.0;86.0;1341.0;0.0;51.0;1164.0;777.0;166.0;0.0
63182;Jumeaux;201.0;10.0;64.0;3.0;39.0;0.0;2.0;50.0;69.0;2.0;0.0
63185;Lamontgie;219.0;6.0;76.0;6.0;50.0;0.0;5.0;43.0;63.0;4.0;0.0
63188;Laps;200.0;3.0;77.0;0.0;82.0;0.0;2.0;44.0;27.0;4.0;0.0
63205;Manglieu;148.0;8.0;73.0;2.0;44.0;0.0;1.0;41.0;31.0;3.0;0.0
63209;Mareugheol;86.0;0.0;13.0;4.0;34.0;0.0;1.0;21.0;14.0;3.0;0.0
63214;Les Martres-de-Veyre;1676.0;16.0;514.0;33.0;455.0;0.0;18.0;161.0;250.0;34.0;0.0
63222;Meilhaud;224.0;5.0;49.0;2.0;40.0;0.0;1.0;50.0;36.0;13.0;0.0
63226;Mur-sur-Allier;840.0;11.0;263.0;8.0;284.0;0.0;4.0;83.0;147.0;19.0;0.0
63227;Mirefleurs;829.0;18.0;298.0;12.0;321.0;0.0;10.0;123.0;142.0;32.0;0.0
63229;Moissat;517.0;7.0;153.0;8.0;140.0;0.0;10.0;41.0;118.0;13.0;0.0
63241;Montpeyroux;147.0;2.0;57.0;0.0;69.0;0.0;1.0;33.0;23.0;5.0;0.0
63242;Moriat;158.0;6.0;48.0;3.0;24.0;0.0;3.0;39.0;40.0;4.0;0.0
63255;Nonette-Orsonnette;199.0;3.0;76.0;4.0;75.0;0.0;4.0;24.0;54.0;7.0;0.0
63261;Orbeil;340.0;4.0;87.0;5.0;124.0;0.0;3.0;93.0;55.0;9.0;0.0
63262;Orcet;1155.0;18.0;311.0;23.0;386.0;0.0;7.0;146.0;214.0;30.0;0.0
63268;Pardines;84.0;4.0;33.0;2.0;23.0;0.0;3.0;49.0;19.0;0.0;0.0
63269;Parent;322.0;5.0;138.0;5.0;113.0;0.0;4.0;54.0;46.0;7.0;0.0
63270;Parentignat;190.0;2.0;42.0;5.0;70.0;0.0;4.0;62.0;45.0;8.0;0.0
63272;Pérignat-lès-Sarliève;1129.0;10.0;297.0;23.0;529.0;0.0;12.0;200.0;143.0;40.0;0.0
63273;Pérignat-sur-Allier;610.0;16.0;190.0;12.0;249.0;0.0;2.0;82.0;105.0;14.0;0.0
63275;Perrier;287.0;8.0;75.0;7.0;85.0;0.0;3.0;120.0;41.0;9.0;0.0
63277;Peslières;16.0;0.0;10.0;0.0;5.0;0.0;1.0;16.0;5.0;0.0;0.0
63280;Pignols;121.0;2.0;60.0;0.0;54.0;0.0;1.0;20.0;20.0;0.0;0.0
63282;Plauzat;680.0;15.0;213.0;3.0;163.0;0.0;6.0;80.0;109.0;12.0;0.0
63287;Les Pradeaux;107.0;0.0;32.0;3.0;35.0;0.0;4.0;36.0;29.0;1.0;0.0
63296;Ravel;280.0;12.0;107.0;3.0;78.0;0.0;3.0;38.0;63.0;7.0;0.0
63297;Reignat;135.0;6.0;41.0;1.0;44.0;0.0;1.0;9.0;32.0;1.0;0.0
63302;La Roche-Blanche;1157.0;15.0;422.0;19.0;507.0;0.0;10.0;235.0;147.0;40.0;0.0
63306;La Roche-Noire;236.0;6.0;72.0;4.0;102.0;0.0;4.0;46.0;44.0;6.0;0.0
63307;Romagnat;2679.0;34.0;913.0;55.0;1193.0;0.0;30.0;516.0;370.0;70.0;0.0
63321;Saint-Babel;353.0;6.0;109.0;7.0;113.0;0.0;1.0;79.0;51.0;9.0;0.0
63325;Saint-Bonnet-lès-Allier;139.0;5.0;62.0;3.0;31.0;0.0;5.0;19.0;33.0;8.0;0.0
63340;Saint-Étienne-sur-Usson;92.0;3.0;32.0;1.0;41.0;0.0;5.0;37.0;34.0;4.0;0.0
63348;Saint-Genès-la-Tourette;80.0;2.0;25.0;1.0;23.0;0.0;1.0;23.0;18.0;2.0;0.0
63350;Saint-Georges-sur-Allier;501.0;16.0;147.0;14.0;170.0;0.0;2.0;57.0;110.0;17.0;0.0
63352;Saint-Germain-Lembron;729.0;16.0;272.0;7.0;173.0;0.0;10.0;100.0;110.0;19.0;0.0
63356;Saint-Gervazy;145.0;1.0;28.0;3.0;14.0;0.0;2.0;59.0;14.0;3.0;0.0
63366;Saint-Jean-en-Val;111.0;2.0;66.0;1.0;47.0;0.0;1.0;34.0;19.0;2.0;0.0
63367;Saint-Jean-Saint-Gervais;50.0;0.0;16.0;0.0;13.0;0.0;0.0;9.0;15.0;0.0;0.0
63375;Saint-Martin-des-Plains;56.0;2.0;12.0;0.0;17.0;0.0;0.0;34.0;15.0;1.0;0.0
63376;Saint-Martin-d'Ollières;51.0;1.0;21.0;4.0;20.0;0.0;0.0;18.0;17.0;0.0;0.0
63378;Saint-Maurice;328.0;6.0;149.0;0.0;132.0;0.0;9.0;50.0;55.0;9.0;0.0
63389;Saint-Quentin-sur-Sauxillanges;24.0;1.0;22.0;0.0;20.0;0.0;2.0;11.0;12.0;0.0;0.0
63392;Saint-Rémy-de-Chargnat;205.0;2.0;82.0;5.0;42.0;0.0;4.0;78.0;56.0;4.0;0.0
63404;Saint-Yvoine;197.0;2.0;58.0;3.0;81.0;0.0;1.0;46.0;39.0;2.0;0.0
63405;Sallèdes;185.0;1.0;97.0;2.0;54.0;0.0;1.0;31.0;56.0;5.0;0.0
63411;Sauvagnat-Sainte-Marthe;156.0;0.0;72.0;7.0;36.0;0.0;0.0;37.0;42.0;7.0;0.0
63413;La Sauvetat;250.0;3.0;103.0;0.0;76.0;0.0;2.0;36.0;55.0;14.0;0.0
63415;Sauxillanges;471.0;7.0;155.0;1.0;111.0;0.0;2.0;67.0;80.0;11.0;0.0
63422;Solignat;198.0;2.0;48.0;1.0;33.0;0.0;3.0;55.0;25.0;7.0;0.0
63423;Sugères;208.0;4.0;70.0;3.0;72.0;0.0;3.0;35.0;84.0;4.0;0.0
63425;Tallende;628.0;4.0;193.0;9.0;251.0;0.0;10.0;86.0;102.0;23.0;0.0
63439;Usson;91.0;1.0;42.0;0.0;44.0;0.0;2.0;26.0;12.0;0.0;0.0
63442;Valz-sous-Châteauneuf;23.0;0.0;19.0;0.0;11.0;0.0;1.0;17.0;3.0;0.0;0.0
63444;Varennes-sur-Usson;103.0;0.0;33.0;0.0;29.0;0.0;0.0;26.0;16.0;2.0;0.0
63445;Vassel;74.0;3.0;35.0;4.0;26.0;0.0;1.0;11.0;27.0;2.0;0.0
63448;Le Vernet-Chaméane;368.0;6.0;96.0;5.0;65.0;0.0;1.0;108.0;97.0;13.0;0.0
63453;Vertaizon;1360.0;20.0;323.0;12.0;293.0;0.0;11.0;115.0;246.0;28.0;0.0
63455;Veyre-Monton;1479.0;15.0;415.0;36.0;603.0;0.0;10.0;239.0;244.0;48.0;0.0
63456;Vichel;106.0;2.0;37.0;0.0;40.0;0.0;1.0;33.0;34.0;5.0;0.0
63457;Vic-le-Comte;2141.0;31.0;720.0;26.0;633.0;0.0;23.0;243.0;352.0;52.0;0.0
63458;Villeneuve;63.0;0.0;16.0;4.0;16.0;0.0;1.0;5.0;16.0;0.0;0.0
63466;Vodable;79.0;2.0;29.0;2.0;23.0;0.0;0.0;21.0;16.0;0.0;0.0
63472;Yronde-et-Buron;209.0;2.0;121.0;3.0;109.0;0.0;3.0;42.0;36.0;9.0;0.0
63002;Aix-la-Fayette;38.0;1.0;29.0;1.0;9.0;3.0;0.0;2.0;6.0;4.0;0.0
63003;Ambert;2606.0;14.0;1264.0;21.0;370.0;11.0;0.0;271.0;267.0;44.0;0.0
63008;Arconsat;270.0;1.0;100.0;3.0;47.0;4.0;0.0;28.0;40.0;6.0;0.0
63010;Arlanc;693.0;3.0;279.0;4.0;66.0;3.0;0.0;152.0;118.0;10.0;0.0
63015;Aubusson-d'Auvergne;113.0;0.0;51.0;3.0;15.0;1.0;0.0;5.0;10.0;0.0;0.0
63016;Augerolles;353.0;2.0;249.0;4.0;56.0;1.0;0.0;26.0;62.0;12.0;0.0
63023;Auzelles;145.0;0.0;136.0;3.0;18.0;1.0;0.0;11.0;21.0;13.0;0.0
63027;Baffie;42.0;0.0;39.0;3.0;18.0;1.0;0.0;4.0;11.0;4.0;0.0
63037;Bertignat;141.0;0.0;149.0;4.0;32.0;3.0;0.0;17.0;38.0;5.0;0.0
63039;Beurières;109.0;0.0;92.0;2.0;16.0;9.0;0.0;15.0;27.0;2.0;0.0
63040;Billom;1714.0;19.0;939.0;28.0;293.0;16.0;0.0;113.0;292.0;38.0;0.0
63044;Bongheat;145.0;5.0;115.0;5.0;24.0;2.0;0.0;5.0;32.0;0.0;0.0
63045;Bort-l'Etang;252.0;3.0;151.0;7.0;27.0;3.0;0.0;12.0;49.0;5.0;0.0
63056;Brousse;148.0;2.0;141.0;2.0;21.0;0.0;0.0;9.0;31.0;0.0;0.0
63057;Le Brugeron;76.0;0.0;114.0;1.0;15.0;5.0;0.0;14.0;36.0;4.0;0.0
63058;Bulhon;233.0;4.0;103.0;3.0;42.0;3.0;0.0;19.0;44.0;6.0;0.0
63065;Ceilloux;55.0;2.0;56.0;3.0;19.0;2.0;0.0;3.0;9.0;0.0;0.0
63066;Celles-sur-Durolle;678.0;4.0;362.0;6.0;110.0;9.0;0.0;66.0;119.0;23.0;0.0
63072;Chabreloche;473.0;6.0;241.0;4.0;62.0;4.0;0.0;25.0;100.0;11.0;0.0
63076;Chambon-sur-Dolore;64.0;0.0;64.0;0.0;10.0;1.0;0.0;5.0;11.0;1.0;0.0
63081;Champétières;85.0;2.0;84.0;0.0;13.0;0.0;0.0;19.0;26.0;1.0;0.0
63086;La Chapelle-Agnon;134.0;5.0;102.0;2.0;34.0;7.0;0.0;23.0;22.0;2.0;0.0
63089;Chappes;654.0;9.0;242.0;12.0;142.0;9.0;0.0;39.0;150.0;16.0;0.0
63095;Charnat;69.0;2.0;52.0;3.0;8.0;0.0;0.0;9.0;12.0;4.0;0.0
63102;Châteldon;287.0;5.0;193.0;7.0;53.0;5.0;0.0;21.0;60.0;15.0;0.0
63104;La Chaulme;43.0;0.0;37.0;1.0;22.0;2.0;0.0;6.0;26.0;3.0;0.0
63105;Chaumont-le-Bourg;83.0;0.0;61.0;1.0;14.0;1.0;0.0;9.0;22.0;1.0;0.0
63107;Chavaroux;189.0;1.0;82.0;3.0;45.0;2.0;0.0;23.0;28.0;5.0;0.0
63112;Clerlande;198.0;2.0;93.0;4.0;45.0;6.0;0.0;39.0;63.0;12.0;0.0
63119;Condat-lès-Montboissier;82.0;4.0;83.0;2.0;25.0;0.0;0.0;5.0;9.0;6.0;0.0
63125;Courpière;1711.0;10.0;756.0;19.0;245.0;15.0;0.0;144.0;273.0;38.0;0.0
63128;Crevant-Laveine;327.0;7.0;206.0;3.0;49.0;7.0;0.0;23.0;107.0;9.0;0.0
63131;Culhat;445.0;3.0;176.0;8.0;68.0;5.0;0.0;31.0;120.0;7.0;0.0
63132;Cunlhat;394.0;6.0;297.0;4.0;88.0;14.0;0.0;34.0;51.0;9.0;0.0
63136;Domaize;114.0;2.0;140.0;3.0;25.0;4.0;0.0;11.0;22.0;8.0;0.0
63137;Doranges;89.0;0.0;52.0;0.0;15.0;3.0;0.0;3.0;24.0;1.0;0.0
63138;Dorat;225.0;0.0;178.0;4.0;45.0;1.0;0.0;14.0;62.0;9.0;0.0
63139;Dore-l'Église;261.0;4.0;151.0;4.0;27.0;6.0;0.0;66.0;66.0;5.0;0.0
63142;Échandelys;68.0;0.0;75.0;0.0;18.0;4.0;0.0;19.0;15.0;3.0;0.0
63146;Égliseneuve-près-Billom;287.0;8.0;258.0;5.0;77.0;6.0;0.0;26.0;44.0;8.0;0.0
63147;Églisolles;99.0;1.0;102.0;1.0;16.0;5.0;0.0;12.0;25.0;8.0;0.0
63148;Ennezat;812.0;8.0;368.0;14.0;239.0;8.0;0.0;95.0;193.0;34.0;0.0
63149;Entraigues;209.0;4.0;154.0;2.0;69.0;5.0;0.0;13.0;49.0;2.0;0.0
63151;Escoutoux;538.0;8.0;318.0;2.0;83.0;7.0;0.0;39.0;128.0;22.0;0.0
63155;Estandeuil;141.0;2.0;126.0;4.0;32.0;4.0;0.0;9.0;42.0;6.0;0.0
63157;Fayet-le-Château;118.0;2.0;93.0;5.0;29.0;3.0;0.0;14.0;24.0;11.0;0.0
63158;Fayet-Ronaye;50.0;0.0;42.0;3.0;5.0;1.0;0.0;3.0;4.0;1.0;0.0
63161;La Forie;148.0;0.0;89.0;1.0;10.0;2.0;0.0;12.0;16.0;1.0;0.0
63162;Fournols;126.0;2.0;92.0;2.0;31.0;2.0;0.0;18.0;20.0;2.0;0.0
63168;Glaine-Montaigut;202.0;0.0;173.0;7.0;27.0;3.0;0.0;9.0;57.0;3.0;0.0
63173;Grandrif;80.0;1.0;66.0;3.0;22.0;3.0;0.0;8.0;17.0;2.0;0.0
63174;Grandval;37.0;1.0;54.0;0.0;5.0;2.0;0.0;8.0;13.0;1.0;0.0
63179;Job;431.0;4.0;261.0;2.0;38.0;4.0;0.0;44.0;54.0;9.0;0.0
63180;Joze;447.0;3.0;175.0;20.0;66.0;5.0;0.0;54.0;98.0;22.0;0.0
63184;Lachaux;118.0;1.0;97.0;3.0;19.0;2.0;0.0;6.0;14.0;4.0;0.0
63193;Lempdes;3076.0;56.0;1228.0;62.0;728.0;42.0;0.0;229.0;635.0;77.0;0.0
63194;Lempty;170.0;0.0;65.0;2.0;19.0;5.0;0.0;7.0;49.0;4.0;0.0
63195;Lezoux;2332.0;23.0;830.0;48.0;380.0;20.0;0.0;161.0;445.0;45.0;0.0
63196;Limons;290.0;2.0;197.0;3.0;27.0;2.0;0.0;6.0;64.0;8.0;0.0
63200;Lussat;310.0;5.0;127.0;11.0;93.0;6.0;0.0;28.0;102.0;7.0;0.0
63201;Luzillat;421.0;5.0;199.0;12.0;48.0;6.0;0.0;25.0;94.0;10.0;0.0
63207;Marat;271.0;2.0;223.0;6.0;32.0;3.0;0.0;29.0;76.0;8.0;0.0
63210;Maringues;1091.0;8.0;430.0;33.0;168.0;12.0;0.0;63.0;206.0;38.0;0.0
63211;Marsac-en-Livradois;574.0;2.0;367.0;7.0;41.0;6.0;0.0;69.0;109.0;13.0;0.0
63213;Les Martres-d'Artière;804.0;9.0;279.0;7.0;192.0;15.0;0.0;69.0;216.0;28.0;0.0
63215;Martres-sur-Morge;224.0;5.0;125.0;3.0;56.0;2.0;0.0;14.0;99.0;1.0;0.0
63216;Mauzun;38.0;0.0;43.0;0.0;9.0;0.0;0.0;5.0;3.0;4.0;0.0
63218;Mayres;76.0;1.0;50.0;0.0;10.0;1.0;0.0;15.0;17.0;1.0;0.0
