CODGEO;LIBGEO;Abstention;Arthaud;Roussel;Macron;Lassalle;Le Pen;Zemmour;Mélenchon;Hidalgo;Jadot;Pécresse;Poutou;Dupont-Aignan
09309;Teilhet;16;0;2;10;14;37;13;19;6;6;3;2;2
09310;Thouars-sur-Arize;5;0;3;4;7;10;1;2;1;0;1;1;1
09311;Tignac;5;0;0;4;4;7;0;13;0;1;0;1;0
09312;La Tour-du-Crieu;474;6;55;409;131;544;149;344;55;41;35;10;25
09313;Tourtouse;15;0;2;26;17;13;3;57;6;3;1;2;2
09314;Tourtrol;43;0;1;46;18;39;3;54;2;2;5;1;4
09315;Trémoulet;16;0;0;12;6;23;6;15;1;0;4;1;0
09316;Troye-d'Ariège;18;3;2;11;10;25;6;15;1;1;1;0;0
09318;Unac;20;0;1;14;11;32;2;14;1;3;2;0;1
09319;Unzent;14;0;1;6;8;23;4;27;0;7;1;0;4
09320;Urs;7;0;2;3;1;11;1;6;0;2;2;1;0
09321;Ussat;25;2;5;56;20;56;14;39;3;5;4;3;11
09322;Ustou;84;2;9;43;30;58;12;55;20;11;5;2;1
09323;Vals;16;0;3;13;9;20;4;15;2;2;2;0;0
09324;Varilhes;646;9;61;416;164;543;148;401;75;54;46;19;40
09325;Vaychis;12;0;1;5;8;7;1;5;3;0;3;0;0
09326;Vèbre;25;0;3;18;18;24;7;36;4;3;4;0;3
09327;Ventenac;31;0;3;28;14;48;6;49;3;3;1;0;3
09328;Verdun;32;1;6;27;14;31;8;41;12;4;5;2;5
09329;Vernajoul;76;1;16;100;31;96;29;97;22;21;8;6;5
09330;Vernaux;8;0;1;6;2;5;3;11;1;0;0;0;0
09331;Le Vernet;91;1;4;73;21;140;38;91;13;10;16;2;11
09332;Verniolle;362;6;51;322;118;346;99;317;48;55;41;17;28
09334;Val-de-Sos;120;4;12;121;34;77;17;112;24;14;11;2;10
09335;Villeneuve;5;1;0;7;8;2;0;15;4;2;1;0;0
09336;Villeneuve-d'Olmes;196;3;23;120;41;210;44;125;16;4;22;5;12
09338;Villeneuve-du-Latou;10;0;3;10;5;18;12;23;4;3;3;1;12
09339;Villeneuve-du-Paréage;97;3;19;76;37;165;48;72;12;13;15;1;3
09340;Vira;14;1;5;28;6;35;6;25;3;5;2;2;0
09341;Viviès;12;0;1;12;10;22;11;25;3;1;0;0;4
09342;Sainte-Suzanne;21;0;3;28;22;50;15;35;5;2;7;3;2
10002;Ailleville;44;1;4;41;3;55;8;28;2;2;4;2;3
10003;Aix-Villemaur-Pâlis;662;16;55;444;42;693;185;295;23;29;93;13;52
10004;Allibaudières;41;0;0;19;4;56;10;9;0;1;11;3;2
10005;Amance;51;3;5;31;7;61;13;12;2;2;6;0;4
10006;Arcis-sur-Aube;550;13;24;310;28;471;98;165;12;26;69;14;48
10007;Arconville;28;1;1;13;2;20;3;5;0;1;2;0;4
10008;Argançon;25;0;3;18;1;21;1;6;0;3;7;1;4
10009;Arrelles;9;2;0;17;1;19;12;3;0;0;11;0;5
10010;Arrembécourt;11;0;0;3;0;16;1;2;0;0;8;0;1
10011;Arrentières;43;0;0;36;1;40;14;6;0;1;9;2;6
10012;Arsonval;56;1;3;52;6;75;9;9;3;0;8;0;0
10013;Assenay;6;1;3;19;4;35;21;17;1;4;4;0;4
10014;Assencières;37;0;0;26;2;50;3;9;4;0;3;3;3
10015;Aubeterre;42;1;3;55;5;85;7;25;0;4;8;0;7
10017;Aulnay;22;0;0;24;1;20;7;6;0;0;9;1;1
10018;Auxon;138;3;8;103;15;210;42;82;11;13;31;5;12
10019;Val-d'Auzon;67;1;3;55;7;75;18;10;0;11;14;4;12
10020;Avant-lès-Marcilly;79;2;5;61;6;100;22;35;0;1;21;5;6
10021;Avant-lès-Ramerupt;36;0;3;19;2;30;9;5;0;2;9;1;5
10022;Avirey-Lingey;29;1;0;29;3;48;15;8;2;1;13;1;9
10023;Avon-la-Pèze;29;2;0;33;4;47;10;12;1;0;5;1;7
10024;Avreuil;33;0;1;33;8;40;3;5;0;2;7;1;3
10025;Bagneux-la-Fosse;33;1;3;47;2;35;11;3;0;2;10;0;5
10026;Bailly-le-Franc;7;0;0;7;0;5;4;0;0;0;3;0;1
10027;Balignicourt;16;2;1;11;2;10;2;6;0;0;2;0;5
10028;Balnot-la-Grange;19;1;0;17;0;32;6;7;1;2;9;0;6
10029;Balnot-sur-Laignes;36;0;1;22;4;43;8;8;1;4;6;1;10
10030;Barberey-Saint-Sulpice;224;8;12;175;13;260;38;126;7;21;39;5;27
10031;Barbuise;86;2;7;40;7;116;22;35;1;8;16;3;5
10032;Baroville;64;2;5;56;6;79;12;11;1;6;11;3;9
10033;Bar-sur-Aube;1034;15;53;501;44;637;172;292;29;49;116;12;51
10034;Bar-sur-Seine;583;12;31;270;16;425;85;179;9;44;79;2;14
10035;Bayel;125;5;19;83;17;191;22;36;2;5;9;3;13
10037;Bercenay-en-Othe;79;0;5;68;12;102;22;38;1;7;17;1;7
10038;Bercenay-le-Hayer;31;1;4;18;6;45;9;18;2;2;9;1;2
10039;Bergères;31;0;1;21;0;23;3;4;0;3;13;0;4
10040;Bernon;48;0;3;23;3;36;7;7;0;1;6;0;2
10041;Bertignolles;8;0;0;5;0;25;1;1;0;0;5;0;0
10042;Bérulle;33;0;1;37;4;66;15;26;2;5;10;1;2
10043;Bessy;24;0;0;20;2;33;7;6;0;0;4;0;0
10044;Bétignicourt;3;0;0;3;0;17;1;4;0;0;3;0;0
10045;Beurey;33;1;6;36;3;25;7;15;1;5;19;1;2
10046;Blaincourt-sur-Aube;12;0;3;12;5;26;4;6;1;1;6;0;1
10047;Blignicourt;5;0;0;1;0;11;16;2;0;0;6;0;0
10048;Bligny;43;0;0;24;3;42;7;14;0;2;7;1;5
10049;Les Bordes-Aumont;87;0;4;74;9;92;30;47;3;9;24;2;8
10050;Bossancourt;42;1;6;23;4;50;10;16;0;4;5;2;2
10051;Bouilly;142;6;15;167;13;188;30;107;7;16;25;5;23
10052;Boulages;36;0;2;41;4;48;10;7;0;8;8;0;3
10053;Bouranton;76;5;3;109;11;157;31;39;5;10;15;2;15
10054;Bourdenay;23;1;3;22;1;34;17;1;0;1;4;0;4
10055;Bourguignons;41;1;0;36;3;68;13;14;1;8;12;2;3
10056;Bouy-Luxembourg;35;1;3;32;7;52;8;11;0;4;8;0;5
10057;Bouy-sur-Orvin;7;0;1;8;2;9;3;2;0;2;6;0;1
10058;Bragelogne-Beauvoir;34;2;3;49;7;56;16;13;1;2;13;1;4
10059;Braux;29;1;0;12;1;29;7;8;2;2;1;1;5
10060;Bréviandes;392;10;19;478;26;430;127;214;24;61;72;13;34
10061;Brévonnes;116;3;8;75;7;161;34;50;9;19;19;2;11
10062;Briel-sur-Barse;26;1;1;29;1;56;12;8;0;2;13;0;3
10063;Brienne-la-Vieille;76;5;2;57;10;110;15;19;4;4;10;2;5
10064;Brienne-le-Château;551;11;35;355;28;486;98;120;11;30;61;10;33
10065;Brillecourt;13;0;0;10;0;31;7;10;0;0;2;0;0
10066;Bucey-en-Othe;80;2;4;70;11;72;24;40;3;11;18;2;14
10067;Buchères;290;7;26;252;23;343;98;105;5;30;60;4;35
10068;Buxeuil;27;0;0;28;3;30;8;1;0;0;6;1;7
10069;Buxières-sur-Arce;26;1;1;21;2;19;7;3;1;2;10;0;8
10070;Celles-sur-Ource;90;1;9;128;10;73;21;18;1;9;35;1;7
10071;Chacenay;7;1;0;10;1;22;1;5;1;0;2;0;0
10072;La Chaise;6;0;1;3;1;12;0;1;0;1;0;0;3
10073;Chalette-sur-Voire;17;3;0;15;0;38;4;4;2;4;4;2;2
10074;Chamoy;80;3;13;86;6;109;15;24;3;8;14;2;6
10075;Champfleury;23;1;2;17;4;30;6;5;0;0;2;3;2
10076;Champignol-lez-Mondeville;51;2;2;41;10;82;13;17;1;5;11;5;6
10077;Champigny-sur-Aube;26;0;1;12;2;16;5;1;0;2;6;0;2
10078;Champ-sur-Barse;2;0;0;4;0;10;3;1;0;0;2;0;0
10079;Channes;22;0;0;29;2;23;6;3;0;1;5;0;1
10080;Chaource;203;5;11;123;20;229;43;46;3;6;27;3;25
10081;La Chapelle-Saint-Luc;1972;24;71;963;78;1008;204;1261;65;99;126;20;96
10082;Chapelle-Vallon;33;1;2;24;8;63;7;18;2;2;3;1;5
10083;Chappes;50;4;1;53;7;67;26;18;0;5;11;1;5
10084;Charmont-sous-Barbuise;142;3;11;170;18;215;40;104;8;31;38;3;15
10085;Charmoy;6;0;0;7;2;15;1;5;0;1;7;1;3
10086;Charny-le-Bachot;47;1;2;29;6;54;12;6;0;4;17;1;7
10087;Chaserey;12;0;1;2;1;17;0;3;0;2;1;0;4
10089;Châtres;98;2;16;87;11;145;22;38;2;4;26;0;9
10090;Chauchigny;32;1;0;32;3;62;9;19;3;3;3;1;8
10091;Chaudrey;17;0;2;20;5;43;5;6;0;7;3;0;1
10092;Chauffour-lès-Bailly;18;0;2;16;3;44;4;6;1;2;4;1;2
10093;Chaumesnil;15;0;2;19;1;40;4;3;0;0;4;1;2
10094;Chavanges;125;1;2;87;10;163;13;24;3;5;17;2;6
10095;Le Chêne;52;1;0;54;5;79;8;17;2;2;6;1;9
10096;Chennegy;63;1;8;70;9;102;27;34;3;13;18;5;9
10097;Chervey;26;0;0;22;1;41;5;7;0;0;33;1;2
10098;Chesley;73;0;2;54;5;59;11;22;2;2;12;2;6
10099;Chessy-les-Prés;81;6;3;69;6;111;24;39;4;12;14;3;15
10100;Clérey;180;3;9;192;7;273;70;73;3;9;33;1;11
10101;Coclois;19;0;0;28;2;41;6;7;0;3;9;0;1
10102;Colombé-la-Fosse;40;0;1;40;7;34;9;2;0;2;8;0;3
10103;Colombé-le-Sec;18;0;1;23;5;30;8;5;3;6;8;0;3
10104;Cormost;62;2;2;46;3;73;15;14;0;4;17;6;5
10105;Courcelles-sur-Voire;5;0;0;2;0;16;1;1;0;0;0;0;1
10106;Courceroy;24;3;0;17;0;27;7;5;0;1;10;1;0
10107;Coursan-en-Othe;15;0;2;17;0;25;7;10;0;2;9;0;1
10108;Courtaoult;12;0;0;14;1;13;7;1;0;4;6;0;0
10109;Courtenot;31;1;4;30;8;63;17;12;5;1;7;1;5
10110;Courteranges;111;2;16;76;13;127;23;44;6;23;13;0;11
10111;Courteron;24;1;0;20;5;20;11;9;2;3;8;0;2
10112;Coussegrey;28;0;2;22;5;26;9;11;3;1;10;0;2
10113;Couvignon;29;3;4;35;12;43;18;10;1;8;4;1;5
10114;Crancey;128;0;9;80;7;140;26;43;5;9;19;6;10
10115;Creney-près-Troyes;265;13;24;331;24;383;93;139;22;32;108;2;41
10116;Crésantignes;41;2;1;63;8;63;18;28;3;7;13;0;6
10117;Crespy-le-Neuf;24;0;0;17;3;36;5;2;1;1;4;0;0
10118;Les Croûtes;18;2;1;7;5;32;4;6;1;0;5;1;5
10119;Cunfin;30;2;3;28;3;36;17;27;1;12;10;1;2
10120;Cussangy;36;1;2;23;9;52;10;13;1;3;2;0;1
10121;Dampierre;51;1;4;55;6;82;16;8;1;0;18;1;5
10122;Davrey;41;3;6;20;2;60;13;13;2;3;16;0;2
10123;Dienville;203;3;11;98;15;214;31;56;8;17;34;3;6
10124;Dierrey-Saint-Julien;49;0;2;32;7;58;13;34;0;3;10;1;4
10125;Dierrey-Saint-Pierre;38;0;3;25;7;77;20;20;2;4;14;0;2
10126;Dolancourt;37;1;0;18;1;38;5;6;0;0;10;0;3
10127;Dommartin-le-Coq;8;0;0;14;4;17;1;2;0;0;3;0;3
10128;Donnement;17;0;0;18;1;14;1;12;0;3;4;1;1
10129;Dosches;42;1;7;60;6;47;14;34;1;11;12;3;5
10130;Dosnon;21;0;1;20;7;25;5;2;0;3;4;0;3
10131;Droupt-Saint-Basle;59;1;5;24;7;95;34;18;2;6;16;2;6
10132;Droupt-Sainte-Marie;38;1;1;36;1;85;9;7;2;1;19;0;6
10133;Eaux-Puiseaux;31;2;0;48;10;48;13;23;6;8;5;0;2
10134;Echemines;11;0;1;18;4;9;6;4;0;1;10;4;0
10135;Eclance;22;0;0;23;3;25;4;4;0;3;2;0;2
10136;Eguilly-sous-Bois;24;0;0;29;1;23;4;7;1;1;8;1;2
10137;Engente;5;0;0;16;0;8;10;2;1;0;0;1;0
10138;Epagne;13;1;0;30;4;39;4;5;2;2;5;0;3
10139;Epothémont;25;1;5;25;1;50;9;8;0;1;3;0;3
10140;Ervy-le-Châtel;234;5;4;121;11;223;36;46;11;11;37;1;9
10141;Essoyes;137;4;6;87;18;141;15;42;2;10;29;5;6
10142;Estissac;328;5;22;233;32;341;74;131;9;42;53;7;25
10143;Etourvy;25;5;5;39;3;46;10;8;1;3;10;2;4
10144;Etrelles-sur-Aube;18;0;0;20;4;42;9;12;0;0;6;0;6
10145;Faux-Villecerf;25;1;0;56;6;49;4;15;1;9;13;1;3
10146;Fay-lès-Marcilly;12;0;1;11;1;33;0;2;1;0;8;0;1
10147;Fays-la-Chapelle;35;2;4;15;4;29;1;12;3;0;5;0;3
10148;Ferreux-Quincey;72;4;6;46;6;85;30;29;1;5;26;1;6
10149;Feuges;29;0;5;51;2;45;21;29;5;7;11;1;16
10150;Fontaine;35;0;11;49;5;54;10;15;2;3;11;1;4
10151;Fontaine-les-Grès;151;2;10;136;12;190;22;45;2;12;21;1;14
10153;Fontaine-Mâcon;136;1;9;55;2;177;13;30;3;2;35;3;10
10154;Fontenay-de-Bossery;14;0;0;14;1;29;2;0;1;0;11;0;1
10155;Fontette;43;1;0;31;2;36;7;2;0;4;26;0;2
10156;Fontvannes;96;7;7;89;9;152;10;51;7;10;26;2;6
10157;La Fosse-Corduan;36;1;4;39;2;57;7;9;0;6;11;0;1
10158;Fouchères;69;4;5;53;14;90;35;31;4;14;18;5;12
10159;Fralignes;9;0;0;14;1;20;6;2;2;0;2;0;2
10160;Fravaux;9;0;0;5;2;14;5;0;0;0;2;0;4
10161;Fresnay;8;0;0;17;0;7;1;0;0;1;8;0;1
10162;Fresnoy-le-Château;48;2;2;27;12;69;31;27;5;1;5;1;7
10163;Fuligny;9;0;0;18;2;11;5;1;0;1;5;0;1
10164;Gélannes;117;5;7;80;14;153;32;55;4;5;17;1;9
10165;Géraudot;75;2;5;55;7;76;22;24;1;10;26;0;1
10166;Les Grandes-Chapelles;58;1;3;43;11;105;13;24;3;3;15;3;9
10167;Grandville;20;0;0;16;1;17;0;2;0;0;0;0;2
10168;Les Granges;13;0;0;8;3;23;6;1;1;0;1;1;3
10169;Gumery;42;0;6;36;3;36;7;17;2;5;16;1;2
10170;Gyé-sur-Seine;76;2;6;56;5;111;22;14;1;6;21;2;6
10171;Hampigny;44;1;1;18;3;81;9;17;0;1;11;0;2
10172;Herbisse;19;0;1;32;0;45;3;6;1;4;10;1;3
10173;Isle-Aumont;69;1;6;96;6;112;28;32;4;14;16;1;9
10174;Isle-Aubigny;27;0;2;31;4;41;3;10;0;2;8;0;3
10175;Jasseines;30;1;1;30;10;27;8;9;1;3;10;1;2
10176;Jaucourt;24;0;4;15;1;39;8;9;1;3;6;0;3
10177;Javernant;12;1;1;32;3;33;7;7;3;5;8;0;7
10178;Jessains;40;1;4;42;7;65;20;22;2;0;8;1;4
10179;Jeugny;102;4;10;51;6;106;14;44;2;5;8;5;3
10180;Joncreuil;19;0;1;19;3;20;2;2;0;1;2;0;0
10181;Jully-sur-Sarce;60;0;1;50;3;62;10;9;3;5;12;3;6
10182;Juvancourt;23;0;2;17;3;29;7;17;0;2;1;2;2
10183;Juvanzé;4;0;2;8;0;6;4;0;0;1;3;0;1
10184;Juzanvigny;39;2;2;15;3;22;1;4;1;4;7;0;1
10185;Lagesse;43;0;0;23;5;62;15;10;0;0;11;0;1
10186;Laines-aux-Bois;72;2;7;114;9;102;43;40;6;10;18;1;17
10187;Landreville;71;2;4;72;13;95;21;26;1;3;25;1;8
10188;Lantages;35;1;1;37;5;37;15;20;0;10;6;0;0
10189;Lassicourt;7;0;0;6;0;20;3;3;1;0;2;0;0
10190;Laubressel;58;3;11;98;8;134;35;27;3;9;25;1;8
10191;Lavau;145;4;11;143;15;169;37;88;10;9;44;4;19
10192;Lentilles;21;0;3;20;1;33;6;3;0;0;2;0;8
10193;Lesmont;35;1;1;45;8;71;11;23;3;6;7;3;3
10194;Lévigny;12;0;1;15;2;28;10;7;0;0;6;0;3
10195;Lhuître;57;0;1;41;8;67;11;14;1;2;9;3;3
10196;Lignières;28;1;6;29;10;40;14;8;0;2;8;2;5
10197;Lignol-le-Château;36;0;3;29;3;33;17;11;3;0;3;0;6
10198;Lirey;14;1;2;15;3;18;2;20;0;3;5;2;1
10199;Loches-sur-Ource;59;0;3;54;7;76;11;11;3;6;22;2;4
10200;La Loge-aux-Chèvres;13;0;0;15;7;33;8;2;1;5;8;0;1
10201;La Loge-Pomblin;12;0;1;6;0;20;3;4;0;0;2;0;2
10202;Les Loges-Margueron;29;0;6;17;2;52;7;6;0;7;5;0;3
10203;Longchamp-sur-Aujon;77;1;4;54;5;98;14;24;2;7;7;2;8
10204;Longeville-sur-Mogne;32;0;3;20;3;28;7;7;0;1;4;0;1
10205;Longpré-le-Sec;8;0;3;16;4;14;6;1;1;0;5;0;1
10206;Longsols;24;0;0;26;6;23;19;7;0;2;7;1;1
10207;Longueville-sur-Aube;24;0;0;19;4;38;10;5;1;3;3;0;2
10208;La Louptière-Thénard;39;3;8;44;9;48;13;22;0;10;16;1;2
10209;Lusigny-sur-Barse;346;7;17;317;21;404;103;156;14;37;59;8;39
10210;Luyères;63;1;2;102;5;101;10;38;4;3;14;0;9
10211;Macey;118;4;11;188;9;196;46;59;7;16;24;3;11
10212;Machy;19;2;2;10;1;22;5;10;0;1;7;1;1
10213;Magnant;29;0;1;22;2;37;2;7;2;0;15;0;3
10214;Magnicourt;9;1;0;14;3;17;4;6;2;1;6;1;3
10215;Magny-Fouchard;42;0;3;44;4;62;11;15;2;4;6;0;3
10216;Mailly-le-Camp;289;0;12;134;16;256;61;41;3;4;30;3;16
10217;Maison-des-Champs;4;1;1;4;0;16;1;2;0;0;0;0;0
10218;Maisons-lès-Chaource;25;1;1;16;1;49;10;10;0;4;8;2;5
10219;Maisons-lès-Soulaines;28;0;0;8;2;5;0;2;0;0;2;0;1
10220;Maizières-la-Grande-Paroisse;336;6;12;185;17;321;62;134;9;22;53;10;19
10221;Maizières-lès-Brienne;37;0;0;14;3;39;4;15;1;2;5;1;5
10222;Maraye-en-Othe;73;1;8;54;13;118;18;47;2;5;13;2;9
10223;Marcilly-le-Hayer;114;2;9;56;7;162;24;21;2;3;17;3;11
10224;Marigny-le-Châtel;270;6;29;178;20;393;81;115;12;16;37;6;25
10225;Marnay-sur-Seine;41;0;3;29;4;62;20;13;2;10;18;0;6
10226;Marolles-lès-Bailly;13;1;0;13;3;35;4;4;0;2;3;0;6
10227;Marolles-sous-Lignières;59;1;8;45;10;70;19;29;5;1;12;0;6
10228;Mathaux;43;2;1;21;7;58;11;2;1;0;9;3;2
10229;Maupas;21;0;0;19;0;32;4;1;0;0;1;0;1
10230;Mergey;83;7;7;117;10;170;25;31;0;9;22;2;15
10231;Le Mériot;93;5;5;49;7;126;16;55;4;9;18;1;13
10232;Merrey-sur-Arce;47;1;5;39;12;73;8;16;1;10;10;1;3
10233;Méry-sur-Seine;238;7;20;150;10;297;71;70;13;16;33;2;24
10234;Mesgrigny;40;1;0;32;5;64;4;10;0;8;5;2;1
10235;Mesnil-la-Comtesse;8;2;0;6;2;13;3;3;2;1;2;0;3
10236;Mesnil-Lettre;11;0;0;13;2;16;2;5;0;0;3;2;3
10237;Mesnil-Saint-Loup;81;1;3;137;14;75;25;25;7;14;33;2;12
10238;Mesnil-Saint-Père;54;1;14;53;7;109;19;32;5;5;7;0;10
10239;Mesnil-Sellières;123;4;4;89;12;145;25;32;10;11;11;4;17
10240;Messon;77;0;3;68;7;86;21;55;5;17;14;1;12
10241;Metz-Robert;9;0;1;3;3;10;1;6;0;0;4;0;2
10242;Meurville;32;1;6;30;2;40;12;5;1;5;15;0;1
10243;Molins-sur-Aube;11;0;0;22;4;20;3;10;0;3;3;2;2
10245;Montaulin;144;5;9;113;9;185;35;68;3;9;11;6;12
10246;Montceaux-lès-Vaudes;57;1;7;35;1;64;12;14;1;5;3;2;2
10247;Montfey;20;2;0;14;4;30;7;17;1;2;6;3;4
10248;Montgueux;55;0;4;94;7;81;27;9;0;8;28;1;8
10249;Montiéramey;79;1;5;77;11;85;15;35;7;3;14;1;7
10250;Montier-en-l'Isle;47;1;3;33;1;62;17;15;1;4;13;1;7
10251;Montigny-les-Monts;50;0;7;30;6;80;11;26;0;8;14;2;3
10252;Montmartin-le-Haut;13;0;0;10;5;12;4;2;0;0;10;0;0
10253;Montmorency-Beaufort;31;1;9;15;2;27;10;15;3;4;2;1;2
10254;Montpothier;59;3;4;31;11;73;10;25;2;5;18;3;13
10255;Montreuil-sur-Barse;30;4;3;51;7;62;29;16;1;6;9;2;12
10256;Montsuzain;58;4;1;70;10;80;19;28;2;7;10;1;7
10257;Morembert;6;0;1;7;1;8;1;1;0;1;0;0;0
10258;Morvilliers;62;0;2;24;3;83;14;10;1;9;14;0;5
10259;La Motte-Tilly;58;1;5;53;10;92;10;26;1;5;6;2;3
10260;Moussey;79;2;6;107;7;125;31;40;6;21;25;2;8
10261;Mussy-sur-Seine;161;3;7;105;13;224;28;44;4;8;33;4;12
10262;Neuville-sur-Seine;70;2;6;72;4;87;17;17;4;7;28;1;5
10263;Neuville-sur-Vanne;86;1;7;58;9;93;23;63;1;9;20;0;6
10264;Noé-les-Mallets;32;0;0;16;0;25;5;9;0;1;11;0;2
10265;Les Noës-près-Troyes;620;6;34;380;36;396;88;338;18;48;53;13;26
10266;Nogent-en-Othe;5;0;4;12;0;8;0;7;2;2;0;2;0
10267;Nogent-sur-Aube;42;2;2;43;7;86;16;9;0;4;18;1;4
10268;Nogent-sur-Seine;979;16;50;571;70;779;186;414;30;68;190;22;66
10269;Nozay;15;0;1;37;5;38;8;7;0;1;5;1;1
10270;Onjon;50;1;1;57;7;47;10;19;2;6;12;1;4
10271;Origny-le-Sec;89;4;13;77;9;144;29;35;6;16;30;2;9
10272;Ormes;28;0;2;34;5;46;7;8;1;2;7;1;1
10273;Ortillon;2;0;1;6;0;13;0;1;0;2;1;0;0
10274;Orvilliers-Saint-Julien;59;1;5;44;7;72;9;20;2;1;17;3;7
10275;Ossey-les-Trois-Maisons;116;0;13;48;4;121;23;35;2;8;20;3;10
10276;Paisy-Cosdon;59;1;5;49;6;69;14;25;2;9;12;1;4
10278;Pargues;21;1;4;17;0;25;4;5;0;0;14;1;2
10279;Pars-lès-Chavanges;11;0;0;9;4;19;4;6;0;0;4;0;1
10280;Pars-lès-Romilly;147;4;8;101;8;178;29;50;4;12;25;5;18
10281;Le Pavillon-Sainte-Julie;47;2;2;41;15;84;12;16;0;1;6;1;9
10282;Payns;217;0;11;168;23;304;56;78;12;22;55;5;27
10283;Pel-et-Der;25;1;1;22;6;26;6;11;1;5;9;0;2
10284;Périgny-la-Rose;21;1;2;13;1;36;1;12;0;3;7;1;4
10285;Perthes-lès-Brienne;10;0;1;19;1;19;0;3;0;0;2;0;0
10286;Petit-Mesnil;44;0;3;53;1;54;5;5;2;2;9;2;6
10287;Piney;201;1;10;196;15;304;61;81;11;16;64;4;5
10288;Plaines-Saint-Lange;57;0;1;29;4;78;16;4;3;0;4;0;5
10289;Plancy-l'Abbaye;177;3;14;125;15;217;29;54;4;9;45;3;10
10290;Planty;28;1;0;37;9;51;15;15;3;5;9;0;5
10291;Plessis-Barbuise;23;0;1;17;2;46;10;14;1;0;9;2;2
10293;Poivres;18;1;1;20;8;50;5;4;0;3;5;0;1
10294;Poligny;13;1;0;1;3;21;3;4;0;0;3;0;3
10295;Polisot;36;1;3;50;4;68;26;14;1;9;15;0;4
10296;Polisy;37;1;1;39;4;36;7;6;0;7;12;2;11
10297;Pont-Sainte-Marie;879;10;43;611;51;538;126;394;23;60;115;14;41
10298;Pont-sur-Seine;229;4;14;86;21;217;33;81;4;8;21;6;26
10299;Pouan-les-Vallées;82;4;7;78;11;137;28;29;2;8;28;2;16
10300;Pougy;46;0;0;45;1;73;8;15;0;0;5;1;5
10301;Pouy-sur-Vannes;22;1;1;22;4;40;9;7;0;1;2;1;5
10302;Praslin;16;0;1;2;1;17;16;4;0;0;4;0;1
10303;Précy-Notre-Dame;8;0;3;19;0;19;2;2;1;0;4;0;0
10304;Précy-Saint-Martin;32;1;1;32;5;50;12;7;0;3;6;2;4
10305;Prémierfait;21;0;1;11;2;28;1;2;0;0;2;0;1
10306;Proverville;27;3;10;52;4;42;9;21;0;4;16;0;2
10307;Prugny;42;1;6;58;6;76;28;19;1;3;21;3;10
10308;Prunay-Belleville;52;0;5;47;1;39;16;13;0;2;13;1;4
10309;Prusy;11;1;0;18;3;16;7;6;0;3;10;1;1
10310;Puits-et-Nuisement;44;1;6;15;3;47;16;7;0;4;10;1;4
10312;Racines;34;0;4;15;2;39;3;10;2;1;9;3;2
10313;Radonvilliers;62;0;8;40;3;108;19;11;3;2;13;2;2
10314;Ramerupt;45;2;4;36;8;97;13;22;5;4;14;0;6
10315;Rances;4;0;0;5;0;7;9;1;0;0;1;0;0
10316;Rhèges;43;2;1;33;0;45;15;8;0;1;11;1;3
10317;Les Riceys;232;3;8;172;19;211;64;31;1;14;94;3;18
10318;Rigny-la-Nonneuse;19;2;0;10;1;40;12;13;1;4;7;1;6
10319;Rigny-le-Ferron;59;2;3;30;16;63;11;27;0;2;11;2;10
10320;Rilly-Sainte-Syre;33;3;2;55;8;51;12;7;3;7;11;2;3
10321;La Rivière-de-Corps;555;11;38;666;39;517;162;302;29;100;131;14;53
10323;Romilly-sur-Seine;2656;34;253;1126;114;1645;372;1396;47;132;192;40;110
10324;Roncenay;24;2;3;24;2;40;8;5;0;1;6;0;3
10325;Rosières-près-Troyes;624;14;29;572;30;627;172;308;24;78;107;6;45
10326;Rosnay-l'Hôpital;39;0;2;40;3;49;2;9;1;1;5;1;0
10327;La Rothière;23;0;5;33;6;26;7;4;0;0;1;0;3
10328;Rouilly-Sacey;73;1;7;69;5;82;14;16;2;7;16;2;1
10329;Rouilly-Saint-Loup;73;3;3;78;10;135;23;41;1;10;26;2;6
10330;Rouvres-les-Vignes;32;0;0;12;0;28;6;3;0;0;9;0;3
10331;Rumilly-lès-Vaudes;76;1;2;82;8;117;40;24;4;6;22;4;9
10332;Ruvigny;55;0;9;94;14;87;21;38;4;18;14;3;10
10333;Saint-André-les-Vergers;2440;36;156;1758;133;1372;396;1106;68;222;300;30;128
10334;Saint-Aubin;99;5;7;58;5;153;29;33;0;9;12;0;16
10335;Saint-Benoist-sur-Vanne;31;1;3;32;5;61;10;15;1;1;12;2;4
10336;Saint-Benoît-sur-Seine;44;1;2;72;7;128;22;22;0;11;18;3;12
10337;Saint-Christophe-Dodinicourt;4;1;1;9;1;6;0;0;0;1;1;0;0
10338;Saint-Etienne-sous-Barbuise;16;0;0;30;2;49;5;14;1;2;2;0;6
10339;Saint-Flavy;41;2;1;31;0;70;17;17;2;8;18;1;2
10340;Saint-Germain;451;7;25;407;30;402;113;189;8;46;90;12;40
10341;Saint-Hilaire-sous-Romilly;55;0;5;46;4;93;18;25;0;4;9;1;3
10342;Saint-Jean-de-Bonneval;68;2;2;75;7;90;24;27;2;6;10;1;9
10343;Saint-Julien-les-Villas;1318;16;66;1035;79;981;281;631;50;136;223;16;83
10344;Saint-Léger-près-Troyes;146;9;18;147;21;142;53;62;2;22;42;4;12
10345;Saint-Léger-sous-Brienne;47;2;8;60;10;93;17;30;3;4;16;1;14
10346;Saint-Léger-sous-Margerie;18;0;1;8;3;9;4;3;0;0;6;0;1
