CODGEO;LIBGEO;Abstention;Extrême-Gauche;LFI;PCF;PS;EELV;Divers Gauche;LREM;LR;Divers Droite;Debout la France;FN;Divers
19058;Combressol;124.0;0.0;19.0;8.0;19.0;3.0;0.0;56.0;45.0;0.0;6.0;27.0;0.0
19060;Condat-sur-Ganaveix;217.0;1.0;29.0;27.0;52.0;2.0;0.0;118.0;34.0;0.0;6.0;23.0;0.0
19061;Cornil;348.0;6.0;69.0;31.0;107.0;9.0;0.0;133.0;69.0;0.0;4.0;37.0;7.0
19062;Corrèze;313.0;1.0;53.0;38.0;119.0;17.0;0.0;200.0;75.0;0.0;7.0;38.0;0.0
19064;Couffy-sur-Sarsonne;22.0;0.0;3.0;1.0;6.0;3.0;0.0;10.0;12.0;0.0;2.0;11.0;0.0
19065;Courteix;19.0;0.0;1.0;2.0;2.0;0.0;0.0;10.0;5.0;0.0;3.0;8.0;0.0
19070;Darnets;104.0;1.0;29.0;23.0;38.0;4.0;0.0;58.0;17.0;0.0;3.0;29.0;0.0
19071;Davignac;52.0;0.0;29.0;26.0;14.0;3.0;0.0;26.0;26.0;0.0;2.0;7.0;0.0
19072;Donzenac;935.0;11.0;121.0;52.0;134.0;41.0;0.0;445.0;129.0;0.0;24.0;110.0;3.0
19073;Egletons;944.0;10.0;133.0;39.0;159.0;24.0;0.0;476.0;276.0;0.0;23.0;119.0;1.0
19074;L'Eglise-aux-Bois;8.0;0.0;3.0;7.0;3.0;0.0;0.0;9.0;2.0;0.0;1.0;2.0;0.0
19075;Espagnac;94.0;1.0;26.0;21.0;32.0;2.0;0.0;71.0;11.0;0.0;1.0;30.0;0.0
19076;Espartignac;122.0;0.0;27.0;30.0;36.0;3.0;0.0;68.0;22.0;0.0;5.0;20.0;0.0
19078;Estivaux;102.0;2.0;27.0;36.0;17.0;3.0;0.0;66.0;23.0;0.0;6.0;21.0;0.0
19079;Eyburie;158.0;0.0;24.0;31.0;37.0;5.0;0.0;64.0;41.0;0.0;2.0;36.0;0.0
19080;Eygurande;208.0;3.0;24.0;10.0;33.0;3.0;0.0;76.0;64.0;0.0;8.0;15.0;0.0
19081;Eyrein;200.0;2.0;31.0;22.0;31.0;7.0;0.0;96.0;44.0;0.0;4.0;32.0;1.0
19082;Favars;374.0;0.0;84.0;65.0;92.0;5.0;0.0;135.0;53.0;0.0;5.0;39.0;0.0
19083;Feyt;57.0;0.0;9.0;2.0;4.0;5.0;0.0;24.0;12.0;0.0;0.0;4.0;0.0
19084;Forgès;100.0;0.0;12.0;8.0;46.0;4.0;0.0;32.0;17.0;0.0;3.0;12.0;1.0
19085;Gimel-les-Cascades;226.0;1.0;62.0;12.0;85.0;5.0;0.0;148.0;30.0;0.0;8.0;40.0;0.0
19087;Gourdon-Murat;34.0;1.0;7.0;17.0;1.0;0.0;0.0;9.0;5.0;0.0;0.0;4.0;0.0
19088;Grandsaigne;17.0;0.0;5.0;28.0;2.0;1.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0
19089;Gros-Chastang;43.0;0.0;16.0;6.0;43.0;2.0;0.0;30.0;6.0;0.0;1.0;9.0;0.0
19090;Gumont;27.0;0.0;9.0;5.0;14.0;4.0;0.0;15.0;9.0;0.0;1.0;14.0;0.0
19092;Le Jardin;43.0;1.0;3.0;5.0;8.0;3.0;0.0;13.0;5.0;0.0;1.0;7.0;0.0
19095;Lacelle;44.0;0.0;8.0;15.0;6.0;3.0;0.0;27.0;9.0;0.0;0.0;6.0;0.0
19096;Ladignac-sur-Rondelles;170.0;0.0;19.0;17.0;55.0;5.0;0.0;73.0;26.0;0.0;2.0;24.0;1.0
19097;Lafage-sur-Sombre;44.0;0.0;8.0;3.0;15.0;1.0;0.0;11.0;22.0;0.0;2.0;16.0;0.0
19098;Lagarde-Enval;258.0;0.0;63.0;24.0;119.0;7.0;0.0;123.0;26.0;0.0;8.0;29.0;0.0
19100;Lagraulière;339.0;0.0;64.0;111.0;71.0;9.0;0.0;138.0;71.0;0.0;13.0;55.0;0.0
19101;Laguenne;385.0;1.0;98.0;39.0;171.0;12.0;0.0;134.0;44.0;0.0;6.0;47.0;1.0
19102;Lamazière-Basse;90.0;2.0;45.0;42.0;27.0;4.0;0.0;30.0;8.0;0.0;6.0;9.0;0.0
19103;Lamazière-Haute;33.0;0.0;2.0;2.0;2.0;2.0;0.0;10.0;8.0;0.0;2.0;3.0;0.0
19104;Lamongerie;37.0;0.0;6.0;1.0;8.0;2.0;0.0;15.0;17.0;0.0;1.0;11.0;0.0
19106;Lapleau;124.0;3.0;13.0;7.0;46.0;7.0;0.0;58.0;27.0;0.0;4.0;17.0;0.0
19108;Laroche-près-Feyt;28.0;0.0;0.0;0.0;7.0;0.0;0.0;14.0;20.0;0.0;4.0;4.0;0.0
19110;Latronche;37.0;0.0;4.0;3.0;46.0;2.0;0.0;20.0;11.0;0.0;0.0;10.0;0.0
19111;Laval-sur-Luzège;33.0;0.0;11.0;7.0;14.0;0.0;0.0;9.0;4.0;0.0;1.0;0.0;0.0
19112;Lestards;24.0;2.0;8.0;18.0;2.0;2.0;0.0;15.0;9.0;0.0;1.0;6.0;0.0
19113;Liginiac;213.0;6.0;42.0;12.0;40.0;10.0;0.0;74.0;58.0;0.0;3.0;23.0;0.0
19114;Lignareix;64.0;0.0;2.0;1.0;6.0;1.0;0.0;27.0;35.0;0.0;3.0;13.0;0.0
19118;Le Lonzac;198.0;2.0;40.0;35.0;75.0;7.0;0.0;164.0;97.0;0.0;3.0;35.0;0.0
19122;Madranges;52.0;2.0;8.0;13.0;23.0;2.0;0.0;38.0;19.0;0.0;5.0;5.0;0.0
19125;Marcillac-la-Croisille;289.0;3.0;68.0;25.0;93.0;5.0;0.0;152.0;58.0;0.0;3.0;42.0;0.0
19127;Marc-la-Tour;36.0;1.0;12.0;4.0;19.0;1.0;0.0;30.0;15.0;0.0;1.0;9.0;0.0
19128;Margerides;91.0;4.0;16.0;2.0;8.0;3.0;0.0;40.0;27.0;0.0;5.0;17.0;0.0
19129;Masseret;193.0;2.0;24.0;14.0;54.0;4.0;0.0;121.0;33.0;0.0;7.0;56.0;0.0
19130;Maussac;137.0;4.0;20.0;9.0;14.0;3.0;0.0;74.0;47.0;0.0;4.0;11.0;0.0
19131;Meilhards;159.0;0.0;23.0;30.0;38.0;3.0;0.0;84.0;64.0;0.0;5.0;29.0;0.0
19132;Ménoire;30.0;0.0;15.0;2.0;16.0;2.0;0.0;10.0;4.0;0.0;3.0;8.0;0.0
19134;Merlines;253.0;4.0;45.0;15.0;26.0;6.0;0.0;76.0;54.0;0.0;5.0;24.0;0.0
19135;Mestes;95.0;0.0;16.0;13.0;18.0;1.0;0.0;73.0;51.0;0.0;4.0;8.0;0.0
19136;Meymac;791.0;9.0;107.0;26.0;138.0;29.0;0.0;365.0;195.0;0.0;18.0;96.0;0.0
19137;Meyrignac-l'Eglise;13.0;0.0;12.0;2.0;7.0;1.0;0.0;14.0;9.0;0.0;2.0;0.0;0.0
19139;Millevaches;23.0;1.0;11.0;4.0;8.0;2.0;0.0;26.0;6.0;0.0;2.0;5.0;0.0
19140;Monceaux-sur-Dordogne;184.0;0.0;47.0;25.0;57.0;5.0;0.0;129.0;58.0;0.0;8.0;37.0;0.0
19141;Monestier-Merlines;64.0;2.0;10.0;3.0;4.0;1.0;0.0;31.0;31.0;0.0;3.0;14.0;0.0
19142;Monestier-Port-Dieu;41.0;1.0;4.0;1.0;6.0;0.0;0.0;11.0;33.0;0.0;1.0;9.0;0.0
19143;Montaignac-Saint-Hippolyte;182.0;1.0;30.0;14.0;41.0;7.0;0.0;126.0;36.0;0.0;4.0;14.0;0.0
19145;Moustier-Ventadour;145.0;4.0;28.0;28.0;38.0;5.0;0.0;51.0;23.0;0.0;1.0;23.0;0.0
19146;Naves;580.0;2.0;129.0;110.0;234.0;15.0;0.0;627.0;54.0;0.0;10.0;69.0;1.0
19148;Neuvic;555.0;0.0;97.0;29.0;154.0;21.0;0.0;218.0;136.0;0.0;10.0;39.0;0.0
19149;Neuville;54.0;1.0;22.0;28.0;20.0;5.0;0.0;38.0;6.0;0.0;1.0;6.0;0.0
19154;Orgnac-sur-Vézère;115.0;1.0;18.0;10.0;15.0;3.0;0.0;68.0;15.0;0.0;0.0;23.0;0.0
19155;Orliac-de-Bar;78.0;0.0;19.0;13.0;42.0;1.0;0.0;41.0;12.0;0.0;2.0;10.0;2.0
19157;Palisse;73.0;1.0;19.0;36.0;7.0;1.0;0.0;12.0;15.0;0.0;0.0;12.0;0.0
19158;Pandrignes;59.0;0.0;12.0;10.0;29.0;5.0;0.0;25.0;3.0;0.0;2.0;7.0;0.0
19159;Péret-Bel-Air;24.0;0.0;6.0;7.0;4.0;2.0;0.0;27.0;11.0;0.0;0.0;3.0;0.0
19160;Pérols-sur-Vézère;48.0;2.0;14.0;8.0;17.0;2.0;0.0;37.0;28.0;0.0;1.0;13.0;0.0
19162;Perpezac-le-Noir;307.0;3.0;43.0;72.0;61.0;7.0;0.0;213.0;69.0;0.0;8.0;60.0;0.0
19164;Peyrelevade;214.0;4.0;65.0;26.0;49.0;5.0;0.0;90.0;40.0;0.0;6.0;23.0;0.0
19165;Peyrissac;26.0;0.0;16.0;7.0;12.0;3.0;0.0;32.0;20.0;0.0;0.0;8.0;0.0
19166;Pierrefitte;20.0;0.0;4.0;11.0;11.0;2.0;0.0;23.0;11.0;0.0;0.0;3.0;0.0
19167;Confolent-Port-Dieu;16.0;0.0;3.0;2.0;6.0;1.0;0.0;13.0;4.0;0.0;1.0;4.0;0.0
19168;Pradines;18.0;1.0;19.0;27.0;5.0;1.0;0.0;10.0;3.0;0.0;0.0;2.0;0.0
19172;Rilhac-Treignac;27.0;0.0;2.0;3.0;8.0;1.0;0.0;38.0;24.0;0.0;0.0;8.0;0.0
19174;La Roche-Canillac;37.0;0.0;14.0;3.0;14.0;5.0;0.0;44.0;7.0;0.0;2.0;1.0;0.0
19175;Roche-le-Peyroux;31.0;2.0;7.0;2.0;18.0;2.0;0.0;9.0;9.0;0.0;4.0;6.0;0.0
19176;Rosiers-d'Egletons;364.0;4.0;80.0;29.0;113.0;8.0;0.0;175.0;46.0;0.0;6.0;46.0;0.0
19178;Sadroc;306.0;3.0;49.0;40.0;59.0;8.0;0.0;162.0;32.0;0.0;8.0;52.0;1.0
19180;Saint-Angel;229.0;4.0;30.0;17.0;39.0;1.0;0.0;127.0;91.0;0.0;3.0;30.0;0.0
19181;Saint-Augustin;131.0;1.0;30.0;18.0;36.0;2.0;0.0;101.0;30.0;0.0;7.0;26.0;0.0
19185;Saint-Bonnet-Avalouze;53.0;0.0;16.0;14.0;38.0;2.0;0.0;26.0;12.0;0.0;1.0;8.0;0.0
19186;Saint-Bonnet-Elvert;86.0;0.0;15.0;7.0;14.0;3.0;0.0;36.0;8.0;0.0;2.0;9.0;0.0
19188;Saint-Bonnet-l'Enfantier;122.0;0.0;17.0;19.0;23.0;3.0;0.0;58.0;36.0;0.0;3.0;27.0;0.0
19190;Saint-Bonnet-près-Bort;63.0;0.0;4.0;1.0;4.0;5.0;0.0;30.0;31.0;0.0;2.0;9.0;0.0
19192;Saint-Chamant;160.0;1.0;50.0;22.0;38.0;4.0;0.0;74.0;17.0;0.0;3.0;24.0;0.0
19194;Saint-Clément;424.0;3.0;69.0;117.0;137.0;12.0;0.0;207.0;34.0;0.0;2.0;50.0;0.0
19199;Saint-Etienne-aux-Clos;65.0;2.0;22.0;5.0;11.0;3.0;0.0;42.0;42.0;0.0;1.0;11.0;0.0
19200;Saint-Etienne-la-Geneste;31.0;0.0;6.0;2.0;4.0;1.0;0.0;17.0;19.0;0.0;2.0;1.0;0.0
19201;Saint-Exupéry-les-Roches;193.0;2.0;27.0;8.0;20.0;6.0;0.0;126.0;93.0;0.0;1.0;44.0;0.0
19202;Sainte-Féréole;571.0;4.0;93.0;40.0;125.0;20.0;0.0;357.0;134.0;0.0;18.0;117.0;1.0
19203;Sainte-Fortunade;534.0;6.0;140.0;62.0;268.0;15.0;0.0;286.0;96.0;0.0;16.0;67.0;5.0
19204;Saint-Fréjoux;88.0;2.0;11.0;6.0;18.0;3.0;0.0;35.0;37.0;0.0;1.0;17.0;0.0
19206;Saint-Germain-Lavolps;23.0;0.0;9.0;9.0;7.0;1.0;0.0;8.0;12.0;0.0;0.0;8.0;0.0
19207;Saint-Germain-les-Vergnes;332.0;0.0;53.0;38.0;69.0;5.0;0.0;210.0;62.0;0.0;8.0;35.0;3.0
19208;Saint-Hilaire-Foissac;80.0;1.0;17.0;8.0;12.0;5.0;0.0;34.0;9.0;0.0;3.0;14.0;0.0
19209;Saint-Hilaire-les-Courbes;46.0;0.0;12.0;21.0;9.0;0.0;0.0;33.0;14.0;0.0;0.0;3.0;0.0
19210;Saint-Hilaire-Luc;22.0;0.0;10.0;8.0;13.0;0.0;0.0;3.0;4.0;0.0;0.0;1.0;0.0
19211;Saint-Hilaire-Peyroux;345.0;0.0;69.0;27.0;126.0;6.0;0.0;130.0;36.0;0.0;5.0;37.0;6.0
19212;Saint-Hilaire-Taurieux;26.0;1.0;7.0;5.0;9.0;0.0;0.0;20.0;2.0;0.0;1.0;7.0;0.0
19213;Saint-Jal;151.0;0.0;27.0;62.0;45.0;11.0;0.0;60.0;137.0;0.0;4.0;22.0;0.0
19219;Sainte-Marie-Lapanouze;18.0;0.0;0.0;3.0;5.0;0.0;0.0;5.0;7.0;0.0;0.0;1.0;0.0
19220;Saint-Martial-de-Gimel;137.0;3.0;29.0;15.0;50.0;9.0;0.0;67.0;29.0;0.0;8.0;35.0;0.0
19221;Saint-Martial-Entraygues;27.0;0.0;9.0;6.0;9.0;2.0;0.0;16.0;9.0;0.0;0.0;1.0;0.0
19222;Saint-Martin-la-Méanne;128.0;4.0;36.0;17.0;50.0;4.0;0.0;46.0;23.0;0.0;0.0;13.0;0.0
19225;Saint-Merd-de-Lapleau;53.0;0.0;17.0;5.0;13.0;3.0;0.0;36.0;8.0;0.0;0.0;5.0;0.0
19226;Saint-Merd-les-Oussines;24.0;1.0;5.0;0.0;7.0;1.0;0.0;15.0;31.0;0.0;2.0;13.0;0.0
19227;Saint-Mexant;384.0;6.0;72.0;131.0;183.0;21.0;0.0;165.0;32.0;0.0;6.0;42.0;2.0
19228;Saint-Pantaléon-de-Lapleau;14.0;0.0;4.0;2.0;15.0;3.0;0.0;6.0;3.0;0.0;0.0;3.0;0.0
19231;Saint-Pardoux-la-Croisille;55.0;1.0;15.0;19.0;24.0;4.0;0.0;25.0;9.0;0.0;0.0;14.0;0.0
19232;Saint-Pardoux-le-Neuf;32.0;1.0;4.0;4.0;7.0;0.0;0.0;15.0;8.0;0.0;0.0;3.0;0.0
19233;Saint-Pardoux-le-Vieux;92.0;0.0;18.0;4.0;11.0;5.0;0.0;61.0;45.0;0.0;1.0;16.0;0.0
19234;Saint-Pardoux-l'Ortigier;145.0;0.0;40.0;49.0;23.0;3.0;0.0;68.0;18.0;0.0;5.0;35.0;0.0
19235;Saint-Paul;60.0;0.0;12.0;19.0;41.0;0.0;0.0;36.0;23.0;0.0;1.0;15.0;0.0
19236;Saint-Priest-de-Gimel;185.0;1.0;19.0;24.0;37.0;2.0;0.0;57.0;28.0;0.0;1.0;29.0;0.0
19238;Saint-Rémy;88.0;1.0;11.0;5.0;14.0;3.0;0.0;26.0;25.0;0.0;3.0;16.0;0.0
19240;Saint-Salvadour;123.0;0.0;20.0;21.0;22.0;3.0;0.0;49.0;29.0;0.0;2.0;19.0;0.0
19241;Saint-Setiers;90.0;0.0;16.0;5.0;14.0;2.0;0.0;52.0;49.0;0.0;1.0;14.0;0.0
19244;Saint-Sulpice-les-Bois;20.0;1.0;8.0;7.0;5.0;1.0;0.0;20.0;10.0;0.0;0.0;2.0;0.0
19245;Saint-Sylvain;53.0;1.0;10.0;1.0;14.0;0.0;0.0;13.0;3.0;0.0;3.0;2.0;0.0
19246;Saint-Viance;644.0;2.0;91.0;38.0;78.0;20.0;0.0;315.0;101.0;0.0;25.0;102.0;0.0
19247;Saint-Victour;80.0;1.0;12.0;3.0;6.0;1.0;0.0;19.0;36.0;0.0;1.0;7.0;0.0
19248;Saint-Ybard;218.0;2.0;25.0;8.0;43.0;2.0;0.0;118.0;74.0;0.0;8.0;30.0;0.0
19249;Saint-Yrieix-le-Déjalat;115.0;1.0;29.0;17.0;20.0;2.0;0.0;55.0;22.0;0.0;2.0;25.0;0.0
19250;Salon-la-Tour;230.0;1.0;33.0;16.0;31.0;3.0;0.0;102.0;52.0;0.0;5.0;40.0;1.0
19251;Sarran;86.0;0.0;12.0;4.0;21.0;0.0;0.0;64.0;34.0;0.0;0.0;20.0;0.0
19252;Sarroux - Saint Julien;365.0;7.0;58.0;12.0;51.0;11.0;0.0;120.0;53.0;0.0;9.0;52.0;0.0
19255;Seilhac;527.0;2.0;65.0;73.0;142.0;17.0;0.0;283.0;182.0;0.0;12.0;66.0;0.0
19256;Sérandon;109.0;2.0;28.0;6.0;38.0;6.0;0.0;57.0;32.0;0.0;3.0;13.0;0.0
19261;Sornac;208.0;2.0;40.0;9.0;26.0;3.0;0.0;84.0;81.0;0.0;7.0;30.0;0.0
19262;Soudaine-Lavinadière;47.0;0.0;10.0;15.0;5.0;2.0;0.0;31.0;17.0;0.0;2.0;6.0;0.0
19263;Soudeilles;105.0;2.0;30.0;8.0;14.0;7.0;0.0;48.0;38.0;0.0;0.0;20.0;0.0
19264;Soursac;159.0;1.0;15.0;8.0;63.0;6.0;0.0;79.0;68.0;0.0;4.0;43.0;0.0
19265;Tarnac;113.0;3.0;28.0;24.0;14.0;4.0;0.0;50.0;31.0;0.0;6.0;21.0;0.0
19266;Thalamy;32.0;0.0;7.0;3.0;8.0;1.0;0.0;22.0;13.0;0.0;1.0;3.0;0.0
19268;Toy-Viam;9.0;0.0;11.0;4.0;3.0;0.0;0.0;9.0;8.0;0.0;2.0;1.0;0.0
19269;Treignac;380.0;7.0;76.0;37.0;85.0;17.0;0.0;186.0;106.0;0.0;15.0;44.0;0.0
19270;Troche;191.0;0.0;22.0;12.0;45.0;2.0;0.0;85.0;17.0;0.0;4.0;27.0;0.0
19272;Tulle;4180.0;19.0;546.0;350.0;1712.0;99.0;0.0;1430.0;494.0;0.0;54.0;334.0;4.0
19275;Ussel;3029.0;28.0;333.0;109.0;380.0;79.0;0.0;1140.0;968.0;0.0;43.0;318.0;0.0
19276;Uzerche;791.0;6.0;112.0;96.0;161.0;13.0;0.0;340.0;148.0;0.0;24.0;108.0;4.0
19277;Valiergues;57.0;0.0;2.0;1.0;8.0;1.0;0.0;38.0;21.0;0.0;3.0;10.0;0.0
19281;Veix;33.0;0.0;11.0;8.0;7.0;1.0;0.0;15.0;5.0;0.0;1.0;0.0;0.0
19283;Veyrières;18.0;0.0;3.0;1.0;8.0;0.0;0.0;7.0;8.0;0.0;1.0;12.0;0.0
19284;Viam;31.0;1.0;5.0;9.0;3.0;2.0;0.0;14.0;17.0;0.0;0.0;2.0;0.0
19285;Vigeois;298.0;3.0;52.0;83.0;97.0;16.0;0.0;219.0;46.0;0.0;3.0;57.0;1.0
19287;Vitrac-sur-Montane;87.0;5.0;13.0;5.0;23.0;3.0;0.0;53.0;14.0;0.0;0.0;12.0;0.0
19003;Albignac;78.0;1.0;21.0;2.0;27.0;0.0;0.0;49.0;31.0;4.0;2.0;9.0;0.0
19007;Altillac;294.0;1.0;59.0;11.0;30.0;0.0;0.0;133.0;74.0;7.0;6.0;37.0;0.0
19011;Arnac-Pompadour;355.0;6.0;43.0;4.0;104.0;2.0;0.0;200.0;116.0;12.0;11.0;42.0;0.0
19012;Astaillac;78.0;1.0;16.0;1.0;19.0;2.0;0.0;49.0;21.0;2.0;1.0;12.0;0.0
19013;Aubazine;297.0;8.0;64.0;10.0;66.0;0.0;0.0;114.0;76.0;8.0;9.0;22.0;0.0
19014;Auriac;52.0;1.0;15.0;6.0;10.0;0.0;0.0;44.0;16.0;2.0;1.0;10.0;1.0
19015;Ayen;250.0;1.0;48.0;10.0;51.0;0.0;0.0;105.0;48.0;8.0;8.0;37.0;0.0
19017;Bassignac-le-Bas;39.0;0.0;10.0;0.0;10.0;0.0;0.0;9.0;13.0;0.0;0.0;3.0;0.0
19018;Bassignac-le-Haut;45.0;0.0;15.0;3.0;21.0;0.0;0.0;34.0;16.0;2.0;3.0;4.0;1.0
19019;Beaulieu-sur-Dordogne;325.0;3.0;46.0;13.0;61.0;1.0;0.0;154.0;96.0;28.0;4.0;45.0;0.0
19022;Benayes;91.0;0.0;8.0;5.0;22.0;0.0;0.0;70.0;4.0;3.0;0.0;9.0;4.0
19023;Beynat;361.0;4.0;68.0;9.0;93.0;0.0;0.0;180.0;142.0;14.0;10.0;76.0;0.0
19024;Beyssac;177.0;1.0;31.0;9.0;28.0;0.0;0.0;97.0;62.0;5.0;5.0;23.0;0.0
19025;Beyssenac;119.0;0.0;17.0;3.0;24.0;0.0;0.0;39.0;60.0;5.0;4.0;22.0;0.0
19026;Bilhac;81.0;0.0;22.0;3.0;20.0;0.0;0.0;29.0;10.0;3.0;5.0;5.0;0.0
19029;Branceilles;76.0;1.0;26.0;4.0;19.0;0.0;0.0;49.0;32.0;3.0;1.0;13.0;0.0
19030;Brignac-la-Plaine;342.0;5.0;72.0;16.0;56.0;0.0;0.0;107.0;69.0;11.0;7.0;52.0;0.0
19031;Brive-la-Gaillarde;17203.0;114.0;1596.0;379.0;2356.0;249.0;0.0;4554.0;3126.0;856.0;187.0;1277.0;13.0
19032;Brivezac;45.0;2.0;11.0;3.0;14.0;0.0;0.0;33.0;18.0;7.0;0.0;2.0;0.0
19034;Camps-Saint-Mathurin-Léobazel;109.0;1.0;12.0;4.0;6.0;0.0;0.0;33.0;19.0;5.0;3.0;17.0;0.0
19035;Chabrignac;178.0;1.0;31.0;5.0;64.0;0.0;0.0;46.0;24.0;4.0;7.0;32.0;0.0
19043;La Chapelle-aux-Brocs;127.0;4.0;33.0;6.0;57.0;0.0;0.0;53.0;45.0;8.0;2.0;20.0;0.0
19044;La Chapelle-aux-Saints;90.0;1.0;23.0;4.0;11.0;0.0;0.0;50.0;19.0;6.0;1.0;11.0;0.0
19045;La Chapelle-Saint-Géraud;97.0;2.0;15.0;6.0;4.0;0.0;0.0;37.0;13.0;5.0;1.0;7.0;0.0
19047;Chartrier-Ferrière;126.0;0.0;27.0;4.0;34.0;0.0;0.0;52.0;38.0;4.0;2.0;13.0;0.0
19049;Chasteaux;280.0;2.0;36.0;19.0;49.0;0.0;0.0;104.0;62.0;7.0;2.0;20.0;0.0
19050;Chauffour-sur-Vell;142.0;2.0;21.0;1.0;32.0;0.0;0.0;71.0;40.0;4.0;5.0;23.0;0.0
19054;Chenailler-Mascheix;82.0;0.0;14.0;6.0;19.0;0.0;0.0;29.0;21.0;2.0;1.0;6.0;0.0
19057;Collonges-la-Rouge;188.0;1.0;37.0;0.0;35.0;0.0;0.0;82.0;52.0;5.0;1.0;18.0;1.0
19059;Concèze;132.0;2.0;29.0;2.0;24.0;0.0;0.0;47.0;73.0;0.0;1.0;15.0;0.0
19063;Cosnac;1052.0;2.0;155.0;40.0;172.0;19.0;0.0;415.0;322.0;47.0;12.0;130.0;0.0
19066;Cublac;629.0;9.0;115.0;23.0;61.0;0.0;0.0;223.0;145.0;24.0;10.0;107.0;0.0
19067;Curemonte;66.0;1.0;10.0;3.0;22.0;0.0;0.0;43.0;24.0;1.0;0.0;11.0;0.0
19068;Dampniat;244.0;3.0;33.0;15.0;48.0;0.0;0.0;89.0;74.0;14.0;5.0;22.0;0.0
19069;Darazac;42.0;1.0;11.0;1.0;5.0;0.0;0.0;38.0;31.0;0.0;2.0;6.0;0.0
19077;Estivals;45.0;1.0;4.0;2.0;3.0;0.0;0.0;25.0;15.0;2.0;1.0;6.0;0.0
19086;Goulles;139.0;0.0;18.0;0.0;7.0;0.0;0.0;56.0;25.0;6.0;1.0;7.0;0.0
19091;Hautefage;98.0;0.0;21.0;2.0;21.0;0.0;0.0;49.0;34.0;4.0;1.0;5.0;0.0
19093;Jugeals-Nazareth;232.0;2.0;39.0;135.0;40.0;1.0;0.0;108.0;55.0;17.0;6.0;43.0;0.0
19094;Juillac;344.0;6.0;47.0;10.0;166.0;0.0;0.0;135.0;92.0;16.0;6.0;39.0;0.0
19099;Lagleygeolle;59.0;0.0;12.0;3.0;21.0;0.0;0.0;42.0;27.0;5.0;3.0;14.0;0.0
19105;Lanteuil;176.0;4.0;35.0;5.0;30.0;0.0;0.0;59.0;63.0;7.0;4.0;14.0;0.0
19107;Larche;570.0;3.0;90.0;16.0;84.0;10.0;0.0;231.0;150.0;25.0;11.0;74.0;0.0
19109;Lascaux;56.0;0.0;14.0;1.0;22.0;0.0;0.0;24.0;7.0;7.0;0.0;10.0;0.0
19115;Ligneyrac;92.0;3.0;18.0;3.0;12.0;0.0;0.0;58.0;39.0;3.0;0.0;12.0;0.0
19116;Liourdres;62.0;1.0;21.0;1.0;10.0;0.0;0.0;63.0;19.0;7.0;1.0;14.0;0.0
19117;Lissac-sur-Couze;304.0;3.0;45.0;9.0;14.0;6.0;0.0;63.0;63.0;8.0;6.0;44.0;0.0
19119;Lostanges;37.0;2.0;15.0;3.0;10.0;0.0;0.0;22.0;10.0;1.0;0.0;4.0;0.0
19120;Louignac;86.0;3.0;15.0;6.0;19.0;1.0;0.0;28.0;21.0;2.0;2.0;4.0;0.0
19121;Lubersac;805.0;6.0;73.0;12.0;111.0;17.0;0.0;334.0;252.0;27.0;15.0;91.0;3.0
19123;Malemort;2706.0;16.0;358.0;67.0;423.0;37.0;0.0;941.0;1035.0;135.0;31.0;250.0;2.0
19124;Mansac;415.0;5.0;82.0;23.0;118.0;0.0;0.0;176.0;111.0;15.0;14.0;57.0;0.0
19126;Marcillac-la-Croze;52.0;1.0;14.0;5.0;19.0;0.0;0.0;27.0;28.0;5.0;3.0;7.0;0.0
19133;Mercoeur;103.0;2.0;7.0;2.0;13.0;0.0;0.0;34.0;27.0;4.0;0.0;10.0;0.0
19138;Meyssac;390.0;3.0;80.0;13.0;93.0;0.0;0.0;191.0;140.0;17.0;4.0;63.0;0.0
19144;Montgibaud;79.0;0.0;9.0;0.0;16.0;0.0;0.0;38.0;19.0;3.0;0.0;7.0;2.0
19147;Nespouls;206.0;0.0;41.0;14.0;46.0;0.0;0.0;74.0;57.0;9.0;4.0;23.0;0.0
19150;Noailhac;149.0;2.0;29.0;5.0;22.0;0.0;0.0;61.0;24.0;7.0;3.0;15.0;0.0
19151;Noailles;282.0;1.0;45.0;32.0;44.0;0.0;0.0;123.0;64.0;18.0;9.0;39.0;0.0
19152;Nonards;176.0;1.0;27.0;19.0;28.0;0.0;0.0;61.0;22.0;9.0;1.0;23.0;0.0
19153;Objat;1283.0;10.0;173.0;30.0;178.0;15.0;0.0;524.0;381.0;50.0;15.0;142.0;0.0
19156;Palazinges;33.0;0.0;6.0;2.0;5.0;0.0;0.0;28.0;23.0;4.0;0.0;10.0;1.0
19161;Perpezac-le-Blanc;123.0;1.0;32.0;11.0;49.0;0.0;0.0;71.0;58.0;4.0;1.0;13.0;0.0
19163;Le Pescher;76.0;1.0;35.0;4.0;24.0;0.0;0.0;51.0;37.0;8.0;1.0;19.0;0.0
19169;Puy-d'Arnac;66.0;3.0;27.0;1.0;13.0;0.0;0.0;55.0;21.0;4.0;2.0;21.0;0.0
19170;Queyssac-les-Vignes;59.0;1.0;15.0;0.0;15.0;0.0;0.0;40.0;22.0;3.0;0.0;9.0;0.0
19171;Reygades;58.0;1.0;15.0;2.0;13.0;0.0;0.0;35.0;19.0;3.0;0.0;13.0;1.0
19173;Rilhac-Xaintrie;105.0;1.0;9.0;7.0;8.0;0.0;0.0;47.0;59.0;5.0;1.0;8.0;0.0
