CODGEO;LIBGEO;Abstention;Extrême-Gauche;LFI;PCF;PS;EELV;Divers Gauche;LREM;LR;Divers Droite;Debout la France;FN;Divers
100;France entière;24403480.0;154305.0;2497622.0;615487.0;1685677.0;623527.0;334033.0;7323496.0;4260652.0;458373.0;265420.0;2990454.0;327493.0
01016;Arbigny;160.0;2.0;12.0;2.0;3.0;6.0;0.0;48.0;45.0;0.0;0.0;26.0;1.0
01024;Attignat;1266.0;3.0;85.0;13.0;84.0;15.0;0.0;384.0;306.0;0.0;0.0;152.0;2.0
01029;Beaupont;227.0;0.0;15.0;2.0;8.0;3.0;0.0;64.0;56.0;0.0;0.0;47.0;0.0
01038;Bény;290.0;2.0;26.0;5.0;18.0;1.0;0.0;94.0;93.0;0.0;0.0;40.0;0.0
01040;Béréziat;196.0;2.0;21.0;6.0;12.0;1.0;0.0;42.0;33.0;0.0;0.0;30.0;0.0
01050;Boissey;127.0;0.0;4.0;0.0;3.0;3.0;0.0;31.0;40.0;0.0;0.0;36.0;1.0
01053;Bourg-en-Bresse;8649.0;62.0;736.0;135.0;1085.0;73.0;0.0;2381.0;1707.0;0.0;0.0;752.0;32.0
01057;Boz;206.0;4.0;16.0;2.0;7.0;1.0;0.0;68.0;31.0;0.0;0.0;50.0;1.0
01065;Buellas;659.0;3.0;50.0;10.0;53.0;4.0;0.0;280.0;158.0;0.0;0.0;90.0;4.0
01069;Certines;540.0;3.0;62.0;12.0;40.0;10.0;0.0;200.0;105.0;0.0;0.0;100.0;0.0
01072;Ceyzériat;1064.0;6.0;142.0;13.0;95.0;24.0;0.0;388.0;401.0;0.0;0.0;103.0;4.0
01094;Chavannes-sur-Reyssouze;308.0;1.0;15.0;5.0;10.0;2.0;0.0;96.0;50.0;0.0;0.0;58.0;1.0
01095;Nivigne et Suran;220.0;1.0;47.0;8.0;30.0;2.0;0.0;119.0;62.0;0.0;0.0;59.0;6.0
01102;Chevroux;347.0;2.0;24.0;5.0;12.0;5.0;0.0;96.0;85.0;0.0;0.0;64.0;4.0
01106;Cize;60.0;0.0;7.0;4.0;9.0;2.0;0.0;10.0;23.0;0.0;0.0;16.0;0.0
01108;Coligny;437.0;2.0;35.0;3.0;42.0;4.0;0.0;144.0;131.0;0.0;0.0;81.0;3.0
01115;Confrançon;496.0;2.0;44.0;5.0;35.0;10.0;0.0;131.0;74.0;0.0;0.0;85.0;3.0
01124;Cormoz;266.0;7.0;22.0;9.0;19.0;4.0;0.0;70.0;74.0;0.0;0.0;56.0;3.0
01125;Corveissiat;219.0;2.0;36.0;1.0;31.0;6.0;0.0;54.0;46.0;0.0;0.0;44.0;2.0
01127;Courmangoux;186.0;1.0;24.0;1.0;13.0;3.0;0.0;71.0;53.0;0.0;0.0;32.0;1.0
01128;Courtes;114.0;0.0;9.0;0.0;12.0;1.0;0.0;31.0;27.0;0.0;0.0;20.0;0.0
01130;Cras-sur-Reyssouze;534.0;2.0;37.0;6.0;46.0;3.0;0.0;208.0;112.0;0.0;0.0;85.0;3.0
01139;Curciat-Dongalon;168.0;1.0;15.0;2.0;7.0;2.0;0.0;43.0;48.0;0.0;0.0;35.0;0.0
01140;Curtafond;228.0;1.0;30.0;4.0;17.0;5.0;0.0;93.0;89.0;0.0;0.0;65.0;0.0
01145;Dompierre-sur-Veyle;419.0;2.0;45.0;4.0;23.0;3.0;0.0;126.0;90.0;0.0;0.0;100.0;9.0
01147;Domsure;171.0;0.0;17.0;2.0;15.0;2.0;0.0;57.0;52.0;0.0;0.0;44.0;1.0
01150;Drom;60.0;0.0;22.0;3.0;23.0;4.0;0.0;21.0;27.0;0.0;0.0;8.0;0.0
01151;Druillat;447.0;8.0;33.0;11.0;27.0;6.0;0.0;131.0;96.0;0.0;0.0;85.0;2.0
01154;Etrez;286.0;4.0;28.0;7.0;24.0;1.0;0.0;80.0;88.0;0.0;0.0;41.0;3.0
01163;Foissiat;839.0;4.0;39.0;4.0;30.0;5.0;0.0;214.0;244.0;0.0;0.0;102.0;2.0
01175;Gorrevod;330.0;0.0;28.0;15.0;5.0;6.0;0.0;89.0;70.0;0.0;0.0;59.0;1.0
01177;Grand-Corent;60.0;1.0;20.0;0.0;17.0;0.0;0.0;20.0;21.0;0.0;0.0;6.0;1.0
01184;Hautecourt-Romanèche;270.0;1.0;30.0;4.0;34.0;3.0;0.0;96.0;101.0;0.0;0.0;37.0;3.0
01195;Jasseron;531.0;2.0;52.0;10.0;63.0;10.0;0.0;269.0;144.0;0.0;0.0;97.0;6.0
01196;Jayat;424.0;5.0;19.0;14.0;25.0;11.0;0.0;86.0;109.0;0.0;0.0;90.0;3.0
01197;Journans;114.0;5.0;21.0;10.0;29.0;3.0;0.0;41.0;29.0;0.0;0.0;15.0;0.0
01212;Lescheroux;283.0;4.0;22.0;10.0;12.0;2.0;0.0;47.0;94.0;0.0;0.0;64.0;0.0
01229;Malafretaz;408.0;4.0;24.0;8.0;24.0;10.0;0.0;156.0;119.0;0.0;0.0;66.0;3.0
01230;Mantenay-Montlin;100.0;0.0;16.0;1.0;5.0;3.0;0.0;34.0;42.0;0.0;0.0;28.0;0.0
01232;Marboz;850.0;6.0;71.0;9.0;61.0;13.0;0.0;281.0;259.0;0.0;0.0;111.0;10.0
01236;Marsonnas;395.0;5.0;34.0;6.0;22.0;5.0;0.0;121.0;85.0;0.0;0.0;45.0;4.0
01241;Meillonnas;432.0;0.0;71.0;9.0;56.0;9.0;0.0;211.0;112.0;0.0;0.0;61.0;3.0
01245;Bohas-Meyriat-Rignat;335.0;3.0;45.0;6.0;31.0;5.0;0.0;142.0;94.0;0.0;0.0;50.0;1.0
01259;Montcet;244.0;1.0;15.0;2.0;19.0;5.0;0.0;76.0;52.0;0.0;0.0;32.0;0.0
01266;Montrevel-en-Bresse;933.0;6.0;66.0;14.0;74.0;10.0;0.0;292.0;262.0;0.0;0.0;133.0;2.0
01273;Neuville-sur-Ain;677.0;8.0;89.0;10.0;38.0;11.0;0.0;176.0;92.0;0.0;0.0;112.0;2.0
01284;Ozan;245.0;4.0;17.0;1.0;15.0;1.0;0.0;83.0;60.0;0.0;0.0;46.0;1.0
01296;Pirajoux;163.0;1.0;11.0;2.0;7.0;2.0;0.0;25.0;41.0;0.0;0.0;24.0;3.0
01301;Polliat;880.0;10.0;82.0;10.0;83.0;11.0;0.0;342.0;316.0;0.0;0.0;147.0;3.0
01304;Pont-d'Ain;990.0;6.0;98.0;12.0;43.0;8.0;0.0;274.0;175.0;0.0;0.0;170.0;6.0
01305;Pont-de-Vaux;815.0;3.0;66.0;15.0;24.0;11.0;0.0;225.0;197.0;0.0;0.0;106.0;4.0
01309;Pouillat;37.0;0.0;4.0;0.0;2.0;1.0;0.0;10.0;7.0;0.0;0.0;10.0;0.0
01314;Priay;590.0;6.0;73.0;11.0;27.0;5.0;0.0;192.0;113.0;0.0;0.0;137.0;3.0
01317;Ramasse;96.0;1.0;5.0;0.0;20.0;4.0;0.0;42.0;26.0;0.0;0.0;31.0;1.0
01321;Revonnas;294.0;1.0;44.0;5.0;41.0;8.0;0.0;122.0;89.0;0.0;0.0;45.0;4.0
01323;Reyssouze;410.0;3.0;35.0;7.0;16.0;11.0;0.0;122.0;67.0;0.0;0.0;55.0;1.0
01337;Saint-Bénigne;494.0;7.0;34.0;8.0;29.0;14.0;0.0;178.0;97.0;0.0;0.0;79.0;2.0
01344;Saint-Denis-lès-Bourg;2126.0;18.0;208.0;49.0;272.0;24.0;0.0;943.0;594.0;0.0;0.0;244.0;7.0
01346;Saint-Didier-d'Aussiat;284.0;2.0;29.0;5.0;15.0;7.0;0.0;100.0;83.0;0.0;0.0;65.0;5.0
01350;Saint-Etienne-du-Bois;866.0;4.0;74.0;5.0;68.0;14.0;0.0;353.0;309.0;0.0;0.0;146.0;6.0
01352;Saint-Etienne-sur-Reyssouze;208.0;1.0;17.0;3.0;12.0;3.0;0.0;57.0;44.0;0.0;0.0;38.0;1.0
01364;Saint-Jean-sur-Reyssouze;301.0;2.0;26.0;4.0;12.0;6.0;0.0;55.0;82.0;0.0;0.0;51.0;1.0
01367;Saint-Julien-sur-Reyssouze;200.0;5.0;21.0;8.0;9.0;1.0;0.0;55.0;82.0;0.0;0.0;41.0;1.0
01374;Saint-Martin-du-Mont;651.0;3.0;67.0;15.0;56.0;13.0;0.0;248.0;165.0;0.0;0.0;97.0;1.0
01375;Saint-Martin-le-Châtel;320.0;0.0;18.0;3.0;22.0;2.0;0.0;102.0;73.0;0.0;0.0;56.0;2.0
01380;Saint-Nizier-le-Bouchoux;255.0;0.0;12.0;4.0;11.0;2.0;0.0;76.0;102.0;0.0;0.0;36.0;1.0
01387;Saint-Sulpice;73.0;0.0;10.0;2.0;2.0;2.0;0.0;22.0;24.0;0.0;0.0;13.0;0.0
01388;Saint-Trivier-de-Courtes;356.0;2.0;12.0;3.0;16.0;7.0;0.0;126.0;120.0;0.0;0.0;58.0;4.0
01391;Salavre;111.0;0.0;13.0;4.0;3.0;0.0;0.0;36.0;40.0;0.0;0.0;33.0;0.0
01402;Sermoyer;255.0;3.0;26.0;4.0;23.0;1.0;0.0;73.0;47.0;0.0;0.0;42.0;1.0
01406;Servignat;60.0;2.0;14.0;0.0;1.0;0.0;0.0;11.0;20.0;0.0;0.0;12.0;2.0
01408;Simandre-sur-Suran;247.0;3.0;36.0;4.0;23.0;0.0;0.0;75.0;61.0;0.0;0.0;49.0;1.0
01422;Tossiat;511.0;5.0;55.0;14.0;36.0;1.0;0.0;204.0;134.0;0.0;0.0;73.0;0.0
01425;La Tranclière;114.0;0.0;8.0;2.0;6.0;1.0;0.0;34.0;33.0;0.0;0.0;17.0;0.0
01426;Val-Revermont;853.0;4.0;136.0;9.0;112.0;32.0;0.0;296.0;214.0;0.0;0.0;140.0;6.0
01429;Vandeins;221.0;3.0;22.0;0.0;18.0;5.0;0.0;75.0;61.0;0.0;0.0;59.0;0.0
01430;Varambon;187.0;2.0;23.0;2.0;15.0;1.0;0.0;70.0;45.0;0.0;0.0;63.0;1.0
01432;Verjon;98.0;0.0;10.0;2.0;9.0;2.0;0.0;39.0;40.0;0.0;0.0;13.0;0.0
01433;Vernoux;90.0;1.0;5.0;0.0;6.0;1.0;0.0;17.0;18.0;0.0;0.0;31.0;2.0
01437;Vescours;80.0;0.0;4.0;2.0;1.0;2.0;0.0;12.0;22.0;0.0;0.0;18.0;1.0
01445;Villemotier;237.0;1.0;16.0;4.0;18.0;3.0;0.0;84.0;65.0;0.0;0.0;36.0;0.0
01447;Villereversure;445.0;5.0;52.0;8.0;43.0;5.0;0.0;107.0;112.0;0.0;0.0;81.0;2.0
01451;Viriat;2325.0;7.0;170.0;17.0;223.0;34.0;0.0;737.0;784.0;0.0;0.0;300.0;11.0
01008;Ambutrix;269.0;2.0;46.0;0.0;0.0;20.0;0.0;76.0;107.0;0.0;7.0;47.0;5.0
01021;Ars-sur-Formans;409.0;0.0;42.0;3.0;0.0;30.0;0.0;173.0;172.0;0.0;26.0;72.0;5.0
01027;Balan;660.0;1.0;55.0;9.0;0.0;25.0;0.0;205.0;107.0;0.0;21.0;112.0;3.0
01030;Beauregard;273.0;1.0;22.0;4.0;0.0;13.0;0.0;77.0;66.0;0.0;7.0;52.0;0.0
01032;Béligneux;1102.0;10.0;107.0;9.0;0.0;42.0;0.0;280.0;188.0;0.0;22.0;180.0;11.0
01043;Beynost;1825.0;10.0;153.0;14.0;0.0;142.0;0.0;668.0;508.0;0.0;22.0;209.0;14.0
01047;Blyes;361.0;0.0;39.0;0.0;0.0;14.0;0.0;101.0;114.0;0.0;4.0;55.0;0.0
01049;La Boisse;1042.0;4.0;124.0;23.0;0.0;75.0;0.0;400.0;219.0;0.0;26.0;200.0;12.0
01054;Bourg-Saint-Christophe;390.0;10.0;68.0;5.0;0.0;37.0;0.0;176.0;127.0;0.0;7.0;93.0;7.0
01062;Bressolles;277.0;2.0;19.0;1.0;0.0;23.0;0.0;129.0;109.0;0.0;8.0;38.0;6.0
01088;Charnoz-sur-Ain;328.0;1.0;30.0;5.0;0.0;23.0;0.0;120.0;127.0;0.0;13.0;88.0;2.0
01099;Chazey-sur-Ain;572.0;3.0;52.0;5.0;0.0;20.0;0.0;205.0;214.0;0.0;12.0;93.0;3.0
01105;Civrieux;594.0;2.0;56.0;3.0;0.0;30.0;0.0;273.0;120.0;0.0;10.0;88.0;5.0
01142;Dagneux;1736.0;22.0;183.0;12.0;0.0;102.0;0.0;484.0;292.0;0.0;37.0;276.0;14.0
01156;Faramans;316.0;1.0;34.0;7.0;0.0;12.0;0.0;68.0;85.0;0.0;8.0;83.0;2.0
01166;Frans;830.0;6.0;70.0;18.0;0.0;57.0;0.0;342.0;185.0;0.0;27.0;139.0;6.0
01194;Jassans-Riottier;2188.0;17.0;211.0;43.0;0.0;143.0;0.0;712.0;360.0;0.0;64.0;400.0;28.0
01198;Joyeux;76.0;1.0;17.0;2.0;0.0;5.0;0.0;32.0;35.0;0.0;3.0;15.0;1.0
01202;Lagnieu;2359.0;15.0;269.0;49.0;0.0;98.0;0.0;604.0;1061.0;0.0;36.0;340.0;5.0
01213;Leyment;469.0;4.0;61.0;5.0;0.0;32.0;0.0;107.0;140.0;0.0;6.0;86.0;0.0
01224;Loyettes;1198.0;10.0;70.0;12.0;0.0;27.0;0.0;230.0;199.0;0.0;9.0;157.0;8.0
01238;Massieux;960.0;7.0;120.0;16.0;0.0;49.0;0.0;371.0;196.0;0.0;27.0;157.0;10.0
01244;Meximieux;2682.0;10.0;275.0;32.0;0.0;153.0;0.0;907.0;535.0;0.0;49.0;359.0;21.0
01248;Mionnay;844.0;1.0;78.0;11.0;0.0;53.0;0.0;371.0;166.0;0.0;24.0;172.0;2.0
01249;Miribel;3609.0;31.0;349.0;32.0;0.0;242.0;0.0;1228.0;702.0;0.0;71.0;437.0;31.0
01250;Misérieux;597.0;6.0;93.0;15.0;0.0;43.0;0.0;269.0;103.0;0.0;11.0;125.0;7.0
01260;Le Montellier;67.0;2.0;4.0;1.0;0.0;5.0;0.0;37.0;51.0;0.0;7.0;22.0;2.0
01262;Montluel;2352.0;7.0;195.0;24.0;0.0;166.0;0.0;732.0;424.0;0.0;48.0;323.0;20.0
01275;Neyron;977.0;4.0;80.0;6.0;0.0;66.0;0.0;325.0;220.0;0.0;36.0;124.0;11.0
01276;Niévroz;663.0;3.0;67.0;10.0;0.0;27.0;0.0;160.0;116.0;0.0;24.0;116.0;3.0
01285;Parcieux;371.0;5.0;39.0;5.0;0.0;29.0;0.0;216.0;100.0;0.0;17.0;70.0;7.0
01290;Pérouges;432.0;2.0;49.0;6.0;0.0;29.0;0.0;167.0;196.0;0.0;18.0;74.0;6.0
01297;Pizay;299.0;1.0;39.0;5.0;0.0;28.0;0.0;122.0;89.0;0.0;8.0;70.0;0.0
01318;Rancé;243.0;0.0;24.0;10.0;0.0;12.0;0.0;81.0;55.0;0.0;13.0;54.0;0.0
01322;Reyrieux;1637.0;7.0;191.0;27.0;0.0;104.0;0.0;735.0;355.0;0.0;53.0;216.0;17.0
01325;Rignieux-le-Franc;292.0;1.0;72.0;7.0;0.0;21.0;0.0;126.0;117.0;0.0;16.0;73.0;5.0
01333;Saint-André-de-Corcy;1247.0;11.0;175.0;25.0;0.0;73.0;0.0;449.0;210.0;0.0;37.0;259.0;10.0
01339;Saint-Bernard;571.0;1.0;50.0;1.0;0.0;33.0;0.0;305.0;166.0;0.0;6.0;72.0;3.0
01342;Sainte-Croix;147.0;1.0;32.0;1.0;0.0;14.0;0.0;77.0;78.0;0.0;4.0;41.0;4.0
01347;Saint-Didier-de-Formans;717.0;2.0;79.0;21.0;0.0;59.0;0.0;374.0;132.0;0.0;17.0;130.0;4.0
01349;Saint-Eloi;214.0;0.0;20.0;0.0;0.0;14.0;0.0;51.0;65.0;0.0;4.0;32.0;1.0
01353;Sainte-Euphémie;500.0;6.0;52.0;11.0;0.0;41.0;0.0;279.0;81.0;0.0;8.0;97.0;13.0
01361;Saint-Jean-de-Niost;585.0;3.0;61.0;12.0;0.0;24.0;0.0;195.0;146.0;0.0;20.0;118.0;4.0
01362;Saint-Jean-de-Thurigneux;277.0;1.0;24.0;3.0;0.0;20.0;0.0;115.0;68.0;0.0;5.0;50.0;4.0
01366;Sainte-Julie;262.0;3.0;36.0;5.0;0.0;23.0;0.0;100.0;118.0;0.0;5.0;65.0;7.0
01376;Saint-Maurice-de-Beynost;1415.0;16.0;119.0;8.0;0.0;77.0;0.0;405.0;167.0;0.0;26.0;191.0;7.0
01378;Saint-Maurice-de-Gourdans;1045.0;6.0;86.0;16.0;0.0;49.0;0.0;326.0;208.0;0.0;28.0;216.0;8.0
01386;Saint-Sorlin-en-Bugey;338.0;1.0;42.0;12.0;0.0;33.0;0.0;144.0;189.0;0.0;11.0;54.0;2.0
01390;Saint-Vulbas;435.0;2.0;33.0;3.0;0.0;8.0;0.0;86.0;126.0;0.0;6.0;66.0;9.0
01396;Sault-Brénaz;352.0;2.0;21.0;7.0;0.0;12.0;0.0;67.0;113.0;0.0;6.0;52.0;1.0
01411;Souclin;81.0;0.0;9.0;0.0;0.0;3.0;0.0;19.0;62.0;0.0;1.0;28.0;0.0
01418;Thil;400.0;1.0;42.0;2.0;0.0;39.0;0.0;183.0;80.0;0.0;15.0;48.0;2.0
01423;Toussieux;393.0;1.0;30.0;5.0;0.0;27.0;0.0;152.0;52.0;0.0;12.0;89.0;4.0
01424;Tramoyes;617.0;3.0;76.0;4.0;0.0;55.0;0.0;335.0;149.0;0.0;35.0;102.0;5.0
01427;Trévoux;2190.0;17.0;262.0;67.0;0.0;150.0;0.0;744.0;374.0;0.0;44.0;262.0;19.0
01431;Vaux-en-Bugey;410.0;6.0;66.0;9.0;0.0;32.0;0.0;140.0;186.0;0.0;16.0;44.0;3.0
01444;Villebois;411.0;4.0;60.0;2.0;0.0;20.0;0.0;95.0;143.0;0.0;9.0;57.0;2.0
01450;Villieu-Loyes-Mollon;1385.0;7.0;118.0;26.0;0.0;71.0;0.0;421.0;309.0;0.0;37.0;265.0;9.0
01006;Ambléon;43.0;0.0;13.0;0.0;3.0;2.0;0.0;12.0;12.0;0.0;0.0;11.0;1.0
01009;Andert-et-Condon;113.0;1.0;18.0;2.0;5.0;3.0;1.0;51.0;38.0;0.0;0.0;25.0;0.0
01010;Anglefort;399.0;2.0;35.0;9.0;15.0;8.0;0.0;128.0;52.0;0.0;0.0;79.0;6.0
01015;Arboys en Bugey;223.0;0.0;23.0;8.0;18.0;11.0;0.0;149.0;69.0;0.0;0.0;27.0;1.0
01033;Bellegarde-sur-Valserine;3697.0;16.0;282.0;74.0;135.0;80.0;5.0;847.0;464.0;0.0;0.0;365.0;31.0
01034;Belley;2929.0;17.0;259.0;36.0;142.0;80.0;1.0;1012.0;721.0;0.0;0.0;342.0;21.0
01044;Billiat;223.0;3.0;18.0;4.0;9.0;9.0;0.0;77.0;31.0;0.0;0.0;25.0;1.0
01058;Brégnier-Cordon;313.0;2.0;40.0;7.0;14.0;6.0;0.0;108.0;60.0;0.0;0.0;63.0;3.0
01061;Brens;437.0;2.0;35.0;5.0;25.0;17.0;0.0;165.0;83.0;0.0;0.0;73.0;6.0
01071;Cessy;1370.0;2.0;68.0;5.0;36.0;61.0;1.0;607.0;257.0;0.0;0.0;99.0;12.0
01078;Challex;445.0;0.0;54.0;1.0;12.0;19.0;0.0;153.0;48.0;0.0;0.0;28.0;7.0
01081;Champfromier;213.0;0.0;31.0;12.0;14.0;19.0;0.0;102.0;56.0;0.0;0.0;45.0;4.0
01082;Chanay;196.0;0.0;26.0;5.0;10.0;11.0;0.0;62.0;40.0;0.0;0.0;25.0;0.0
01091;Châtillon-en-Michaille;1320.0;7.0;95.0;19.0;46.0;30.0;2.0;358.0;187.0;0.0;0.0;172.0;3.0
01098;Chazey-Bons;314.0;4.0;25.0;6.0;8.0;14.0;1.0;113.0;66.0;0.0;0.0;57.0;2.0
01103;Chevry;459.0;0.0;23.0;3.0;19.0;14.0;0.0;180.0;96.0;0.0;0.0;22.0;6.0
01104;Chézery-Forens;186.0;0.0;18.0;3.0;4.0;11.0;0.0;45.0;36.0;0.0;0.0;21.0;3.0
01109;Collonges;716.0;1.0;56.0;3.0;28.0;15.0;0.0;177.0;103.0;0.0;0.0;48.0;3.0
01110;Colomieu;54.0;1.0;25.0;1.0;7.0;1.0;0.0;17.0;10.0;0.0;0.0;8.0;0.0
01114;Confort;173.0;1.0;16.0;10.0;15.0;16.0;0.0;80.0;37.0;0.0;0.0;31.0;1.0
01117;Conzieu;55.0;0.0;3.0;3.0;0.0;0.0;0.0;27.0;16.0;0.0;0.0;9.0;2.0
01118;Corbonod;406.0;2.0;40.0;6.0;11.0;14.0;0.0;130.0;77.0;0.0;0.0;68.0;2.0
01133;Cressin-Rochefort;151.0;2.0;23.0;1.0;4.0;15.0;0.0;66.0;34.0;0.0;0.0;28.0;1.0
01135;Crozet;606.0;2.0;39.0;2.0;16.0;32.0;1.0;256.0;84.0;0.0;0.0;52.0;11.0
01138;Culoz;1080.0;5.0;106.0;17.0;37.0;26.0;1.0;248.0;159.0;0.0;0.0;156.0;9.0
01143;Divonne-les-Bains;3178.0;6.0;106.0;6.0;55.0;84.0;3.0;1427.0;723.0;0.0;0.0;154.0;51.0
01153;Echenevex;582.0;2.0;25.0;0.0;22.0;22.0;0.0;289.0;132.0;0.0;0.0;39.0;3.0
01158;Farges;299.0;2.0;19.0;1.0;6.0;8.0;0.0;109.0;50.0;0.0;0.0;32.0;1.0
01160;Ferney-Voltaire;1921.0;4.0;177.0;14.0;103.0;104.0;3.0;842.0;307.0;0.0;0.0;106.0;15.0
01173;Gex;3675.0;12.0;227.0;30.0;116.0;148.0;6.0;1285.0;537.0;0.0;0.0;252.0;25.0
01174;Giron;68.0;0.0;5.0;1.0;0.0;4.0;0.0;29.0;19.0;0.0;0.0;5.0;1.0
01180;Grilly;262.0;0.0;12.0;0.0;5.0;5.0;0.0;106.0;66.0;0.0;0.0;13.0;2.0
01189;Injoux-Génissiat;444.0;2.0;36.0;12.0;18.0;11.0;0.0;125.0;34.0;0.0;0.0;54.0;1.0
01193;Izieu;61.0;0.0;21.0;1.0;4.0;5.0;0.0;36.0;20.0;0.0;0.0;23.0;2.0
01205;Lancrans;388.0;2.0;29.0;13.0;17.0;10.0;0.0;111.0;77.0;0.0;0.0;39.0;5.0
01208;Lavours;32.0;2.0;14.0;0.0;7.0;2.0;0.0;25.0;18.0;0.0;0.0;15.0;0.0
01209;Léaz;204.0;3.0;22.0;3.0;9.0;15.0;0.0;81.0;40.0;0.0;0.0;40.0;5.0
01210;Lélex;79.0;0.0;5.0;0.0;3.0;3.0;0.0;41.0;39.0;0.0;0.0;10.0;1.0
01215;Lhôpital;20.0;0.0;3.0;0.0;1.0;1.0;0.0;14.0;4.0;0.0;0.0;4.0;0.0
01227;Magnieu;189.0;2.0;13.0;0.0;6.0;8.0;0.0;47.0;39.0;0.0;0.0;46.0;0.0
01239;Massignieu-de-Rives;230.0;0.0;25.0;7.0;8.0;10.0;0.0;98.0;56.0;0.0;0.0;42.0;10.0
01247;Mijoux;124.0;0.0;11.0;0.0;0.0;7.0;0.0;44.0;46.0;0.0;0.0;15.0;1.0
01257;Montanges;180.0;0.0;16.0;2.0;6.0;9.0;0.0;44.0;24.0;0.0;0.0;21.0;1.0
01268;Murs-et-Gélignieux;92.0;0.0;2.0;0.0;2.0;4.0;0.0;34.0;39.0;0.0;0.0;27.0;1.0
01281;Ornex;955.0;3.0;71.0;7.0;23.0;59.0;0.0;439.0;168.0;0.0;0.0;50.0;7.0
01286;Parves et Nattages;326.0;6.0;66.0;25.0;23.0;23.0;0.0;169.0;58.0;0.0;0.0;45.0;4.0
01288;Péron;768.0;4.0;59.0;5.0;27.0;22.0;1.0;266.0;105.0;0.0;0.0;45.0;5.0
01294;Peyrieu;323.0;2.0;30.0;9.0;7.0;6.0;0.0;92.0;84.0;0.0;0.0;36.0;4.0
01298;Plagne;56.0;0.0;2.0;1.0;0.0;3.0;0.0;16.0;12.0;0.0;0.0;16.0;0.0
01302;Pollieu;73.0;0.0;20.0;0.0;3.0;2.0;0.0;25.0;11.0;0.0;0.0;13.0;4.0
01308;Pougny;261.0;0.0;21.0;6.0;8.0;15.0;0.0;72.0;24.0;0.0;0.0;20.0;2.0
01310;Prémeyzel;56.0;0.0;12.0;3.0;2.0;3.0;0.0;21.0;13.0;0.0;0.0;20.0;0.0
01313;Prévessin-Moëns;1960.0;0.0;113.0;5.0;69.0;72.0;4.0;923.0;369.0;0.0;0.0;96.0;15.0
01341;Saint-Champ;29.0;0.0;9.0;4.0;3.0;5.0;0.0;35.0;30.0;0.0;0.0;10.0;1.0
01354;Saint-Genis-Pouilly;2703.0;9.0;159.0;4.0;97.0;81.0;18.0;1016.0;266.0;0.0;0.0;147.0;18.0
01357;Saint-Germain-de-Joux;147.0;0.0;10.0;2.0;2.0;7.0;0.0;56.0;24.0;0.0;0.0;20.0;0.0
01358;Saint-Germain-les-Paroisses;131.0;0.0;19.0;0.0;12.0;9.0;0.0;56.0;73.0;0.0;0.0;19.0;3.0
01360;Saint-Jean-de-Gonville;468.0;0.0;31.0;2.0;36.0;17.0;3.0;233.0;98.0;0.0;0.0;39.0;5.0
01397;Sauverny;365.0;1.0;13.0;1.0;3.0;9.0;0.0;121.0;70.0;0.0;0.0;13.0;0.0
01399;Ségny;550.0;2.0;36.0;0.0;14.0;22.0;0.0;231.0;135.0;0.0;0.0;54.0;3.0
01401;Sergy;474.0;1.0;31.0;2.0;18.0;29.0;0.0;260.0;101.0;0.0;0.0;45.0;1.0
01407;Seyssel;342.0;3.0;22.0;4.0;9.0;13.0;1.0;123.0;51.0;0.0;0.0;48.0;3.0
01413;Surjoux;33.0;0.0;5.0;0.0;1.0;3.0;0.0;5.0;5.0;0.0;0.0;12.0;0.0
01419;Thoiry;1550.0;6.0;110.0;4.0;53.0;72.0;3.0;780.0;261.0;0.0;0.0;110.0;20.0
01435;Versonnex;786.0;1.0;41.0;6.0;16.0;21.0;3.0;258.0;73.0;0.0;0.0;52.0;4.0
01436;Vesancy;138.0;0.0;9.0;0.0;5.0;13.0;1.0;92.0;61.0;0.0;0.0;7.0;1.0
01448;Villes;141.0;0.0;8.0;5.0;5.0;2.0;0.0;50.0;30.0;0.0;0.0;18.0;0.0
01454;Virignin;347.0;2.0;28.0;4.0;11.0;14.0;0.0;109.0;53.0;0.0;0.0;57.0;0.0
01001;L'Abergement-Clémenciat;261.0;0.0;28.0;3.0;0.0;11.0;10.0;128.0;82.0;0.0;6.0;61.0;4.0
01005;Ambérieux-en-Dombes;609.0;1.0;45.0;4.0;0.0;21.0;13.0;183.0;108.0;0.0;7.0;158.0;5.0
01023;Asnières-sur-Saône;19.0;0.0;10.0;0.0;0.0;0.0;0.0;8.0;12.0;0.0;1.0;5.0;1.0
01025;Bâgé-la-Ville;1188.0;2.0;81.0;10.0;0.0;27.0;34.0;403.0;318.0;0.0;18.0;167.0;8.0
01026;Bâgé-le-Châtel;253.0;2.0;18.0;4.0;0.0;10.0;18.0;110.0;99.0;0.0;2.0;29.0;3.0
01028;Baneins;223.0;0.0;12.0;1.0;0.0;6.0;6.0;65.0;49.0;0.0;1.0;71.0;6.0
01042;Bey;103.0;0.0;12.0;0.0;0.0;5.0;8.0;46.0;25.0;0.0;4.0;19.0;2.0
01045;Birieux;108.0;0.0;2.0;1.0;0.0;2.0;2.0;30.0;15.0;0.0;1.0;32.0;0.0
01046;Biziat;319.0;1.0;19.0;1.0;0.0;10.0;11.0;113.0;60.0;0.0;7.0;60.0;9.0
01052;Bouligneux;126.0;1.0;11.0;0.0;0.0;3.0;4.0;47.0;33.0;0.0;5.0;32.0;2.0
